1,22,12,100
2,22,26,
3,22,2,
4,22,2,
5,22,9,
6,22,30,
7,22,14,
8,22,14,
9,22,17,
10,22,20,
11,22,10,
12,22,26,
13,22,31,
14,22,15,
15,22,13,
16,22,30,
17,22,24,
18,22,8,
19,22,1,
20,22,9,
21,22,13,
22,22,12,
23,22,33,
24,22,7,
25,22,23,
26,22,4,
27,22,27,
28,22,23,
29,22,32,
30,22,4,
31,22,9,
32,22,9,
33,22,4,
34,22,11,
35,22,16,
36,22,13,
37,22,28,
38,22,32,
39,22,13,
40,22,32,
41,22,28,
42,22,31,
43,22,13,
44,22,5,
45,22,23,
46,22,23,
47,22,23,
48,22,23,
49,22,21,
50,22,21,
51,22,6,
52,22,14,
53,22,9,
54,22,7,
55,22,33,
56,22,3,
57,22,31,
58,22,17,
59,22,24,
60,22,22,
61,22,11,
62,22,9,
63,22,15,
64,22,8,
65,22,2,
66,22,21,
67,22,29,
68,22,32,
69,22,11,
70,22,28,
71,22,9,
72,22,31,
73,22,24,
74,22,8,
75,22,16,
76,22,6,
77,22,33,
78,22,2,
79,22,16,
80,22,11,
81,22,24,
82,22,21,
83,22,31,
84,22,8,
85,22,14,
86,22,16,
87,22,14,
88,22,8,
89,22,15,
90,22,25,
91,22,19,
92,22,4,
93,22,23,
94,22,10,
95,22,13,
96,22,33,
97,22,27,
98,22,29,
99,22,23,
100,22,32,
101,22,22,
102,22,3,
103,22,16,
104,22,2,
105,22,16,
106,22,20,
107,22,21,
108,22,25,
109,22,2,
110,22,33,
111,22,9,
112,22,17,
113,22,20,
114,22,17,
115,22,15,
116,22,27,
117,22,15,
118,22,2,
119,22,22,
120,22,28,
121,22,11,
122,22,7,
123,22,4,
124,22,5,
125,22,15,
126,22,5,
127,22,19,
128,22,26,
129,22,11,
130,22,4,
131,22,22,
132,22,23,
133,22,32,
134,22,9,
135,22,17,
136,22,31,
137,22,27,
138,22,8,
139,22,9,
140,22,32,
141,22,31,
142,22,9,
143,22,10,
144,22,1,
145,22,3,
146,22,28,
147,22,26,
148,22,2,
149,22,33,
150,22,7,
151,22,15,
152,22,13,
153,22,7,
154,22,9,
155,22,30,
156,22,22,
157,22,2,
158,22,9,
159,22,25,
160,22,25,
161,22,31,
162,22,22,
163,22,20,
164,22,3,
165,22,15,
166,22,6,
167,22,1,
168,22,18,
169,22,32,
170,22,19,
171,22,15,
172,22,9,
173,22,1,
174,22,22,
175,22,15,
176,22,9,
177,22,33,
178,22,20,
179,22,24,
180,22,10,
181,22,10,
182,22,29,
183,22,32,
184,22,2,
185,22,21,
186,22,4,
187,22,9,
188,22,21,
189,22,1,
190,22,28,
191,22,6,
192,22,6,
193,22,4,
194,22,25,
195,22,25,
196,22,18,
197,22,15,
198,22,23,
199,22,23,
200,22,24,
201,22,16,
202,22,8,
