1,22,9,100
2,22,18,
3,22,7,
4,22,23,
5,22,30,
6,22,21,
7,22,29,
8,22,19,
9,22,10,
10,22,6,
11,22,5,
12,22,12,
13,22,31,
14,22,33,
15,22,13,
16,22,3,
17,22,19,
18,22,8,
19,22,1,
20,22,28,
21,22,13,
22,22,5,
23,22,20,
24,22,24,
25,22,6,
26,22,18,
27,22,1,
28,22,30,
29,22,2,
30,22,24,
31,22,24,
32,22,2,
33,22,4,
34,22,24,
35,22,31,
36,22,29,
37,22,13,
38,22,14,
39,22,12,
40,22,28,
41,22,16,
42,22,33,
43,22,26,
44,22,15,
45,22,10,
46,22,10,
47,22,2,
48,22,11,
49,22,22,
50,22,24,
51,22,28,
52,22,1,
53,22,2,
54,22,22,
55,22,11,
56,22,1,
57,22,27,
58,22,9,
59,22,7,
60,22,31,
61,22,2,
62,22,24,
63,22,29,
64,22,3,
65,22,30,
66,22,31,
67,22,9,
68,22,32,
69,22,1,
70,22,11,
71,22,28,
72,22,7,
73,22,19,
74,22,19,
75,22,12,
76,22,9,
77,22,24,
78,22,11,
79,22,6,
80,22,22,
81,22,31,
82,22,7,
83,22,30,
84,22,3,
85,22,33,
86,22,21,
87,22,21,
88,22,10,
89,22,26,
90,22,12,
91,22,31,
92,22,1,
93,22,8,
94,22,33,
95,22,6,
96,22,16,
97,22,22,
98,22,27,
99,22,8,
100,22,2,
101,22,27,
102,22,4,
103,22,13,
104,22,13,
105,22,12,
106,22,1,
107,22,24,
108,22,10,
109,22,24,
110,22,9,
111,22,3,
112,22,13,
113,22,33,
114,22,11,
115,22,9,
116,22,15,
117,22,2,
118,22,1,
119,22,16,
120,22,26,
121,22,15,
122,22,29,
123,22,8,
124,22,2,
125,22,31,
126,22,20,
127,22,3,
128,22,28,
129,22,23,
130,22,30,
131,22,17,
132,22,21,
133,22,21,
134,22,15,
135,22,13,
136,22,22,
137,22,27,
138,22,16,
139,22,11,
140,22,7,
141,22,28,
142,22,11,
143,22,33,
144,22,26,
145,22,21,
146,22,15,
147,22,7,
148,22,27,
149,22,28,
150,22,27,
151,22,8,
152,22,2,
153,22,20,
154,22,24,
155,22,31,
156,22,7,
157,22,15,
158,22,17,
159,22,17,
160,22,22,
161,22,27,
162,22,29,
163,22,20,
164,22,23,
165,22,12,
166,22,7,
167,22,24,
168,22,16,
169,22,12,
170,22,10,
171,22,12,
172,22,33,
173,22,31,
174,22,30,
175,22,15,
176,22,12,
177,22,8,
178,22,9,
179,22,31,
180,22,4,
181,22,13,
182,22,24,
183,22,18,
184,22,4,
185,22,10,
186,22,26,
187,22,16,
188,22,10,
189,22,23,
190,22,15,
191,22,26,
192,22,24,
193,22,2,
194,22,16,
195,22,8,
196,22,12,
197,22,13,
198,22,21,
199,22,28,
200,22,22,
