1,2.00E+01,3.87E+01,100,
2,3.78E+01,1.29E+01,,
3,3.78E+01,1.05E+01,,
4,2.16E+01,1.19E+01,,
5,1.41E+01,1.77E+01,,
6,2.34E+01,1.07E+01,,
7,1.82E+01,1.36E+01,,
8,1.46E+01,1.56E+01,,
9,2.52E+01,8.92E+00,,
10,8.01E+00,2.80E+01,,
11,1.86E+01,1.19E+01,,
12,7.89E+00,2.80E+01,,
13,2.29E+01,9.54E+00,,
14,1.36E+01,1.60E+01,,
15,2.43E+01,8.78E+00,,
16,2.19E+01,9.61E+00,,
17,1.15E+01,1.80E+01,,
18,2.03E+01,9.92E+00,,
19,1.40E+01,1.44E+01,,
20,1.23E+01,1.56E+01,,
21,1.18E+01,1.62E+01,,
22,1.40E+01,1.36E+01,,
23,2.29E+01,8.19E+00,,
24,1.65E+01,1.07E+01,,
25,1.75E+01,9.92E+00,,
26,2.63E+01,6.58E+00,,
27,1.10E+01,1.56E+01,,
28,9.48E+00,1.80E+01,,
29,1.08E+01,1.54E+01,,
30,2.43E+01,6.80E+00,,
31,1.36E+01,1.20E+01,,
32,1.91E+01,8.55E+00,,
33,2.10E+01,7.40E+00,,
34,2.10E+01,7.02E+00,,
35,1.82E+01,8.10E+00,,
36,1.31E+01,1.13E+01,,
37,1.82E+01,7.94E+00,,
38,6.69E+00,2.14E+01,,
39,1.91E+01,7.50E+00,,
40,2.19E+01,6.44E+00,,
41,6.53E+00,2.14E+01,,
42,1.18E+01,1.18E+01,,
43,1.91E+01,7.28E+00,,
44,9.38E+00,1.44E+01,,
45,1.31E+01,1.01E+01,,
46,2.10E+01,6.28E+00,,
47,8.26E+00,1.54E+01,,
48,8.81E+00,1.44E+01,,
49,1.26E+01,8.81E+00,,
50,1.26E+01,8.81E+00,,
