1,2.78E+01,2.49E+01,100,
2,3.05E+01,1.52E+01,,
3,2.89E+01,1.43E+01,,
4,1.43E+01,2.78E+01,,
5,2.25E+01,1.47E+01,,
6,2.33E+01,1.30E+01,,
7,3.37E+01,8.70E+00,,
8,2.00E+01,1.42E+01,,
9,1.89E+01,1.41E+01,,
10,2.00E+01,1.30E+01,,
11,2.00E+01,1.29E+01,,
12,2.33E+01,1.09E+01,,
13,1.64E+01,1.47E+01,,
14,1.69E+01,1.43E+01,,
15,1.53E+01,1.52E+01,,
16,1.47E+01,1.47E+01,,
17,1.21E+01,1.79E+01,,
18,1.35E+01,1.51E+01,,
19,9.43E+00,2.07E+01,,
20,2.06E+01,9.16E+00,,
21,2.61E+01,7.25E+00,,
22,1.37E+01,1.32E+01,,
23,2.61E+01,6.89E+00,,
24,1.65E+01,1.07E+01,,
25,1.35E+01,1.27E+01,,
26,1.15E+01,1.44E+01,,
27,1.36E+01,1.18E+01,,
28,1.37E+01,1.06E+01,,
29,2.00E+01,7.25E+00,,
30,1.00E+01,1.41E+01,,
31,1.15E+01,1.22E+01,,
32,9.96E+00,1.41E+01,,
33,6.86E+00,1.90E+01,,
34,9.96E+00,1.29E+01,,
35,6.75E+00,1.90E+01,,
36,9.09E+00,1.37E+01,,
37,1.36E+01,9.03E+00,,
38,8.61E+00,1.41E+01,,
39,8.68E+00,1.39E+01,,
40,1.31E+01,9.16E+00,,
41,5.73E+00,2.07E+01,,
42,9.09E+00,1.29E+01,,
43,8.61E+00,1.34E+01,,
44,1.00E+01,1.15E+01,,
45,8.68E+00,1.32E+01,,
46,8.66E+00,1.31E+01,,
47,5.48E+00,2.07E+01,,
48,8.61E+00,1.22E+01,,
49,7.88E+00,1.31E+01,,
50,1.36E+01,7.48E+00,,
