1,4.65E+01,1.71E+01,100,
2,1.92E+01,2.29E+01,,
3,2.07E+01,1.95E+01,,
4,1.96E+01,1.96E+01,,
5,1.41E+01,2.14E+01,,
6,1.36E+01,2.21E+01,,
7,9.14E+00,3.19E+01,,
8,1.63E+01,1.63E+01,,
9,8.95E+00,2.90E+01,,
10,1.36E+01,1.69E+01,,
11,2.18E+01,1.05E+01,,
12,1.35E+01,1.68E+01,,
13,1.04E+01,2.14E+01,,
14,1.84E+01,1.19E+01,,
15,2.53E+01,8.61E+00,,
16,1.30E+01,1.68E+01,,
17,1.63E+01,1.33E+01,,
18,1.76E+01,1.19E+01,,
19,1.01E+01,1.96E+01,,
20,2.15E+01,9.00E+00,,
21,2.13E+01,9.02E+00,,
22,9.63E+00,1.94E+01,,
23,9.71E+00,1.86E+01,,
24,1.69E+01,9.61E+00,,
25,9.11E+00,1.68E+01,,
26,1.21E+01,1.26E+01,,
27,1.38E+01,1.10E+01,,
28,6.61E+00,2.29E+01,,
29,1.02E+01,1.47E+01,,
30,6.81E+00,2.14E+01,,
31,6.09E+00,2.29E+01,,
32,1.44E+01,9.61E+00,,
33,8.95E+00,1.50E+01,,
34,9.10E+00,1.47E+01,,
35,1.11E+01,1.19E+01,,
36,1.26E+01,1.05E+01,,
37,1.46E+01,9.02E+00,,
38,9.71E+00,1.33E+01,,
39,1.61E+01,8.06E+00,,
40,1.15E+01,1.10E+01,,
41,1.05E+01,1.19E+01,,
42,1.92E+01,6.51E+00,,
43,1.21E+01,1.03E+01,,
44,8.53E+00,1.46E+01,,
45,8.95E+00,1.39E+01,,
46,1.11E+01,1.11E+01,,
47,1.53E+01,8.06E+00,,
48,9.63E+00,1.26E+01,,
49,1.29E+01,9.00E+00,,
50,7.79E+00,1.46E+01,,
