1,9.21E+00,1.99E+01,100,
2,2.30E+01,6.62E+00,,
3,6.08E+00,1.91E+01,,
4,6.72E+00,1.26E+01,,
5,1.45E+01,5.82E+00,,
6,1.48E+01,5.70E+00,,
7,1.36E+01,6.19E+00,,
8,1.26E+01,6.67E+00,,
9,1.07E+01,7.59E+00,,
10,9.21E+00,8.81E+00,,
11,6.08E+00,1.31E+01,,
12,5.00E+00,1.59E+01,,
13,6.67E+00,1.18E+01,,
14,4.66E+00,1.68E+01,,
15,1.62E+01,4.78E+00,,
16,6.58E+00,1.17E+01,,
17,8.66E+00,8.91E+00,,
18,6.06E+00,1.26E+01,,
19,1.48E+01,5.09E+00,,
20,4.44E+00,1.68E+01,,
21,5.92E+00,1.26E+01,,
22,5.29E+00,1.40E+01,,
23,9.28E+00,7.96E+00,,
24,5.09E+00,1.44E+01,,
25,1.25E+01,5.83E+00,,
26,1.30E+01,5.59E+00,,
27,9.58E+00,7.48E+00,,
28,9.25E+00,7.74E+00,,
29,1.30E+01,5.50E+00,,
30,4.20E+00,1.68E+01,,
31,4.39E+00,1.59E+01,,
32,1.32E+01,5.28E+00,,
33,9.84E+00,7.07E+00,,
34,7.24E+00,9.48E+00,,
35,9.02E+00,7.61E+00,,
36,1.06E+01,6.44E+00,,
37,7.55E+00,8.95E+00,,
38,1.62E+01,4.16E+00,,
39,4.95E+00,1.36E+01,,
40,7.31E+00,9.17E+00,,
41,1.62E+01,4.10E+00,,
42,7.30E+00,9.04E+00,,
43,7.24E+00,9.10E+00,,
44,4.91E+00,1.30E+01,,
45,4.34E+00,1.44E+01,,
46,4.79E+00,1.30E+01,,
47,7.18E+00,8.65E+00,,
48,1.01E+01,6.03E+00,,
49,5.01E+00,1.22E+01,,
50,1.25E+01,4.83E+00,,
51,4.43E+00,1.36E+01,,
52,7.90E+00,7.44E+00,,
53,3.99E+00,1.43E+01,,
54,5.50E+00,1.04E+01,,
55,4.17E+00,1.36E+01,,
56,7.25E+00,7.74E+00,,
57,9.74E+00,5.71E+00,,
58,9.41E+00,5.88E+00,,
59,6.90E+00,7.96E+00,,
60,9.19E+00,5.96E+00,,
61,7.24E+00,7.52E+00,,
62,9.72E+00,5.56E+00,,
63,9.15E+00,5.88E+00,,
64,9.19E+00,5.81E+00,,
65,8.21E+00,6.44E+00,,
66,1.28E+01,4.11E+00,,
67,8.82E+00,5.92E+00,,
68,8.52E+00,6.12E+00,,
69,8.10E+00,6.40E+00,,
70,1.01E+01,5.06E+00,,
71,5.42E+00,9.40E+00,,
72,9.41E+00,5.40E+00,,
