1,1.93E+01,1.81E+01,100,,,,,,
2,1.43E+01,1.93E+01,,,,,,,
3,1.37E+01,1.81E+01,,,,,,,
4,1.86E+01,1.29E+01,,,,,,,
5,8.35E+00,2.85E+01,,,,,,,
6,1.25E+01,1.61E+01,,,,,,,
7,1.21E+01,1.50E+01,,,,,,,
8,2.24E+01,7.47E+00,,,,,,,
9,8.49E+00,1.93E+01,,,,,,,
10,1.50E+01,1.08E+01,,,,,,,
11,8.92E+00,1.81E+01,,,,,,,
12,1.50E+01,1.07E+01,,,,,,,
13,2.34E+01,6.68E+00,,,,,,,
14,1.11E+01,1.38E+01,,,,,,,
15,2.34E+01,6.50E+00,,,,,,,
16,1.37E+01,1.08E+01,,,,,,,
17,1.27E+01,1.13E+01,,,,,,,
18,8.84E+00,1.61E+01,,,,,,,
19,1.39E+01,1.02E+01,,,,,,,
20,7.83E+00,1.81E+01,,,,,,,
21,1.11E+01,1.23E+01,,,,,,,
22,1.16E+01,1.13E+01,,,,,,,
23,1.41E+01,9.08E+00,,,,,,,
24,6.88E+00,1.81E+01,,,,,,,
25,1.58E+01,7.81E+00,,,,,,,
26,6.87E+00,1.79E+01,,,,,,,
27,1.38E+01,8.80E+00,,,,,,,
28,7.47E+00,1.60E+01,,,,,,,
29,1.25E+01,9.33E+00,,,,,,,
30,1.25E+01,8.76E+00,,,,,,,
31,7.85E+00,1.34E+01,,,,,,,
32,5.66E+00,1.84E+01,,,,,,,
33,1.07E+01,9.73E+00,,,,,,,
34,1.29E+01,7.95E+00,,,,,,,
35,1.17E+01,8.65E+00,,,,,,,
36,7.55E+00,1.34E+01,,,,,,,
37,1.09E+01,9.20E+00,,,,,,,
38,1.10E+01,9.08E+00,,,,,,,
39,1.54E+01,6.40E+00,,,,,,,
40,1.24E+01,7.95E+00,,,,,,,
41,1.44E+01,6.82E+00,,,,,,,
42,1.09E+01,8.89E+00,,,,,,,
43,7.01E+00,1.35E+01,,,,,,,
44,5.85E+00,1.61E+01,,,,,,,
45,8.11E+00,1.15E+01,,,,,,,
46,7.47E+00,1.25E+01,,,,,,,
47,8.22E+00,1.13E+01,,,,,,,
48,8.21E+00,1.13E+01,,,,,,,
49,1.38E+01,6.22E+00,,,,,,,
50,1.44E+01,5.88E+00,,,,,,,
51,5.02E+00,1.61E+01,,,,,,,
52,5.14E+00,1.50E+01,,,,,,,
53,5.13E+00,1.50E+01,,,,,,,
54,1.16E+01,6.57E+00,,,,,,,
55,1.21E+01,6.22E+00,,,,,,,
56,7.08E+00,1.06E+01,,,,,,,
57,1.45E+01,5.07E+00,,,,,,,
58,1.18E+01,6.09E+00,,,,,,,
59,4.48E+00,1.61E+01,,,,,,,
60,1.08E+01,6.57E+00,,,,,,,
61,1.16E+01,6.09E+00,,,,,,,
62,1.13E+01,6.08E+00,,,,,,,
63,4.56E+00,1.50E+01,,,,,,,
64,6.97E+00,9.83E+00,,,,,,,
65,1.45E+01,4.66E+00,,,,,,,
66,7.30E+00,9.23E+00,,,,,,,
67,4.18E+00,1.61E+01,,,,,,,
68,7.82E+00,8.45E+00,,,,,,,
69,6.91E+00,9.52E+00,,,,,,,
70,7.08E+00,9.23E+00,,,,,,,
71,4.07E+00,1.61E+01,,,,,,,
72,7.57E+00,8.45E+00,,,,,,,
73,1.03E+01,6.22E+00,,,,,,,
74,6.14E+00,1.02E+01,,,,,,,
75,7.05E+00,8.65E+00,,,,,,,
76,5.92E+00,1.01E+01,,,,,,,
77,7.06E+00,8.45E+00,,,,,,,
78,5.49E+00,1.07E+01,,,,,,,
79,6.91E+00,8.34E+00,,,,,,,
80,6.97E+00,8.27E+00,,,,,,,
81,5.94E+00,9.53E+00,,,,,,,
82,8.11E+00,6.94E+00,,,,,,,
83,6.51E+00,8.65E+00,,,,,,,
84,5.85E+00,9.54E+00,,,,,,,
85,5.82E+00,9.53E+00,,,,,,,
86,5.11E+00,1.07E+01,,,,,,,
87,3.97E+00,1.35E+01,,,,,,,
88,6.28E+00,8.45E+00,,,,,,,
89,7.08E+00,7.49E+00,,,,,,,
90,5.53E+00,9.53E+00,,,,,,,
91,1.44E+01,3.66E+00,,,,,,,
92,1.13E+01,4.63E+00,,,,,,,
93,5.14E+00,1.01E+01,,,,,,,
94,3.85E+00,1.35E+01,,,,,,,
95,3.79E+00,1.35E+01,,,,,,,
96,5.01E+00,1.02E+01,,,,,,,
97,7.74E+00,6.58E+00,,,,,,,
98,7.66E+00,6.58E+00,,,,,,,
99,5.28E+00,9.53E+00,,,,,,,
100,5.85E+00,8.53E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
