1,1.66E+01,1.92E+01,100,,,,,,
2,1.15E+01,2.63E+01,,,,,,,
3,1.59E+01,1.81E+01,,,,,,,
4,1.71E+01,1.26E+01,,,,,,,
5,1.19E+01,1.75E+01,,,,,,,
6,1.33E+01,1.53E+01,,,,,,,
7,1.18E+01,1.65E+01,,,,,,,
8,1.42E+01,1.27E+01,,,,,,,
9,1.26E+01,1.26E+01,,,,,,,
10,1.53E+01,1.02E+01,,,,,,,
11,1.58E+01,9.82E+00,,,,,,,
12,9.19E+00,1.65E+01,,,,,,,
13,1.75E+01,8.65E+00,,,,,,,
14,8.60E+00,1.76E+01,,,,,,,
15,1.23E+01,1.13E+01,,,,,,,
16,1.10E+01,1.24E+01,,,,,,,
17,1.11E+01,1.21E+01,,,,,,,
18,1.53E+01,8.72E+00,,,,,,,
19,1.50E+01,8.77E+00,,,,,,,
20,1.59E+01,8.15E+00,,,,,,,
21,1.93E+01,6.63E+00,,,,,,,
22,8.60E+00,1.48E+01,,,,,,,
23,9.52E+00,1.32E+01,,,,,,,
24,1.38E+01,9.07E+00,,,,,,,
25,7.49E+00,1.65E+01,,,,,,,
26,1.00E+01,1.21E+01,,,,,,,
27,6.85E+00,1.75E+01,,,,,,,
28,1.42E+01,8.40E+00,,,,,,,
29,1.08E+01,1.08E+01,,,,,,,
30,9.22E+00,1.26E+01,,,,,,,
31,7.82E+00,1.36E+01,,,,,,,
32,7.99E+00,1.32E+01,,,,,,,
33,1.10E+01,9.35E+00,,,,,,,
34,1.21E+01,8.40E+00,,,,,,,
35,1.11E+01,9.13E+00,,,,,,,
36,6.97E+00,1.44E+01,,,,,,,
37,1.22E+01,8.13E+00,,,,,,,
38,1.13E+01,8.77E+00,,,,,,,
39,5.60E+00,1.75E+01,,,,,,,
40,5.57E+00,1.75E+01,,,,,,,
41,1.93E+01,5.03E+00,,,,,,,
42,1.33E+01,7.27E+00,,,,,,,
43,7.99E+00,1.16E+01,,,,,,,
44,7.35E+00,1.26E+01,,,,,,,
45,1.89E+01,4.88E+00,,,,,,,
46,6.97E+00,1.32E+01,,,,,,,
47,1.00E+01,9.13E+00,,,,,,,
48,1.33E+01,6.82E+00,,,,,,,
49,8.99E+00,1.01E+01,,,,,,,
50,9.19E+00,9.71E+00,,,,,,,
51,6.34E+00,1.36E+01,,,,,,,
52,9.79E+00,8.77E+00,,,,,,,
53,1.20E+01,7.08E+00,,,,,,,
54,5.88E+00,1.43E+01,,,,,,,
55,1.22E+01,6.78E+00,,,,,,,
56,8.99E+00,9.10E+00,,,,,,,
57,4.59E+00,1.75E+01,,,,,,,
58,5.14E+00,1.55E+01,,,,,,,
59,5.10E+00,1.55E+01,,,,,,,
60,7.44E+00,1.06E+01,,,,,,,
61,5.06E+00,1.55E+01,,,,,,,
62,1.01E+01,7.70E+00,,,,,,,
63,7.44E+00,1.04E+01,,,,,,,
64,1.16E+01,6.60E+00,,,,,,,
65,6.34E+00,1.20E+01,,,,,,,
66,7.99E+00,9.06E+00,,,,,,,
67,6.70E+00,1.08E+01,,,,,,,
68,9.42E+00,7.64E+00,,,,,,,
69,1.22E+01,5.87E+00,,,,,,,
70,8.79E+00,7.70E+00,,,,,,,
71,5.62E+00,1.19E+01,,,,,,,
72,1.22E+01,5.47E+00,,,,,,,
73,7.30E+00,9.00E+00,,,,,,,
74,5.41E+00,1.19E+01,,,,,,,
75,4.01E+00,1.55E+01,,,,,,,
76,1.10E+01,5.46E+00,,,,,,,
77,8.08E+00,7.34E+00,,,,,,,
78,8.52E+00,6.90E+00,,,,,,,
79,1.26E+01,4.57E+00,,,,,,,
80,6.38E+00,9.00E+00,,,,,,,
81,6.34E+00,8.95E+00,,,,,,,
82,1.26E+01,4.43E+00,,,,,,,
83,7.41E+00,7.50E+00,,,,,,,
84,7.99E+00,6.93E+00,,,,,,,
85,1.16E+01,4.75E+00,,,,,,,
86,1.14E+01,4.79E+00,,,,,,,
87,8.18E+00,6.52E+00,,,,,,,
88,7.41E+00,6.82E+00,,,,,,,
89,6.88E+00,7.34E+00,,,,,,,
90,8.90E+00,5.61E+00,,,,,,,
91,1.10E+01,4.50E+00,,,,,,,
92,1.36E+01,3.64E+00,,,,,,,
93,9.00E+00,5.45E+00,,,,,,,
94,6.34E+00,7.64E+00,,,,,,,
95,8.61E+00,5.61E+00,,,,,,,
96,6.77E+00,6.90E+00,,,,,,,
97,1.36E+01,3.44E+00,,,,,,,
98,8.52E+00,5.45E+00,,,,,,,
99,7.11E+00,6.52E+00,,,,,,,
100,1.14E+01,3.97E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
