1,7.11E+00,2.55E+01,100,
2,1.18E+01,1.39E+01,,
3,9.19E+00,1.51E+01,,
4,1.58E+01,8.42E+00,,
5,5.74E+00,2.26E+01,,
6,2.05E+01,6.31E+00,,
7,9.13E+00,1.41E+01,,
8,2.05E+01,5.54E+00,,
9,1.51E+01,7.34E+00,,
10,7.98E+00,1.39E+01,,
11,5.29E+00,2.07E+01,,
12,8.95E+00,1.18E+01,,
13,9.37E+00,1.09E+01,,
14,1.04E+01,9.58E+00,,
15,9.14E+00,9.28E+00,,
16,8.95E+00,9.40E+00,,
17,6.24E+00,1.33E+01,,
18,1.25E+01,6.60E+00,,
19,7.23E+00,1.14E+01,,
20,7.87E+00,1.04E+01,,
21,6.54E+00,1.22E+01,,
22,1.03E+01,7.59E+00,,
23,5.27E+00,1.46E+01,,
24,6.65E+00,1.13E+01,,
25,1.04E+01,7.16E+00,,
26,6.38E+00,1.16E+01,,
27,8.94E+00,8.30E+00,,
28,9.13E+00,7.96E+00,,
29,7.12E+00,1.02E+01,,
30,9.90E+00,7.18E+00,,
31,4.88E+00,1.44E+01,,
32,7.56E+00,9.28E+00,,
33,7.91E+00,8.84E+00,,
34,6.19E+00,1.13E+01,,
35,7.23E+00,9.61E+00,,
36,9.13E+00,7.59E+00,,
37,6.83E+00,9.79E+00,,
38,1.06E+01,6.05E+00,,
39,5.85E+00,1.09E+01,,
40,1.17E+01,5.44E+00,,
41,5.63E+00,1.12E+01,,
42,8.91E+00,7.05E+00,,
43,5.84E+00,1.07E+01,,
44,8.58E+00,7.15E+00,,
45,4.20E+00,1.44E+01,,
46,5.47E+00,1.09E+01,,
47,6.27E+00,9.37E+00,,
48,9.32E+00,6.21E+00,,
49,1.03E+01,5.61E+00,,
50,3.92E+00,1.46E+01,,
51,4.44E+00,1.26E+01,,
52,4.21E+00,1.32E+01,,
53,7.20E+00,7.57E+00,,
54,5.24E+00,1.03E+01,,
55,8.58E+00,6.19E+00,,
56,8.55E+00,6.15E+00,,
57,1.25E+01,4.14E+00,,
58,6.35E+00,8.08E+00,,
59,7.92E+00,6.40E+00,,
60,6.07E+00,8.34E+00,,
61,4.64E+00,1.09E+01,,
62,6.83E+00,7.39E+00,,
63,8.55E+00,5.89E+00,,
64,6.09E+00,8.22E+00,,
65,6.32E+00,7.87E+00,,
66,4.55E+00,1.09E+01,,
67,1.04E+01,4.77E+00,,
68,5.69E+00,8.71E+00,,
69,5.87E+00,8.34E+00,,
70,5.47E+00,8.92E+00,,
71,3.70E+00,1.32E+01,,
72,5.69E+00,8.47E+00,,
73,7.92E+00,6.05E+00,,
74,1.18E+01,4.05E+00,,
75,5.45E+00,8.67E+00,,
76,8.95E+00,5.22E+00,,
77,3.69E+00,1.26E+01,,
78,7.92E+00,5.84E+00,,
79,1.04E+01,4.42E+00,,
80,1.05E+01,4.33E+00,,
81,5.34E+00,8.54E+00,,
82,4.60E+00,9.89E+00,,
83,5.52E+00,8.22E+00,,
84,3.66E+00,1.24E+01,,
85,4.50E+00,1.01E+01,,
86,4.97E+00,9.08E+00,,
87,5.56E+00,8.07E+00,,
88,5.54E+00,8.08E+00,,
89,7.33E+00,6.10E+00,,
90,9.65E+00,4.61E+00,,
91,4.08E+00,1.09E+01,,
92,5.45E+00,8.08E+00,,
93,6.19E+00,7.04E+00,,
94,8.73E+00,4.91E+00,,
95,3.82E+00,1.12E+01,,
96,3.46E+00,1.24E+01,,
97,1.04E+01,4.05E+00,,
98,4.28E+00,9.83E+00,,
99,7.40E+00,5.68E+00,,
100,6.65E+00,6.32E+00,,
101,8.55E+00,4.90E+00,,
