1,2.54E+01,7.03E+00,100,
2,1.93E+01,8.48E+00,,
3,9.42E+00,1.48E+01,,
4,2.24E+01,5.69E+00,,
5,6.21E+00,1.97E+01,,
6,1.05E+01,1.02E+01,,
7,6.88E+00,1.46E+01,,
8,1.60E+01,6.19E+00,,
9,9.33E+00,1.01E+01,,
10,7.71E+00,1.17E+01,,
11,9.96E+00,8.99E+00,,
12,1.14E+01,7.78E+00,,
13,1.64E+01,5.41E+00,,
14,9.63E+00,9.24E+00,,
15,4.64E+00,1.83E+01,,
16,4.64E+00,1.83E+01,,
17,1.12E+01,7.48E+00,,
18,8.16E+00,1.01E+01,,
19,1.17E+01,6.98E+00,,
20,8.95E+00,8.99E+00,,
21,7.15E+00,1.12E+01,,
22,6.88E+00,1.11E+01,,
23,6.57E+00,1.15E+01,,
24,1.17E+01,6.47E+00,,
25,9.19E+00,8.14E+00,,
26,7.14E+00,1.04E+01,,
27,8.23E+00,8.79E+00,,
28,7.40E+00,9.64E+00,,
29,1.05E+01,6.80E+00,,
30,7.15E+00,9.92E+00,,
31,1.64E+01,4.27E+00,,
32,8.12E+00,8.46E+00,,
33,1.08E+01,6.37E+00,,
34,7.06E+00,9.69E+00,,
35,1.17E+01,5.83E+00,,
36,5.89E+00,1.15E+01,,
37,9.63E+00,6.94E+00,,
38,7.69E+00,8.69E+00,,
39,9.42E+00,6.92E+00,,
40,4.48E+00,1.44E+01,,
41,6.02E+00,1.04E+01,,
42,5.88E+00,1.04E+01,,
43,9.63E+00,6.33E+00,,
44,3.97E+00,1.47E+01,,
45,6.04E+00,9.64E+00,,
46,8.38E+00,6.91E+00,,
47,1.18E+01,4.86E+00,,
48,4.83E+00,1.19E+01,,
49,9.58E+00,5.93E+00,,
50,6.96E+00,8.14E+00,,
51,5.54E+00,1.00E+01,,
52,9.97E+00,5.56E+00,,
53,3.82E+00,1.44E+01,,
54,8.49E+00,6.36E+00,,
55,8.46E+00,6.37E+00,,
56,5.54E+00,9.67E+00,,
57,6.81E+00,7.85E+00,,
58,8.62E+00,6.17E+00,,
59,6.57E+00,8.10E+00,,
60,9.36E+00,5.66E+00,,
61,5.76E+00,9.10E+00,,
62,8.09E+00,6.47E+00,,
63,1.44E+01,3.62E+00,,
64,4.35E+00,1.19E+01,,
65,8.44E+00,6.12E+00,,
66,8.39E+00,6.08E+00,,
67,9.58E+00,5.30E+00,,
68,4.95E+00,1.02E+01,,
69,8.99E+00,5.61E+00,,
70,3.63E+00,1.38E+01,,
71,5.38E+00,9.33E+00,,
72,1.12E+01,4.46E+00,,
73,5.18E+00,9.64E+00,,
74,6.90E+00,7.23E+00,,
75,8.16E+00,6.11E+00,,
76,5.91E+00,8.43E+00,,
77,4.20E+00,1.18E+01,,
78,1.23E+01,4.03E+00,,
79,4.48E+00,1.09E+01,,
80,8.39E+00,5.80E+00,,
81,5.04E+00,9.64E+00,,
82,5.00E+00,9.69E+00,,
83,9.58E+00,5.03E+00,,
84,1.23E+01,3.88E+00,,
85,6.90E+00,6.91E+00,,
86,7.90E+00,6.02E+00,,
87,5.10E+00,9.33E+00,,
88,6.39E+00,7.42E+00,,
89,8.99E+00,5.28E+00,,
90,6.87E+00,6.88E+00,,
91,7.28E+00,6.47E+00,,
92,5.58E+00,8.43E+00,,
93,8.30E+00,5.65E+00,,
94,8.44E+00,5.56E+00,,
95,1.18E+01,3.95E+00,,
96,9.97E+00,4.68E+00,,
97,3.92E+00,1.18E+01,,
98,7.52E+00,6.17E+00,,
99,7.59E+00,6.10E+00,,
100,7.16E+00,6.47E+00,,
101,1.12E+01,4.12E+00,,
102,9.63E+00,4.80E+00,,
103,7.63E+00,6.02E+00,,
104,8.23E+00,5.50E+00,,
105,5.44E+00,8.26E+00,,
106,8.23E+00,5.42E+00,,
107,9.42E+00,4.60E+00,,
108,4.98E+00,8.62E+00,,
109,7.59E+00,5.61E+00,,
110,9.39E+00,4.48E+00,,
111,4.26E+00,9.80E+00,,
112,4.16E+00,1.00E+01,,
113,4.25E+00,9.80E+00,,
114,4.24E+00,9.80E+00,,
115,8.39E+00,4.95E+00,,
116,6.41E+00,6.47E+00,,
117,4.30E+00,9.64E+00,,
118,6.90E+00,5.87E+00,,
119,6.86E+00,5.89E+00,,
120,4.64E+00,8.69E+00,,
121,4.46E+00,9.03E+00,,
122,5.45E+00,7.38E+00,,
123,6.57E+00,6.11E+00,,
124,9.97E+00,4.02E+00,,
125,1.20E+01,3.33E+00,,
126,9.97E+00,4.01E+00,,
127,9.64E+00,4.15E+00,,
128,3.42E+00,1.17E+01,,
129,8.16E+00,4.89E+00,,
130,8.39E+00,4.73E+00,,
131,3.96E+00,1.00E+01,,
132,6.39E+00,6.19E+00,,
133,3.38E+00,1.17E+01,,
134,3.43E+00,1.15E+01,,
135,6.90E+00,5.70E+00,,
136,6.15E+00,6.37E+00,,
137,5.28E+00,7.42E+00,,
138,9.30E+00,4.17E+00,,
139,5.94E+00,6.47E+00,,
140,9.30E+00,4.13E+00,,
141,4.91E+00,7.78E+00,,
142,4.52E+00,8.43E+00,,
143,1.20E+01,3.17E+00,,
144,9.42E+00,4.04E+00,,
145,9.97E+00,3.72E+00,,
146,9.97E+00,3.72E+00,,
147,7.75E+00,4.75E+00,,
148,3.43E+00,1.04E+01,,
149,5.80E+00,6.11E+00,,
150,3.61E+00,9.64E+00,,
151,4.97E+00,6.88E+00,,
152,6.57E+00,5.13E+00,,
153,3.97E+00,8.43E+00,,
154,4.30E+00,7.77E+00,,
155,5.44E+00,5.80E+00,,
156,3.37E+00,9.03E+00,,
157,5.44E+00,5.56E+00,,
158,6.76E+00,4.48E+00,,
159,2.89E+00,1.04E+01,,
160,1.06E+01,2.83E+00,,
161,1.06E+01,2.83E+00,,
162,1.01E+01,2.94E+00,,
163,4.98E+00,5.86E+00,,
