1,2.47E+01,1.61E+01,100,,,,,,
2,2.27E+01,1.75E+01,,,,,,,
3,3.42E+01,1.12E+01,,,,,,,
4,2.05E+01,1.35E+01,,,,,,,
5,1.55E+01,1.50E+01,,,,,,,
6,1.36E+01,1.61E+01,,,,,,,
7,1.19E+01,1.77E+01,,,,,,,
8,1.13E+01,1.46E+01,,,,,,,
9,1.09E+01,1.50E+01,,,,,,,
10,1.46E+01,1.09E+01,,,,,,,
11,1.19E+01,1.24E+01,,,,,,,
12,7.13E+00,2.05E+01,,,,,,,
13,1.93E+01,7.54E+00,,,,,,,
14,1.19E+01,1.08E+01,,,,,,,
15,5.73E+00,2.24E+01,,,,,,,
16,1.33E+01,9.28E+00,,,,,,,
17,1.19E+01,9.99E+00,,,,,,,
18,1.64E+01,7.11E+00,,,,,,,
19,1.38E+01,8.22E+00,,,,,,,
20,1.22E+01,9.14E+00,,,,,,,
21,1.16E+01,9.27E+00,,,,,,,
22,8.35E+00,1.27E+01,,,,,,,
23,9.91E+00,1.07E+01,,,,,,,
24,9.71E+00,1.05E+01,,,,,,,
25,7.34E+00,1.38E+01,,,,,,,
26,1.93E+01,5.18E+00,,,,,,,
27,8.05E+00,1.24E+01,,,,,,,
28,9.71E+00,1.00E+01,,,,,,,
29,9.91E+00,9.84E+00,,,,,,,
30,1.16E+01,8.36E+00,,,,,,,
31,1.16E+01,8.35E+00,,,,,,,
32,6.52E+00,1.44E+01,,,,,,,
33,1.00E+01,9.33E+00,,,,,,,
34,1.21E+01,7.70E+00,,,,,,,
35,6.91E+00,1.35E+01,,,,,,,
36,1.10E+01,8.41E+00,,,,,,,
37,1.46E+01,6.29E+00,,,,,,,
38,6.28E+00,1.45E+01,,,,,,,
39,1.37E+01,6.56E+00,,,,,,,
40,1.15E+01,7.53E+00,,,,,,,
41,1.03E+01,8.34E+00,,,,,,,
42,1.31E+01,6.56E+00,,,,,,,
43,1.31E+01,6.55E+00,,,,,,,
44,6.85E+00,1.24E+01,,,,,,,
45,9.87E+00,8.41E+00,,,,,,,
46,8.88E+00,9.33E+00,,,,,,,
47,1.06E+01,7.70E+00,,,,,,,
48,7.93E+00,1.03E+01,,,,,,,
49,9.23E+00,8.83E+00,,,,,,,
50,9.71E+00,8.26E+00,,,,,,,
51,1.37E+01,5.83E+00,,,,,,,
52,1.19E+01,6.66E+00,,,,,,,
53,8.52E+00,9.14E+00,,,,,,,
54,8.20E+00,9.33E+00,,,,,,,
55,1.46E+01,5.25E+00,,,,,,,
56,1.13E+01,6.71E+00,,,,,,,
57,5.23E+00,1.45E+01,,,,,,,
58,1.46E+01,5.15E+00,,,,,,,
59,6.03E+00,1.24E+01,,,,,,,
60,6.15E+00,1.21E+01,,,,,,,
61,9.71E+00,7.63E+00,,,,,,,
62,7.93E+00,9.19E+00,,,,,,,
63,1.38E+01,5.24E+00,,,,,,,
64,4.99E+00,1.44E+01,,,,,,,
65,7.93E+00,9.00E+00,,,,,,,
66,6.32E+00,1.12E+01,,,,,,,
67,5.14E+00,1.35E+01,,,,,,,
68,1.46E+01,4.71E+00,,,,,,,
69,1.13E+01,6.01E+00,,,,,,,
70,1.64E+01,4.14E+00,,,,,,,
71,1.09E+01,6.14E+00,,,,,,,
72,1.19E+01,5.61E+00,,,,,,,
73,4.59E+00,1.46E+01,,,,,,,
74,4.93E+00,1.35E+01,,,,,,,
75,5.34E+00,1.24E+01,,,,,,,
76,7.08E+00,9.33E+00,,,,,,,
77,5.12E+00,1.27E+01,,,,,,,
78,9.23E+00,7.03E+00,,,,,,,
79,9.23E+00,7.02E+00,,,,,,,
80,1.03E+01,6.22E+00,,,,,,,
81,9.23E+00,6.94E+00,,,,,,,
82,1.12E+01,5.70E+00,,,,,,,
83,4.21E+00,1.50E+01,,,,,,,
84,1.19E+01,5.28E+00,,,,,,,
85,6.15E+00,1.02E+01,,,,,,,
86,4.95E+00,1.24E+01,,,,,,,
87,9.96E+00,6.14E+00,,,,,,,
88,1.16E+01,5.27E+00,,,,,,,
89,9.23E+00,6.61E+00,,,,,,,
90,1.33E+01,4.56E+00,,,,,,,
91,1.31E+01,4.62E+00,,,,,,,
92,4.15E+00,1.46E+01,,,,,,,
93,1.31E+01,4.62E+00,,,,,,,
94,1.46E+01,4.13E+00,,,,,,,
95,1.16E+01,5.19E+00,,,,,,,
96,5.73E+00,1.04E+01,,,,,,,
97,4.61E+00,1.27E+01,,,,,,,
98,1.19E+01,4.80E+00,,,,,,,
99,4.61E+00,1.24E+01,,,,,,,
100,5.47E+00,1.04E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
