1,38,24,100
2,38,28,
3,38,22,
4,38,33,
5,38,28,
6,38,6,
7,38,32,
8,38,29,
9,38,11,
10,38,12,
11,38,9,
12,38,5,
13,38,9,
14,38,4,
15,38,2,
16,38,14,
17,38,30,
18,38,13,
19,38,14,
20,38,13,
21,38,9,
22,38,22,
23,38,8,
24,38,7,
25,38,11,
26,38,29,
27,38,26,
28,38,2,
29,38,6,
30,38,24,
31,38,27,
32,38,28,
33,38,31,
34,38,29,
35,38,30,
36,38,3,
37,38,8,
38,38,26,
39,38,2,
40,38,2,
41,38,33,
42,38,29,
43,38,24,
44,38,27,
45,38,30,
46,38,17,
47,38,20,
48,38,18,
49,38,25,
50,38,13,
51,38,13,
52,38,24,
53,38,2,
54,38,26,
55,38,24,
56,38,20,
57,38,4,
58,38,32,
59,38,5,
60,38,27,
61,38,23,
62,38,25,
63,38,18,
64,38,2,
65,38,23,
66,38,5,
67,38,3,
68,38,2,
69,38,27,
70,38,8,
71,38,17,
72,38,32,
73,38,28,
74,38,26,
75,38,21,
76,38,30,
77,38,10,
78,38,33,
79,38,8,
80,38,24,
81,22,43,
82,22,29,
83,22,58,
84,22,17,
85,22,17,
86,22,14,
87,22,33,
88,22,11,
89,22,8,
90,22,43,
91,22,29,
92,22,61,
93,22,2,
94,22,49,
95,22,57,
96,22,42,
97,22,11,
98,22,13,
99,22,8,
100,22,55,
101,22,30,
102,22,12,
103,22,3,
104,22,38,
105,22,12,
106,22,13,
107,22,16,
108,22,7,
109,22,3,
110,22,3,
111,22,10,
112,22,15,
113,22,14,
114,22,53,
115,22,42,
116,22,18,
117,22,13,
118,22,35,
119,22,46,
120,22,53,
121,22,3,
122,22,35,
123,22,43,
124,22,24,
125,22,5,
126,22,2,
127,22,2,
128,22,56,
129,22,1,
130,22,3,
131,22,47,
132,22,52,
133,22,36,
134,22,23,
135,22,46,
136,22,36,
137,22,3,
138,22,28,
139,22,22,
140,22,26,
141,22,12,
142,22,48,
143,22,18,
144,22,25,
145,22,22,
146,22,55,
147,22,8,
148,22,46,
149,22,59,
150,22,7,
151,22,20,
152,22,38,
153,22,53,
154,22,36,
155,22,46,
156,22,45,
157,22,15,
158,22,38,
159,22,42,
160,22,4,
161,22,23,
162,22,30,
163,22,60,
164,22,14,
165,22,49,
166,22,9,
167,22,55,
168,22,40,
169,22,32,
170,22,3,
171,22,18,
172,22,36,
173,22,61,
174,22,4,
175,22,31,
176,22,28,
177,22,1,
178,22,50,
179,22,49,
180,22,24,
181,22,23,
182,22,60,
183,22,39,
184,22,25,
185,22,58,
186,22,46,
187,22,12,
188,22,22,
189,22,7,
190,22,36,
191,22,28,
192,22,57,
193,22,41,
194,22,18,
195,22,58,
196,22,15,
197,22,47,
198,22,9,
199,22,57,
200,22,24,
