Reference,Height,Width,Stripwidth,
1,1.86E+01,8.62E+01,100,
2,2.22E+01,4.95E+01,,
3,1.56E+01,3.94E+01,,
4,2.22E+01,2.62E+01,,
5,2.50E+01,1.26E+01,,
6,7.10E+00,4.08E+01,,
7,2.22E+01,1.06E+01,,
8,9.01E+00,2.60E+01,,
9,2.69E+00,8.62E+01,,
10,6.93E+00,3.32E+01,,
11,5.95E+00,3.84E+01,,
12,1.40E+01,1.58E+01,,
13,1.03E+01,1.83E+01,,
14,3.66E+00,5.13E+01,,
15,4.85E+00,3.70E+01,,
16,4.63E+00,3.84E+01,,
17,5.63E+01,3.00E+00,,
18,3.81E+00,3.49E+01,,
19,4.70E+00,2.74E+01,,
20,1.42E+00,8.62E+01,,
21,2.29E+00,3.97E+01,,
22,1.02E+00,8.62E+01,,
23,2.44E+00,3.32E+01,,
24,1.56E+01,5.13E+00,,
25,8.93E-01,8.62E+01,,
26,8.63E-01,8.62E+01,,
27,1.45E+00,5.13E+01,,
28,4.85E+01,1.52E+00,,
29,3.78E+00,1.83E+01,,
30,7.10E+00,9.68E+00,,
31,2.40E+00,2.74E+01,,
32,6.32E+01,1.01E+00,,
33,1.12E+01,5.33E+00,,
34,4.56E+00,1.31E+01,,
35,4.56E+00,1.29E+01,,
36,2.29E+00,2.20E+01,,
37,4.56E+00,1.10E+01,,
38,1.29E+00,3.49E+01,,
39,4.22E+01,1.07E+00,,
40,4.94E+01,8.88E-01,,
41,7.10E+00,5.85E+00,,
42,6.32E+01,6.53E-01,,
43,1.50E+00,2.73E+01,,
44,2.34E+01,1.60E+00,,
45,3.21E+01,1.11E+00,,
46,1.94E+00,1.83E+01,,
47,2.29E+00,1.53E+01,,
48,5.59E+00,6.07E+00,,
49,2.10E+01,1.60E+00,,
50,2.50E+01,1.31E+00,,
51,2.05E+00,1.58E+01,,
52,3.06E+01,1.02E+00,,
53,1.02E+01,3.00E+00,,
54,4.01E+00,7.58E+00,,
55,2.51E+01,1.15E+00,,
56,1.39E+01,2.03E+00,,
57,4.87E+01,5.67E-01,,
58,2.36E+01,1.15E+00,,
59,1.29E+01,2.08E+00,,
60,2.55E+01,1.02E+00,,
61,1.50E+01,1.72E+00,,
62,8.49E+00,3.00E+00,,
63,1.22E+01,2.08E+00,,
64,2.47E+01,1.02E+00,,
65,1.12E+01,2.23E+00,,
66,2.55E+01,9.79E-01,,
67,5.47E-01,4.54E+01,,
68,6.23E-01,3.84E+01,,
69,1.31E+00,1.80E+01,,
70,1.12E+01,2.03E+00,,
71,4.22E+01,5.33E-01,,
72,3.35E+01,6.67E-01,,
73,1.12E+01,1.99E+00,,
74,1.28E+01,1.73E+00,,
75,1.45E+01,1.52E+00,,
76,1.12E+01,1.95E+00,,
77,9.52E-01,2.27E+01,,
78,9.52E-01,2.27E+01,,
79,1.34E+01,1.60E+00,,
80,2.29E+00,9.23E+00,,
81,3.29E+01,6.42E-01,,
82,1.22E+01,1.73E+00,,
83,3.42E+00,6.07E+00,,
84,5.40E+00,3.84E+00,,
85,1.50E+00,1.35E+01,,
86,5.40E+00,3.74E+00,,
87,1.97E+01,1.02E+00,,
88,1.31E+00,1.52E+01,,
89,2.97E+01,6.67E-01,,
90,3.03E+01,6.42E-01,,
91,1.13E+01,1.72E+00,,
92,1.73E+01,1.11E+00,,
93,1.18E+01,1.60E+00,,
94,1.20E+01,1.52E+00,,
95,9.01E+00,2.01E+00,,
96,7.10E+00,2.46E+00,,
97,5.21E-01,3.32E+01,,
98,1.12E+01,1.53E+00,,
99,1.12E+01,1.52E+00,,
100,1.18E+01,1.37E+00,,
