Reference,Height,Width,Stripwidth,
1,9.30E+01,2.00E+01,100,
2,9.49E+01,1.02E+01,,
3,9.49E+01,9.24E+00,,
4,4.38E+01,1.52E+01,,
5,4.67E+01,1.07E+01,,
6,9.49E+01,3.18E+00,,
7,2.96E+01,7.88E+00,,
8,2.12E+01,1.07E+01,,
9,2.96E+01,7.51E+00,,
10,7.01E+01,3.07E+00,,
11,4.15E+01,3.93E+00,,
12,9.49E+01,1.37E+00,,
13,1.37E+01,8.72E+00,,
14,1.05E+01,1.07E+01,,
15,9.49E+01,1.14E+00,,
16,6.88E+01,1.56E+00,,
17,7.36E+00,1.43E+01,,
18,4.18E+01,2.45E+00,,
19,1.35E+01,7.38E+00,,
20,5.36E+01,1.85E+00,,
21,9.49E+01,1.01E+00,,
22,4.15E+01,2.07E+00,,
23,2.48E+01,3.07E+00,,
24,8.22E-01,7.84E+01,,
25,2.57E+01,2.49E+00,,
26,6.12E+00,1.02E+01,,
27,4.38E+01,1.41E+00,,
28,2.82E+00,2.16E+01,,
29,2.58E+00,2.21E+01,,
30,4.15E+01,1.37E+00,,
31,2.34E+01,2.35E+00,,
32,3.01E+01,1.81E+00,,
33,7.36E+00,7.29E+00,,
34,1.37E+01,3.88E+00,,
35,5.84E+01,8.78E-01,,
36,8.75E-01,5.51E+01,,
37,2.57E+01,1.82E+00,,
38,1.40E+01,3.20E+00,,
39,4.93E+00,8.83E+00,,
40,4.15E+01,1.02E+00,,
41,6.12E+00,6.44E+00,,
42,1.37E+01,2.79E+00,,
43,1.71E+00,2.21E+01,,
44,4.27E+00,8.83E+00,,
45,1.87E+00,2.00E+01,,
46,2.58E+00,1.40E+01,,
47,1.63E+00,2.16E+01,,
48,5.03E+00,6.96E+00,,
49,4.15E+01,8.41E-01,,
50,8.36E-01,4.16E+01,,
51,4.88E+00,6.96E+00,,
52,2.88E+01,1.17E+00,,
53,7.39E+00,4.53E+00,,
54,9.94E+00,3.35E+00,,
55,2.68E+01,1.22E+00,,
56,2.58E+00,1.22E+01,,
57,2.83E+01,1.10E+00,,
58,8.36E-01,3.68E+01,,
59,2.25E+00,1.35E+01,,
60,1.38E+00,2.16E+01,,
61,9.56E+00,2.90E+00,,
62,3.36E+00,8.04E+00,,
63,1.05E+01,2.58E+00,,
64,3.56E+01,7.55E-01,,
65,1.05E+01,2.56E+00,,
66,2.38E+00,1.12E+01,,
67,4.18E+00,6.32E+00,,
68,1.71E+00,1.54E+01,,
69,3.95E+00,6.57E+00,,
70,6.01E+00,4.31E+00,,
71,7.39E+00,3.51E+00,,
72,8.60E+00,2.90E+00,,
73,1.83E+01,1.35E+00,,
74,2.38E+00,1.04E+01,,
75,3.02E+00,8.04E+00,,
76,9.20E+00,2.55E+00,,
77,1.18E+01,1.97E+00,,
78,1.25E+01,1.85E+00,,
79,1.16E+01,1.97E+00,,
80,1.40E+01,1.59E+00,,
81,1.82E+01,1.22E+00,,
82,2.98E+00,7.38E+00,,
83,6.52E+00,3.35E+00,,
84,1.61E+00,1.35E+01,,
85,3.56E+01,6.00E-01,,
86,1.40E+01,1.52E+00,,
87,1.65E+01,1.24E+00,,
88,2.58E+00,7.93E+00,,
89,8.75E-01,2.33E+01,,
90,9.45E-01,2.16E+01,,
91,3.09E+00,6.57E+00,,
92,1.49E+01,1.35E+00,,
93,2.83E+01,7.08E-01,,
94,1.65E+01,1.21E+00,,
95,9.20E+00,2.16E+00,,
96,2.88E+01,6.77E-01,,
97,9.00E-01,2.16E+01,,
98,4.44E+00,4.31E+00,,
99,8.66E-01,2.21E+01,,
100,2.86E+00,6.57E+00,,
