Reference,Height,Width,StripWidth,,,,,,
1,7.18E+01,1.01E+01,100,,,,,,
2,2.52E+01,1.77E+01,,,,,,,
3,9.05E+01,4.86E+00,,,,,,,
4,9.05E+01,4.64E+00,,,,,,,
5,1.88E+01,2.14E+01,,,,,,,
6,8.14E+01,4.58E+00,,,,,,,
7,1.44E+01,2.41E+01,,,,,,,
8,1.61E+01,2.14E+01,,,,,,,
9,6.87E+01,4.99E+00,,,,,,,
10,6.87E+01,4.51E+00,,,,,,,
11,6.44E+01,4.47E+00,,,,,,,
12,3.70E+01,5.26E+00,,,,,,,
13,8.66E+00,2.14E+01,,,,,,,
14,7.37E+00,2.41E+01,,,,,,,
15,9.05E+01,1.89E+00,,,,,,,
16,5.78E+00,2.41E+01,,,,,,,
17,5.75E+00,2.14E+01,,,,,,,
18,9.79E+00,1.21E+01,,,,,,,
19,1.20E+01,9.45E+00,,,,,,,
20,7.11E+00,1.57E+01,,,,,,,
21,9.05E+01,1.16E+00,,,,,,,
22,5.35E+01,1.96E+00,,,,,,,
23,7.44E+00,1.40E+01,,,,,,,
24,8.14E+01,1.25E+00,,,,,,,
25,8.14E+01,1.22E+00,,,,,,,
26,7.40E+00,1.32E+01,,,,,,,
27,5.35E+01,1.83E+00,,,,,,,
28,9.81E+00,9.81E+00,,,,,,,
29,2.52E+01,3.69E+00,,,,,,,
30,3.56E+00,2.41E+01,,,,,,,
31,3.50E+00,2.41E+01,,,,,,,
32,6.15E+00,1.35E+01,,,,,,,
33,5.35E+01,1.47E+00,,,,,,,
34,1.22E+01,6.29E+00,,,,,,,
35,5.22E+00,1.40E+01,,,,,,,
36,8.27E+00,8.80E+00,,,,,,,
37,6.15E+00,1.06E+01,,,,,,,
38,3.29E+01,1.78E+00,,,,,,,
39,4.71E+00,1.21E+01,,,,,,,
40,2.34E+00,2.43E+01,,,,,,,
41,5.66E+00,9.50E+00,,,,,,,
42,2.18E+00,2.41E+01,,,,,,,
43,4.89E+00,1.01E+01,,,,,,,
44,4.45E+00,8.71E+00,,,,,,,
45,8.27E+00,4.57E+00,,,,,,,
46,1.22E+01,3.07E+00,,,,,,,
47,2.10E+00,1.78E+01,,,,,,,
