reference,height,width,stripwidth,,,,,,
1,7.61E+01,4.08E+01,100,,,,,,
2,4.57E+01,3.37E+01,,,,,,,
3,2.29E+01,3.37E+01,,,,,,,
4,6.42E+01,1.11E+01,,,,,,,
5,1.27E+01,3.04E+01,,,,,,,
6,6.85E+01,3.65E+00,,,,,,,
7,1.07E+01,2.00E+01,,,,,,,
8,7.48E+00,2.70E+01,,,,,,,
9,4.97E+01,3.01E+00,,,,,,,
10,2.92E+01,5.06E+00,,,,,,,
11,6.71E+00,1.95E+01,,,,,,,
12,2.80E+01,4.25E+00,,,,,,,
13,1.19E+01,9.85E+00,,,,,,,
14,9.68E+00,1.18E+01,,,,,,,
15,6.85E+01,1.66E+00,,,,,,,
16,1.13E+01,8.70E+00,,,,,,,
17,5.21E+00,1.79E+01,,,,,,,
18,2.92E+01,2.90E+00,,,,,,,
19,7.22E+00,1.17E+01,,,,,,,
20,1.13E+01,6.96E+00,,,,,,,
21,2.34E+01,3.26E+00,,,,,,,
22,1.06E+01,6.97E+00,,,,,,,
23,2.34E+01,2.81E+00,,,,,,,
24,6.59E+00,9.85E+00,,,,,,,
25,1.13E+01,5.69E+00,,,,,,,
26,4.47E+00,1.38E+01,,,,,,,
27,5.12E+00,1.18E+01,,,,,,,
28,5.76E+00,1.04E+01,,,,,,,
29,9.45E+00,6.07E+00,,,,,,,
30,1.88E+01,3.01E+00,,,,,,,
31,8.29E+00,6.26E+00,,,,,,,
32,1.13E+01,4.50E+00,,,,,,,
33,2.80E+01,1.82E+00,,,,,,,
34,8.54E-01,5.92E+01,,,,,,,
35,4.37E+00,1.11E+01,,,,,,,
36,7.71E+00,6.07E+00,,,,,,,
37,2.58E+00,1.78E+01,,,,,,,
38,7.48E-01,5.92E+01,,,,,,,
39,1.13E+01,3.77E+00,,,,,,,
40,3.00E+00,1.38E+01,,,,,,,
41,7.42E+00,5.54E+00,,,,,,,
42,2.00E+00,1.95E+01,,,,,,,
43,2.00E+00,1.95E+01,,,,,,,
44,7.01E+00,5.54E+00,,,,,,,
45,6.14E+00,6.26E+00,,,,,,,
46,6.17E-01,5.92E+01,,,,,,,
47,1.06E+01,3.43E+00,,,,,,,
48,2.01E+00,1.79E+01,,,,,,,
49,1.10E+00,3.04E+01,,,,,,,
50,2.58E+00,1.26E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
