reference,height,width,stripwidth,,,,,,
1,5.22E+01,3.76E+01,100,,,,,,
2,6.73E+01,2.86E+01,,,,,,,
3,2.30E+01,4.21E+01,,,,,,,
4,6.73E+01,1.35E+01,,,,,,,
5,2.08E+01,4.23E+01,,,,,,,
6,1.18E+01,4.23E+01,,,,,,,
7,7.14E+00,4.60E+01,,,,,,,
8,8.07E+00,2.85E+01,,,,,,,
9,4.62E+01,4.41E+00,,,,,,,
10,1.00E+02,1.75E+00,,,,,,,
11,8.96E+01,1.93E+00,,,,,,,
12,2.66E+01,4.00E+00,,,,,,,
13,2.56E+01,4.00E+00,,,,,,,
14,5.55E+01,1.64E+00,,,,,,,
15,8.07E+00,1.09E+01,,,,,,,
16,1.94E+00,4.21E+01,,,,,,,
17,4.52E+01,1.73E+00,,,,,,,
18,3.11E+00,2.22E+01,,,,,,,
19,5.48E+01,1.10E+00,,,,,,,
20,1.37E+00,4.21E+01,,,,,,,
21,8.07E+00,6.70E+00,,,,,,,
22,5.48E+01,9.05E-01,,,,,,,
23,4.52E+01,1.04E+00,,,,,,,
24,3.63E+01,1.30E+00,,,,,,,
25,3.52E+01,1.30E+00,,,,,,,
26,1.93E+00,2.29E+01,,,,,,,
27,1.13E+01,3.79E+00,,,,,,,
28,4.45E+01,9.24E-01,,,,,,,
29,3.71E+01,1.00E+00,,,,,,,
30,1.93E+00,1.92E+01,,,,,,,
31,2.86E+01,1.30E+00,,,,,,,
32,2.97E+01,1.22E+00,,,,,,,
33,3.43E+01,1.00E+00,,,,,,,
34,1.66E+00,1.99E+01,,,,,,,
35,7.76E-01,4.21E+01,,,,,,,
36,4.45E+01,7.14E-01,,,,,,,
37,2.50E+01,1.22E+00,,,,,,,
38,2.13E+01,1.43E+00,,,,,,,
39,1.27E+01,2.36E+00,,,,,,,
40,1.45E+00,1.99E+01,,,,,,,
41,2.86E+01,1.00E+00,,,,,,,
42,6.42E-01,4.21E+01,,,,,,,
43,2.66E+01,1.01E+00,,,,,,,
44,2.62E+01,1.01E+00,,,,,,,
45,5.92E+00,4.41E+00,,,,,,,
46,2.58E+01,1.01E+00,,,,,,,
47,2.14E+01,1.01E+00,,,,,,,
48,4.52E+01,4.55E-01,,,,,,,
49,8.61E+00,2.36E+00,,,,,,,
50,1.04E+01,1.93E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
