reference,height,width,stripwidth,
1,4.98E+01,6.70E+01,100,
2,2.34E+01,6.70E+01,,
3,2.08E+01,6.70E+01,,
4,5.19E+01,5.21E+00,,
5,4.81E+01,3.00E+00,,
6,3.37E+01,3.96E+00,,
7,3.89E+01,3.07E+00,,
8,4.81E+01,2.21E+00,,
9,3.29E+01,2.94E+00,,
10,1.46E+01,6.58E+00,,
11,3.98E+01,2.29E+00,,
12,2.73E+00,3.32E+01,,
13,1.77E+01,4.99E+00,,
14,2.05E+01,4.29E+00,,
15,1.74E+01,4.99E+00,,
16,2.35E+01,3.64E+00,,
17,2.64E+00,3.17E+01,,
18,1.64E+01,4.99E+00,,
19,1.62E+01,4.99E+00,,
20,1.62E+01,4.99E+00,,
21,3.24E+00,2.49E+01,,
22,3.98E+01,2.00E+00,,
23,1.93E+01,3.95E+00,,
24,2.10E+01,3.52E+00,,
25,4.97E+01,1.47E+00,,
26,2.74E+01,2.61E+00,,
27,4.96E+01,1.42E+00,,
28,2.82E+00,2.49E+01,,
29,4.85E+01,1.43E+00,,
30,2.35E+01,2.94E+00,,
31,1.98E+01,3.40E+00,,
32,3.29E+01,2.05E+00,,
33,2.64E+01,2.49E+00,,
34,2.13E+01,3.07E+00,,
35,2.74E+01,2.39E+00,,
36,2.10E+01,3.05E+00,,
37,4.97E+01,1.28E+00,,
38,4.97E+01,1.27E+00,,
39,4.43E+01,1.42E+00,,
40,3.33E+00,1.78E+01,,
41,1.73E+00,3.17E+01,,
42,1.68E+00,3.17E+01,,
43,3.33E+00,1.54E+01,,
44,4.85E+01,1.06E+00,,
45,7.80E+00,6.58E+00,,
46,7.74E+00,6.58E+00,,
47,1.93E+01,2.62E+00,,
48,4.97E+01,9.69E-01,,
49,1.91E+01,2.49E+00,,
50,1.39E+01,3.40E+00,,
