Reference,Height,Width,Stripwidth,,,,,,
1,3.10E+01,5.94E+01,100,,,,,,
2,3.41E+01,3.48E+01,,,,,,,
3,3.41E+01,2.66E+01,,,,,,,
4,2.76E+01,3.22E+01,,,,,,,
5,3.97E+01,1.32E+01,,,,,,,
6,1.78E+01,1.87E+01,,,,,,,
7,9.57E+00,2.92E+01,,,,,,,
8,1.25E+01,2.22E+01,,,,,,,
9,1.14E+01,1.87E+01,,,,,,,
10,4.63E+00,3.22E+01,,,,,,,
11,9.20E+00,1.51E+01,,,,,,,
12,1.70E+01,6.38E+00,,,,,,,
13,2.11E+01,4.87E+00,,,,,,,
14,1.79E+01,5.48E+00,,,,,,,
15,1.73E+01,5.48E+00,,,,,,,
16,2.66E+00,3.22E+01,,,,,,,
17,3.36E+00,2.22E+01,,,,,,,
18,2.52E+01,2.91E+00,,,,,,,
19,4.72E+00,1.52E+01,,,,,,,
20,4.90E+01,1.44E+00,,,,,,,
21,4.16E+00,1.62E+01,,,,,,,
22,3.10E+01,1.97E+00,,,,,,,
23,2.62E+00,2.17E+01,,,,,,,
24,4.16E+00,1.30E+01,,,,,,,
25,2.76E+00,1.90E+01,,,,,,,
26,3.88E+00,1.29E+01,,,,,,,
27,5.55E+00,8.84E+00,,,,,,,
28,4.65E+00,1.04E+01,,,,,,,
29,1.20E+01,3.86E+00,,,,,,,
30,1.56E+00,2.92E+01,,,,,,,
31,4.17E+00,1.04E+01,,,,,,,
32,1.98E+01,2.08E+00,,,,,,,
33,2.38E+01,1.73E+00,,,,,,,
34,4.72E+00,8.63E+00,,,,,,,
35,3.83E+00,1.04E+01,,,,,,,
36,4.72E+00,8.03E+00,,,,,,,
37,4.68E+00,7.84E+00,,,,,,,
38,5.25E+00,6.93E+00,,,,,,,
39,1.65E+00,2.16E+01,,,,,,,
40,1.06E+01,3.35E+00,,,,,,,
41,4.84E+01,7.36E-01,,,,,,,
42,7.58E+00,4.53E+00,,,,,,,
43,2.42E+01,1.41E+00,,,,,,,
44,9.20E+00,3.62E+00,,,,,,,
45,2.36E+01,1.41E+00,,,,,,,
46,4.90E+01,6.62E-01,,,,,,,
47,2.35E+01,1.38E+00,,,,,,,
48,3.60E+00,8.84E+00,,,,,,,
49,1.52E+01,2.08E+00,,,,,,,
50,6.05E+00,5.18E+00,,,,,,,
51,2.23E+01,1.38E+00,,,,,,,
52,6.05E+00,5.02E+00,,,,,,,
53,4.90E+01,6.18E-01,,,,,,,
54,1.28E+01,2.35E+00,,,,,,,
55,6.13E+00,4.85E+00,,,,,,,
56,4.90E+01,5.82E-01,,,,,,,
57,2.44E+01,1.16E+00,,,,,,,
58,2.50E+01,1.13E+00,,,,,,,
59,2.38E+01,1.18E+00,,,,,,,
60,1.09E+01,2.55E+00,,,,,,,
61,1.42E+01,1.94E+00,,,,,,,
62,2.66E+00,1.04E+01,,,,,,,
63,1.08E+01,2.55E+00,,,,,,,
64,5.03E+00,5.48E+00,,,,,,,
65,4.95E+00,5.48E+00,,,,,,,
66,1.24E+00,2.16E+01,,,,,,,
67,2.62E+00,1.02E+01,,,,,,,
68,2.34E+01,1.13E+00,,,,,,,
69,1.89E+01,1.38E+00,,,,,,,
70,2.91E+00,8.84E+00,,,,,,,
71,3.11E+01,8.15E-01,,,,,,,
72,2.43E+00,1.04E+01,,,,,,,
73,1.34E+00,1.87E+01,,,,,,,
74,1.70E+01,1.46E+00,,,,,,,
75,8.45E-01,2.92E+01,,,,,,,
76,2.64E+01,9.34E-01,,,,,,,
77,2.64E+01,9.33E-01,,,,,,,
78,2.56E+01,9.54E-01,,,,,,,
79,4.13E+00,5.86E+00,,,,,,,
80,2.53E+01,9.56E-01,,,,,,,
81,6.05E+00,3.82E+00,,,,,,,
82,2.53E+01,9.11E-01,,,,,,,
83,2.44E+01,9.23E-01,,,,,,,
84,2.35E+01,9.54E-01,,,,,,,
85,6.05E+00,3.66E+00,,,,,,,
86,1.06E+01,2.08E+00,,,,,,,
87,1.35E+01,1.63E+00,,,,,,,
88,2.89E+00,7.59E+00,,,,,,,
89,4.48E+00,4.85E+00,,,,,,,
90,3.87E+00,5.48E+00,,,,,,,
91,1.12E+00,1.90E+01,,,,,,,
92,1.02E+01,2.08E+00,,,,,,,
93,2.02E+00,1.04E+01,,,,,,,
94,3.44E+00,5.86E+00,,,,,,,
95,1.42E+01,1.41E+00,,,,,,,
96,1.42E+01,1.38E+00,,,,,,,
97,1.28E+01,1.52E+00,,,,,,,
98,9.30E+00,2.08E+00,,,,,,,
99,1.14E+01,1.63E+00,,,,,,,
100,3.11E+01,5.92E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
