reference,height,width,stripwidth,
1,4.94E+01,5.58E+01,100,
2,3.69E+01,3.55E+01,,
3,3.69E+01,3.44E+01,,
4,4.94E+01,1.41E+01,,
5,1.61E+01,2.08E+01,,
6,4.15E+01,7.19E+00,,
7,1.13E+01,2.44E+01,,
8,1.13E+01,2.35E+01,,
9,1.13E+01,2.20E+01,,
10,1.66E+01,8.20E+00,,
11,2.76E+01,4.64E+00,,
12,3.66E+01,3.18E+00,,
13,1.49E+01,7.44E+00,,
14,3.66E+01,3.02E+00,,
15,2.95E+01,3.53E+00,,
16,1.26E+01,8.20E+00,,
17,1.49E+01,6.44E+00,,
18,2.01E+01,4.23E+00,,
19,5.19E+00,1.39E+01,,
20,3.42E+00,2.08E+01,,
21,8.50E-01,7.92E+01,,
22,4.88E+00,1.36E+01,,
23,2.32E+01,2.76E+00,,
24,5.26E+01,1.12E+00,,
25,2.31E+01,2.37E+00,,
26,2.01E+01,2.68E+00,,
27,1.68E+01,3.15E+00,,
28,2.47E+00,2.08E+01,,
29,6.17E+00,8.31E+00,,
30,2.31E+01,2.21E+00,,
31,4.50E+01,1.12E+00,,
32,2.41E+00,2.08E+01,,
33,6.17E+00,8.02E+00,,
34,1.54E+00,3.17E+01,,
35,5.88E+00,8.20E+00,,
36,9.94E+00,4.61E+00,,
37,2.95E+01,1.52E+00,,
38,2.14E+00,2.08E+01,,
39,2.06E+00,2.08E+01,,
40,2.31E+01,1.84E+00,,
41,9.02E+00,4.64E+00,,
42,2.31E+01,1.77E+00,,
43,1.27E+01,3.15E+00,,
44,1.88E+00,2.08E+01,,
45,1.84E+00,2.08E+01,,
46,1.54E+00,2.47E+01,,
47,1.34E+01,2.76E+00,,
48,9.94E+00,3.58E+00,,
49,1.54E+00,2.28E+01,,
50,6.17E+00,4.47E+00,,
