Reference,Height,Width,Stripwidth,
1,3.75E+01,6.70E+01,100,
2,2.34E+01,6.70E+01,,
3,1.83E+01,3.56E+01,,
4,1.90E+01,2.43E+01,,
5,6.58E+00,6.70E+01,,
6,5.68E+00,6.70E+01,,
7,1.83E+01,7.13E+00,,
8,2.04E+01,4.00E+00,,
9,1.62E+01,4.99E+00,,
10,2.46E+00,2.96E+01,,
11,3.29E+01,2.05E+00,,
12,2.64E+01,2.49E+00,,
13,2.13E+01,3.07E+00,,
14,4.97E+01,1.28E+00,,
15,4.43E+01,1.42E+00,,
16,3.33E+00,1.78E+01,,
17,4.81E+01,1.17E+00,,
18,1.07E+01,4.99E+00,,
19,1.68E+00,3.17E+01,,
20,2.05E+01,2.58E+00,,
21,1.31E+01,3.96E+00,,
22,1.30E+01,4.00E+00,,
23,3.33E+00,1.54E+01,,
24,7.80E+00,6.58E+00,,
25,2.73E+00,1.87E+01,,
26,7.74E+00,6.58E+00,,
27,1.93E+01,2.62E+00,,
28,1.74E+01,2.90E+00,,
29,2.64E+00,1.87E+01,,
30,4.97E+01,9.69E-01,,
31,1.32E+01,3.64E+00,,
32,3.98E+01,1.21E+00,,
33,1.91E+01,2.49E+00,,
34,1.39E+01,3.40E+00,,
35,4.81E+01,9.70E-01,,
36,1.16E+01,4.00E+00,,
37,1.11E+01,3.96E+00,,
38,1.62E+01,2.69E+00,,
39,1.64E+01,2.65E+00,,
40,3.98E+01,1.08E+00,,
41,4.81E+01,8.86E-01,,
42,1.75E+00,2.43E+01,,
43,2.39E+01,1.77E+00,,
44,2.09E+01,2.00E+00,,
45,4.81E+01,8.60E-01,,
46,2.10E+01,1.96E+00,,
47,3.24E+00,1.26E+01,,
48,3.24E+00,1.23E+01,,
49,2.73E+00,1.45E+01,,
50,1.00E+01,3.95E+00,,
51,1.64E+01,2.35E+00,,
52,3.29E+01,1.16E+00,,
53,4.97E+01,7.63E-01,,
54,4.81E+01,7.88E-01,,
55,1.89E+01,2.00E+00,,
56,9.53E+00,3.96E+00,,
57,1.03E+01,3.64E+00,,
58,2.74E+01,1.37E+00,,
59,1.62E+01,2.30E+00,,
60,9.26E+00,3.95E+00,,
61,1.74E+01,2.09E+00,,
62,2.74E+01,1.33E+00,,
63,4.96E+01,7.32E-01,,
64,5.48E+00,6.58E+00,,
65,1.98E+01,1.81E+00,,
66,2.82E+00,1.27E+01,,
67,2.80E+01,1.27E+00,,
68,4.97E+01,7.10E-01,,
69,2.35E+01,1.50E+00,,
70,2.74E+01,1.28E+00,,
71,4.85E+01,7.20E-01,,
72,2.05E+01,1.70E+00,,
73,6.95E+00,4.99E+00,,
74,4.85E+01,7.11E-01,,
75,2.82E+00,1.22E+01,,
76,4.96E+01,6.93E-01,,
77,2.64E+00,1.30E+01,,
78,2.35E+01,1.44E+00,,
79,1.09E+01,3.05E+00,,
80,2.10E+01,1.57E+00,,
81,2.70E+01,1.21E+00,,
82,2.46E+00,1.31E+01,,
83,1.98E+01,1.59E+00,,
84,1.74E+01,1.79E+00,,
85,4.69E+00,6.58E+00,,
86,1.00E+01,3.05E+00,,
87,2.49E+01,1.21E+00,,
88,4.47E+00,6.58E+00,,
89,8.83E-01,3.17E+01,,
90,2.74E+01,1.02E+00,,
91,6.94E+00,4.00E+00,,
92,1.55E+01,1.79E+00,,
93,2.17E+01,1.27E+00,,
94,8.50E-01,3.17E+01,,
95,1.50E+01,1.77E+00,,
96,4.85E+01,5.35E-01,,
97,4.81E+01,5.33E-01,,
98,1.95E+01,1.30E+00,,
99,4.85E+01,5.23E-01,,
100,1.94E+01,1.30E+00,,
