reference,height,width,stripwidth,,,,,,
1,2.52E+01,4.91E+01,100,,,,,,
2,1.46E+01,7.53E+01,,,,,,,
3,1.43E+01,7.53E+01,,,,,,,
4,1.21E+01,7.53E+01,,,,,,,
5,2.77E+01,2.47E+01,,,,,,,
6,4.62E+01,1.46E+01,,,,,,,
7,2.52E+01,2.62E+01,,,,,,,
8,1.73E+01,3.75E+01,,,,,,,
9,1.73E+01,2.28E+01,,,,,,,
10,1.73E+01,1.50E+01,,,,,,,
11,2.53E+00,7.53E+01,,,,,,,
12,6.76E+00,2.47E+01,,,,,,,
13,2.91E+00,4.94E+01,,,,,,,
14,4.47E+00,2.47E+01,,,,,,,
15,6.40E+00,1.67E+01,,,,,,,
16,3.40E+01,2.98E+00,,,,,,,
17,2.70E+00,3.52E+01,,,,,,,
18,2.91E+00,2.59E+01,,,,,,,
19,2.67E+00,2.69E+01,,,,,,,
20,1.87E+00,3.52E+01,,,,,,,
21,4.58E+00,1.43E+01,,,,,,,
22,2.61E+00,2.47E+01,,,,,,,
23,1.31E+00,4.84E+01,,,,,,,
24,1.39E+00,4.28E+01,,,,,,,
25,2.24E+01,2.49E+00,,,,,,,
26,2.31E+00,2.34E+01,,,,,,,
27,2.83E+01,1.89E+00,,,,,,,
28,1.79E+01,2.99E+00,,,,,,,
29,2.31E+00,2.28E+01,,,,,,,
30,3.16E+01,1.65E+00,,,,,,,
31,6.40E+00,7.99E+00,,,,,,,
32,4.58E+00,1.04E+01,,,,,,,
33,1.39E+00,3.25E+01,,,,,,,
34,3.57E+00,1.25E+01,,,,,,,
35,6.27E+00,7.12E+00,,,,,,,
36,3.57E+00,1.22E+01,,,,,,,
37,2.66E+00,1.54E+01,,,,,,,
38,1.53E+00,2.47E+01,,,,,,,
39,1.36E+00,2.65E+01,,,,,,,
40,2.31E+00,1.36E+01,,,,,,,
41,2.83E+01,1.09E+00,,,,,,,
42,1.36E+00,2.19E+01,,,,,,,
43,1.92E+00,1.54E+01,,,,,,,
44,1.17E+01,2.49E+00,,,,,,,
45,1.34E+00,1.56E+01,,,,,,,
46,7.75E-01,2.47E+01,,,,,,,
47,5.86E+00,2.90E+00,,,,,,,
48,5.86E+00,2.58E+00,,,,,,,
49,9.68E-01,1.56E+01,,,,,,,
50,8.28E+00,1.65E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
