Reference,Height,Width,Stripwidth,,,,,,
1,2.16E+01,4.10E+01,100,,,,,,
2,1.71E+01,4.79E+01,,,,,,,
3,2.28E+01,3.08E+01,,,,,,,
4,1.59E+01,3.93E+01,,,,,,,
5,1.58E+01,3.08E+01,,,,,,,
6,4.32E+01,1.10E+01,,,,,,,
7,2.06E+01,2.18E+01,,,,,,,
8,9.03E+00,4.79E+01,,,,,,,
9,5.62E+01,6.80E+00,,,,,,,
10,7.59E+00,4.79E+01,,,,,,,
11,1.06E+01,3.08E+01,,,,,,,
12,4.90E+00,4.79E+01,,,,,,,
13,1.39E+01,1.58E+01,,,,,,,
14,2.06E+01,1.06E+01,,,,,,,
15,1.05E+01,2.03E+01,,,,,,,
16,1.88E+01,1.10E+01,,,,,,,
17,4.25E+00,4.79E+01,,,,,,,
18,1.05E+01,1.74E+01,,,,,,,
19,3.45E+00,3.93E+01,,,,,,,
20,8.87E+00,1.24E+01,,,,,,,
21,1.05E+01,1.02E+01,,,,,,,
22,1.11E+01,9.52E+00,,,,,,,
23,1.00E+01,1.04E+01,,,,,,,
24,1.28E+01,7.62E+00,,,,,,,
25,2.60E+00,3.08E+01,,,,,,,
26,9.77E-01,8.11E+01,,,,,,,
27,2.49E+00,3.08E+01,,,,,,,
28,8.87E+00,8.44E+00,,,,,,,
29,1.42E+00,4.79E+01,,,,,,,
30,1.39E+01,4.55E+00,,,,,,,
31,5.42E+01,1.15E+00,,,,,,,
32,7.75E+00,7.62E+00,,,,,,,
33,1.28E+01,4.58E+00,,,,,,,
34,1.58E+01,3.12E+00,,,,,,,
35,1.41E+01,3.30E+00,,,,,,,
36,4.13E+00,1.10E+01,,,,,,,
37,3.87E+00,1.04E+01,,,,,,,
38,8.76E+00,4.58E+00,,,,,,,
39,8.87E+00,3.89E+00,,,,,,,
40,1.63E+01,2.05E+00,,,,,,,
41,1.20E+00,2.61E+01,,,,,,,
42,2.16E+01,1.34E+00,,,,,,,
43,4.01E+00,6.80E+00,,,,,,,
44,1.45E+00,1.86E+01,,,,,,,
45,2.28E+01,1.11E+00,,,,,,,
46,1.63E+01,1.53E+00,,,,,,,
47,7.06E-01,3.36E+01,,,,,,,
48,1.45E+00,1.49E+01,,,,,,,
49,2.16E+01,1.01E+00,,,,,,,
50,2.69E+00,8.01E+00,,,,,,,
51,7.04E+00,2.97E+00,,,,,,,
52,3.44E+01,6.03E-01,,,,,,,
53,1.69E+01,1.21E+00,,,,,,,
54,1.63E+01,1.23E+00,,,,,,,
55,5.05E+00,3.86E+00,,,,,,,
56,1.58E+01,1.21E+00,,,,,,,
57,5.28E-01,3.59E+01,,,,,,,
58,4.29E+01,4.42E-01,,,,,,,
59,3.71E+00,4.89E+00,,,,,,,
60,8.87E+00,2.03E+00,,,,,,,
61,3.44E+01,5.11E-01,,,,,,,
62,1.59E+00,1.10E+01,,,,,,,
63,1.57E+00,1.10E+01,,,,,,,
64,5.30E+00,3.23E+00,,,,,,,
65,1.41E+01,1.21E+00,,,,,,,
66,1.45E+00,1.17E+01,,,,,,,
67,1.02E+01,1.66E+00,,,,,,,
68,4.67E-01,3.59E+01,,,,,,,
69,1.63E+01,1.02E+00,,,,,,,
70,4.59E-01,3.59E+01,,,,,,,
71,9.40E+00,1.73E+00,,,,,,,
72,1.11E+01,1.46E+00,,,,,,,
73,1.63E+01,9.77E-01,,,,,,,
74,4.92E+00,3.23E+00,,,,,,,
75,1.20E+00,1.32E+01,,,,,,,
76,2.32E+01,6.72E-01,,,,,,,
77,2.26E+00,6.80E+00,,,,,,,
78,8.87E+00,1.69E+00,,,,,,,
79,5.05E+00,2.94E+00,,,,,,,
80,2.12E+00,6.80E+00,,,,,,,
81,4.78E+00,2.97E+00,,,,,,,
82,2.23E+01,6.14E-01,,,,,,,
83,1.18E+01,1.15E+00,,,,,,,
84,2.21E+01,6.14E-01,,,,,,,
85,2.28E+01,5.93E-01,,,,,,,
86,1.96E+01,6.72E-01,,,,,,,
87,2.15E+01,5.93E-01,,,,,,,
88,1.09E+01,1.15E+00,,,,,,,
89,1.11E+00,1.10E+01,,,,,,,
90,5.29E+00,2.29E+00,,,,,,,
91,4.48E+00,2.43E+00,,,,,,,
92,3.65E+00,2.97E+00,,,,,,,
93,4.39E+00,2.43E+00,,,,,,,
94,8.82E+00,1.19E+00,,,,,,,
95,7.06E-01,1.43E+01,,,,,,,
96,1.12E+01,8.90E-01,,,,,,,
97,8.82E+00,1.10E+00,,,,,,,
98,1.12E+01,8.43E-01,,,,,,,
99,1.87E+00,4.89E+00,,,,,,,
100,3.02E+00,2.97E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
