Reference,Height,Width,StripWidth,
1,7.04E+01,1.13E+01,100,
2,7.13E+01,9.71E+00,,
3,2.46E+01,1.94E+01,,
4,2.61E+01,1.31E+01,,
5,1.70E+01,1.95E+01,,
6,1.68E+01,1.95E+01,,
7,2.59E+01,1.21E+01,,
8,3.00E+01,8.95E+00,,
9,3.03E+01,8.39E+00,,
10,4.52E+01,5.47E+00,,
11,5.48E+01,4.35E+00,,
12,6.15E+01,3.66E+00,,
13,1.32E+01,1.54E+01,,
14,1.57E+01,1.26E+01,,
15,8.66E+01,2.16E+00,,
16,2.31E+01,6.83E+00,,
17,2.98E+01,4.35E+00,,
18,6.65E+00,1.95E+01,,
19,6.36E+00,1.94E+01,,
20,5.66E+00,1.95E+01,,
21,6.79E+00,1.62E+01,,
22,8.57E+00,1.26E+01,,
23,5.27E+00,1.94E+01,,
24,2.02E+01,4.89E+00,,
25,4.52E+01,2.02E+00,,
26,7.47E+01,1.21E+00,,
27,4.62E+00,1.97E+01,,
28,2.02E+01,4.39E+00,,
29,2.61E+01,3.02E+00,,
30,2.27E+01,3.32E+00,,
31,3.77E+00,1.94E+01,,
32,4.66E+00,1.54E+01,,
33,8.09E+00,8.39E+00,,
34,6.36E+01,1.05E+00,,
35,2.53E+01,2.60E+00,,
36,3.89E+00,1.54E+01,,
37,4.89E+01,1.14E+00,,
38,2.57E+01,2.11E+00,,
39,1.35E+01,3.95E+00,,
40,2.59E+01,1.92E+00,,
41,1.06E+01,4.35E+00,,
42,3.86E+00,1.17E+01,,
43,3.83E+00,1.17E+01,,
44,5.49E+00,7.74E+00,,
45,1.08E+01,3.89E+00,,
46,1.76E+01,2.38E+00,,
47,1.41E+01,2.75E+00,,
48,6.15E+01,6.18E-01,,
49,1.78E+01,2.12E+00,,
50,2.78E+00,1.35E+01,,
51,1.39E+01,2.63E+00,,
52,7.07E+00,5.16E+00,,
53,4.50E+00,8.10E+00,,
54,3.30E+00,1.07E+01,,
55,7.94E+00,4.42E+00,,
56,2.59E+01,1.31E+00,,
57,2.59E+01,1.29E+00,,
58,4.50E+00,6.92E+00,,
59,2.53E+01,1.21E+00,,
60,1.95E+00,1.57E+01,,
61,3.74E+01,8.12E-01,,
62,1.57E+00,1.94E+01,,
63,1.34E+01,2.26E+00,,
64,4.86E+01,6.16E-01,,
65,5.31E+01,5.44E-01,,
66,4.68E+00,6.13E+00,,
67,8.14E+00,3.32E+00,,
68,2.54E+01,1.05E+00,,
69,1.51E+01,1.75E+00,,
70,2.32E+00,1.07E+01,,
71,9.31E+00,2.65E+00,,
72,1.83E+01,1.34E+00,,
73,1.39E+01,1.76E+00,,
74,1.03E+01,2.38E+00,,
75,2.24E+01,1.08E+00,,
76,3.61E+01,6.67E-01,,
77,1.51E+01,1.57E+00,,
78,1.35E+01,1.75E+00,,
