reference,height,width,stripwidth,
1,5.31E+01,1.94E+01,100,
2,2.87E+01,2.92E+01,,
3,7.13E+01,1.13E+01,,
4,7.13E+01,9.71E+00,,
5,3.38E+01,1.95E+01,,
6,3.06E+01,1.94E+01,,
7,3.28E+01,1.62E+01,,
8,1.00E+02,4.35E+00,,
9,2.32E+01,1.54E+01,,
10,3.84E+01,8.39E+00,,
11,1.63E+01,1.94E+01,,
12,8.66E+01,3.31E+00,,
13,2.32E+01,1.20E+01,,
14,1.33E+01,1.95E+01,,
15,7.13E+01,3.32E+00,,
16,1.00E+02,2.26E+00,,
17,6.15E+01,3.66E+00,,
18,5.49E+00,2.74E+01,,
19,7.53E+00,1.95E+01,,
20,7.07E+00,1.95E+01,,
21,2.82E+01,4.70E+00,,
22,6.15E+01,2.05E+00,,
23,5.23E+00,1.95E+01,,
24,8.66E+01,1.13E+00,,
25,2.87E+01,2.99E+00,,
26,6.02E+01,1.34E+00,,
27,1.39E+01,5.70E+00,,
28,1.35E+01,5.70E+00,,
29,3.42E+00,1.95E+01,,
30,1.34E+01,4.77E+00,,
31,1.11E+01,5.70E+00,,
32,5.80E+01,1.08E+00,,
33,1.03E+01,4.70E+00,,
34,4.26E+01,9.91E-01,,
35,3.84E+01,8.83E-01,,
36,3.84E+01,8.49E-01,,
37,2.95E+01,1.08E+00,,
38,2.15E+01,1.34E+00,,
39,3.84E+01,7.32E-01,,
40,1.83E+01,1.34E+00,,
41,1.66E+01,1.47E+00,,
42,3.84E+01,5.95E-01,,
43,4.26E+01,4.77E-01,,
44,9.10E-01,1.95E+01,,
45,1.34E+01,1.13E+00,,
46,9.45E+00,1.47E+00,,
47,9.38E+00,1.47E+00,,
48,1.25E+01,1.08E+00,,
49,8.60E+00,1.47E+00,,
50,2.87E+01,4.07E-01,,
