reference,height,width,stripwidth,
1,5.94E+01,5.62E+01,100,
2,5.94E+01,3.83E+01,,
3,2.72E+01,3.23E+01,,
4,2.72E+01,2.10E+01,,
5,2.72E+01,8.03E+00,,
6,2.72E+01,6.15E+00,,
7,2.72E+01,5.23E+00,,
8,2.72E+01,4.50E+00,,
9,1.22E+00,9.45E+01,,
10,5.02E+01,1.85E+00,,
11,2.60E+00,3.53E+01,,
12,9.70E-01,9.45E+01,,
13,9.47E-01,9.45E+01,,
14,2.72E+01,2.74E+00,,
15,3.06E+00,2.36E+01,,
16,5.02E+01,1.43E+00,,
17,2.95E+00,2.36E+01,,
18,8.48E+00,8.10E+00,,
19,3.80E+00,1.73E+01,,
20,1.90E+00,3.24E+01,,
21,1.11E+01,5.51E+00,,
22,1.55E+01,3.81E+00,,
23,4.92E+00,1.19E+01,,
24,4.57E+00,1.27E+01,,
25,3.80E+00,1.50E+01,,
26,1.03E+01,5.51E+00,,
27,7.02E+00,8.10E+00,,
28,4.57E+00,1.14E+01,,
29,7.68E+00,5.96E+00,,
30,6.78E+00,6.62E+00,,
31,1.66E+00,2.68E+01,,
32,7.68E+00,5.80E+00,,
33,5.89E+00,7.26E+00,,
34,3.18E+00,1.32E+01,,
35,1.48E+01,2.79E+00,,
36,1.48E+01,2.72E+00,,
37,7.29E+00,5.51E+00,,
38,1.47E+00,2.68E+01,,
39,1.66E+00,2.36E+01,,
40,5.02E+01,7.68E-01,,
41,5.02E+01,7.52E-01,,
42,4.57E+00,8.24E+00,,
43,5.89E+00,6.35E+00,,
44,2.72E+01,1.33E+00,,
45,6.78E+00,5.29E+00,,
46,2.70E+00,1.32E+01,,
47,5.02E+01,7.10E-01,,
48,2.72E+01,1.29E+00,,
49,6.24E+00,5.51E+00,,
50,1.26E+00,2.68E+01,,
