Reference,Height,Width,Stripwidth,,,,,,
1,1.00E+02,1.35E+01,100,,,,,,
2,6.93E+01,1.62E+01,,,,,,,
3,1.00E+02,1.01E+01,,,,,,,
4,1.00E+02,9.31E+00,,,,,,,
5,5.39E+01,8.85E+00,,,,,,,
6,5.27E+00,6.08E+01,,,,,,,
7,4.72E+01,6.24E+00,,,,,,,
8,4.72E+01,5.51E+00,,,,,,,
9,4.19E+00,6.08E+01,,,,,,,
10,4.00E+01,5.96E+00,,,,,,,
11,8.20E+00,2.30E+01,,,,,,,
12,1.54E+01,8.85E+00,,,,,,,
13,8.20E+00,1.32E+01,,,,,,,
14,1.81E+01,4.96E+00,,,,,,,
15,2.27E+01,3.95E+00,,,,,,,
16,1.84E+01,4.12E+00,,,,,,,
17,1.00E+01,7.36E+00,,,,,,,
18,2.27E+01,3.20E+00,,,,,,,
19,3.12E+01,2.21E+00,,,,,,,
20,2.97E+00,2.16E+01,,,,,,,
21,2.15E+01,2.95E+00,,,,,,,
22,3.61E+00,1.60E+01,,,,,,,
23,3.49E+01,1.52E+00,,,,,,,
24,2.27E+01,2.31E+00,,,,,,,
25,2.27E+01,2.29E+00,,,,,,,
26,4.67E+00,1.09E+01,,,,,,,
27,1.21E+01,4.12E+00,,,,,,,
28,4.35E+01,1.12E+00,,,,,,,
29,1.81E+01,2.62E+00,,,,,,,
30,6.20E+00,7.36E+00,,,,,,,
31,2.88E+00,1.58E+01,,,,,,,
32,4.49E+01,1.01E+00,,,,,,,
33,5.64E+00,8.02E+00,,,,,,,
34,1.21E+01,3.73E+00,,,,,,,
35,3.30E+01,1.31E+00,,,,,,,
36,4.71E+00,9.08E+00,,,,,,,
37,6.50E+00,6.46E+00,,,,,,,
38,5.04E+00,8.29E+00,,,,,,,
39,8.20E+00,5.09E+00,,,,,,,
40,3.07E+00,1.35E+01,,,,,,,
41,1.08E+01,3.74E+00,,,,,,,
42,3.24E+00,1.22E+01,,,,,,,
43,1.99E+01,1.96E+00,,,,,,,
44,1.21E+01,3.14E+00,,,,,,,
45,5.01E+01,7.55E-01,,,,,,,
46,8.20E+00,4.49E+00,,,,,,,
47,1.69E+00,2.16E+01,,,,,,,
48,2.59E+01,1.39E+00,,,,,,,
49,8.20E+00,4.36E+00,,,,,,,
50,2.15E+01,1.66E+00,,,,,,,
51,1.69E+01,2.12E+00,,,,,,,
52,2.15E+01,1.64E+00,,,,,,,
53,3.36E+01,1.01E+00,,,,,,,
54,3.12E+01,1.09E+00,,,,,,,
55,1.69E+01,2.01E+00,,,,,,,
56,8.57E+00,3.91E+00,,,,,,,
57,5.52E+00,5.96E+00,,,,,,,
58,5.50E+00,5.94E+00,,,,,,,
59,5.33E+00,5.94E+00,,,,,,,
60,8.20E+00,3.86E+00,,,,,,,
61,3.62E+00,8.58E+00,,,,,,,
62,2.71E+01,1.12E+00,,,,,,,
63,5.01E+01,6.06E-01,,,,,,,
64,5.14E+01,5.86E-01,,,,,,,
65,3.27E+00,9.14E+00,,,,,,,
66,5.01E+01,5.95E-01,,,,,,,
67,2.64E+01,1.12E+00,,,,,,,
68,1.05E+00,2.83E+01,,,,,,,
69,2.05E+00,1.44E+01,,,,,,,
70,3.23E+00,9.14E+00,,,,,,,
71,6.74E+00,4.34E+00,,,,,,,
72,3.53E+00,8.29E+00,,,,,,,
73,9.25E-01,3.14E+01,,,,,,,
74,2.05E+00,1.39E+01,,,,,,,
75,8.20E+00,3.48E+00,,,,,,,
76,9.06E-01,3.14E+01,,,,,,,
77,3.87E+00,7.36E+00,,,,,,,
78,1.76E+01,1.61E+00,,,,,,,
79,1.73E+01,1.61E+00,,,,,,,
80,1.24E+01,2.25E+00,,,,,,,
81,5.14E+01,5.35E-01,,,,,,,
82,1.96E+01,1.39E+00,,,,,,,
83,1.08E+01,2.52E+00,,,,,,,
84,3.68E+00,7.36E+00,,,,,,,
85,1.81E+01,1.49E+00,,,,,,,
86,8.20E+00,3.29E+00,,,,,,,
87,9.51E-01,2.83E+01,,,,,,,
88,1.21E+01,2.21E+00,,,,,,,
89,3.62E+00,7.25E+00,,,,,,,
90,3.12E+01,8.30E-01,,,,,,,
91,3.07E+00,8.09E+00,,,,,,,
92,6.74E+00,3.67E+00,,,,,,,
93,1.65E+00,1.48E+01,,,,,,,
94,3.61E+00,6.77E+00,,,,,,,
95,1.86E+01,1.31E+00,,,,,,,
96,1.65E+00,1.46E+01,,,,,,,
97,1.84E+01,1.31E+00,,,,,,,
98,3.07E+00,7.83E+00,,,,,,,
99,1.24E+01,1.94E+00,,,,,,,
100,3.61E+00,6.57E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
