Reference,Height,Width,StripWidth,
1,1.43E+01,7.11E+01,100,
2,8.11E+00,7.37E+01,,
3,2.22E+01,2.33E+01,,
4,1.95E+01,2.62E+01,,
5,4.62E+01,9.05E+00,,
6,2.22E+01,1.86E+01,,
7,1.46E+01,2.23E+01,,
8,4.02E+00,7.37E+01,,
9,1.46E+01,1.95E+01,,
10,1.53E+01,1.75E+01,,
11,5.58E+00,3.75E+01,,
12,2.53E+00,7.53E+01,,
13,1.00E+01,1.85E+01,,
14,1.24E+01,1.40E+01,,
15,2.21E+01,5.54E+00,,
16,4.45E+00,2.62E+01,,
17,1.40E+01,7.16E+00,,
18,6.65E+00,1.50E+01,,
19,1.37E+01,7.16E+00,,
20,2.22E+01,4.39E+00,,
21,6.27E+00,1.43E+01,,
22,3.49E+00,2.47E+01,,
23,2.67E+00,2.69E+01,,
24,1.28E+01,5.54E+00,,
25,7.99E+00,8.82E+00,,
26,1.31E+00,4.84E+01,,
27,2.08E+00,3.05E+01,,
28,1.13E+01,5.54E+00,,
29,4.01E+00,1.42E+01,,
30,3.06E+00,1.85E+01,,
31,2.91E+00,1.89E+01,,
32,3.67E+00,1.50E+01,,
33,1.01E+01,5.40E+00,,
34,7.90E+00,6.90E+00,,
35,1.82E+01,2.98E+00,,
36,3.61E+00,1.50E+01,,
37,2.83E+01,1.89E+00,,
38,5.12E+00,1.02E+01,,
39,1.54E+01,3.31E+00,,
40,3.33E+00,1.50E+01,,
41,1.04E+01,4.77E+00,,
42,7.99E+00,6.19E+00,,
43,3.00E+00,1.60E+01,,
44,3.57E+00,1.25E+01,,
45,1.73E+01,2.48E+00,,
46,2.75E+00,1.42E+01,,
47,1.32E+00,2.78E+01,,
48,4.35E+00,8.36E+00,,
49,1.28E+00,2.78E+01,,
50,4.26E+00,8.36E+00,,
51,1.23E+00,2.62E+01,,
52,1.26E+00,2.34E+01,,
53,1.58E+00,1.85E+01,,
54,1.85E+00,1.54E+01,,
55,1.14E+00,2.47E+01,,
56,4.15E+00,6.48E+00,,
57,1.01E+01,2.58E+00,,
58,1.69E+00,1.50E+01,,
59,3.65E+00,6.90E+00,,
60,1.53E+00,1.60E+01,,
61,5.67E+00,4.19E+00,,
62,4.30E+00,5.44E+00,,
63,1.63E+00,1.43E+01,,
64,9.06E+00,2.54E+00,,
65,1.54E+01,1.49E+00,,
66,1.52E+00,1.50E+01,,
67,3.13E+00,6.90E+00,,
68,8.26E+00,2.54E+00,,
69,1.06E+01,1.94E+00,,
70,8.98E+00,2.27E+00,,
71,4.82E+00,4.19E+00,,
72,2.86E+00,6.90E+00,,
73,1.88E+00,1.04E+01,,
74,8.50E+00,2.27E+00,,
75,6.76E+00,2.85E+00,,
76,7.75E-01,2.47E+01,,
77,1.36E+00,1.40E+01,,
78,8.32E-01,2.28E+01,,
79,9.58E-01,1.96E+01,,
80,5.34E+00,3.52E+00,,
81,1.21E+01,1.55E+00,,
82,4.58E+00,4.03E+00,,
83,1.92E+00,9.56E+00,,
84,1.11E+00,1.63E+01,,
85,1.63E+01,1.09E+00,,
86,9.02E-01,1.95E+01,,
87,6.27E+00,2.79E+00,,
88,7.68E-01,2.28E+01,,
89,3.55E+00,4.90E+00,,
90,2.91E+00,5.83E+00,,
91,5.86E+00,2.90E+00,,
92,1.25E+00,1.36E+01,,
93,1.36E+00,1.25E+01,,
94,1.89E+00,8.93E+00,,
95,3.87E+00,4.33E+00,,
96,1.92E+00,8.65E+00,,
97,1.17E+01,1.40E+00,,
98,1.55E+00,1.04E+01,,
99,7.09E-01,2.28E+01,,
100,1.05E+01,1.53E+00,,
101,3.81E+00,4.19E+00,,
102,5.34E+00,2.98E+00,,
103,3.00E+00,5.31E+00,,
104,2.91E+00,5.45E+00,,
105,1.39E+00,1.14E+01,,
106,3.16E+01,4.99E-01,,
107,2.34E+00,6.68E+00,,
108,1.36E+00,1.15E+01,,
109,4.42E-01,3.52E+01,,
110,3.16E+01,4.86E-01,,
111,6.76E+00,2.25E+00,,
112,1.05E+01,1.45E+00,,
113,5.86E+00,2.58E+00,,
114,9.68E-01,1.56E+01,,
115,2.91E+00,5.17E+00,,
116,7.09E-01,2.12E+01,,
117,1.23E+00,1.22E+01,,
118,7.02E-01,2.11E+01,,
119,1.53E+00,9.66E+00,,
120,2.25E+00,6.48E+00,,
121,6.88E-01,2.11E+01,,
122,1.60E+00,9.02E+00,,
123,1.06E+00,1.36E+01,,
124,8.60E-01,1.67E+01,,
125,1.60E+00,8.88E+00,,
126,5.69E+00,2.49E+00,,
127,1.36E+00,1.04E+01,,
128,9.02E-01,1.57E+01,,
129,9.43E-01,1.50E+01,,
130,2.84E+00,4.92E+00,,
131,2.03E+00,6.90E+00,,
132,4.58E-01,3.05E+01,,
133,2.91E+00,4.79E+00,,
