Reference,Height,Width,StripWidth,,,,,,
1,3.29E+01,1.68E+01,100,,,,,,
2,8.47E+01,6.29E+00,,,,,,,
3,5.37E+01,8.92E+00,,,,,,,
4,4.80E+01,8.63E+00,,,,,,,
5,3.51E+01,1.08E+01,,,,,,,
6,1.60E+01,2.01E+01,,,,,,,
7,5.91E+01,5.15E+00,,,,,,,
8,4.80E+01,6.31E+00,,,,,,,
9,4.80E+01,6.24E+00,,,,,,,
10,4.25E+01,6.34E+00,,,,,,,
11,1.90E+01,1.38E+01,,,,,,,
12,2.60E+01,8.25E+00,,,,,,,
13,8.47E+01,2.38E+00,,,,,,,
14,4.57E+01,3.67E+00,,,,,,,
15,5.37E+01,3.02E+00,,,,,,,
16,5.37E+01,2.97E+00,,,,,,,
17,8.14E+00,1.75E+01,,,,,,,
18,4.57E+01,2.89E+00,,,,,,,
19,8.18E+01,1.59E+00,,,,,,,
20,3.51E+01,3.68E+00,,,,,,,
21,8.96E+00,1.37E+01,,,,,,,
22,8.79E+00,1.38E+01,,,,,,,
23,5.91E+01,2.02E+00,,,,,,,
24,4.54E+01,2.55E+00,,,,,,,
25,8.24E+00,1.38E+01,,,,,,,
26,6.29E+01,1.78E+00,,,,,,,
27,8.47E+01,1.31E+00,,,,,,,
28,3.51E+01,3.05E+00,,,,,,,
29,8.47E+01,1.18E+00,,,,,,,
30,5.66E+00,1.75E+01,,,,,,,
31,8.47E+01,1.12E+00,,,,,,,
32,2.12E+01,4.18E+00,,,,,,,
33,6.29E+01,1.41E+00,,,,,,,
34,9.98E+00,8.25E+00,,,,,,,
35,2.51E+01,3.14E+00,,,,,,,
36,1.54E+01,4.86E+00,,,,,,,
37,2.73E+01,2.59E+00,,,,,,,
38,1.11E+01,6.34E+00,,,,,,,
39,4.93E+01,1.43E+00,,,,,,,
40,4.54E+01,1.45E+00,,,,,,,
41,6.62E+01,9.75E-01,,,,,,,
42,4.27E+00,1.40E+01,,,,,,,
43,1.17E+01,5.03E+00,,,,,,,
44,6.38E+00,8.43E+00,,,,,,,
45,3.54E+01,1.43E+00,,,,,,,
46,4.51E+01,1.04E+00,,,,,,,
47,5.75E+01,8.16E-01,,,,,,,
48,9.30E+00,5.03E+00,,,,,,,
49,1.81E+01,2.55E+00,,,,,,,
50,3.28E+01,1.28E+00,,,,,,,
51,2.25E+00,1.83E+01,,,,,,,
