Reference,Height,Width,StripWidth,
1,2.26E+01,2.86E+01,100,
2,1.54E+01,4.07E+01,,
3,1.60E+01,2.98E+01,,
4,5.77E+01,6.65E+00,,
5,3.52E+01,1.04E+01,,
6,5.31E+01,6.83E+00,,
7,8.37E+00,3.67E+01,,
8,2.27E+01,1.18E+01,,
9,6.94E+00,3.67E+01,,
10,2.10E+01,1.12E+01,,
11,2.11E+01,8.79E+00,,
12,1.80E+01,1.00E+01,,
13,2.45E+01,7.02E+00,,
14,5.77E+01,2.98E+00,,
15,1.01E+01,1.67E+01,,
16,6.26E+01,2.67E+00,,
17,1.01E+01,1.39E+01,,
18,1.12E+01,1.17E+01,,
19,1.17E+01,1.09E+01,,
20,8.07E+00,1.52E+01,,
21,7.98E+00,1.48E+01,,
22,1.41E+01,8.21E+00,,
23,1.29E+01,8.62E+00,,
24,2.61E+00,4.07E+01,,
25,2.09E+01,4.91E+00,,
26,8.90E+00,1.12E+01,,
27,2.79E+01,3.30E+00,,
28,2.37E+00,3.86E+01,,
29,2.64E+01,3.30E+00,,
30,1.02E+01,8.48E+00,,
31,2.72E+01,3.13E+00,,
32,1.17E+01,7.02E+00,,
33,1.88E+01,4.22E+00,,
34,7.33E+00,9.90E+00,,
35,1.17E+01,5.81E+00,,
36,1.83E+00,3.67E+01,,
37,2.05E+01,3.18E+00,,
38,2.52E+01,2.57E+00,,
39,9.46E+00,6.83E+00,,
40,1.29E+01,4.77E+00,,
41,4.52E+01,1.21E+00,,
42,4.23E+01,1.26E+00,,
43,2.26E+00,2.30E+01,,
44,2.97E+00,1.75E+01,,
45,2.38E+00,2.11E+01,,
46,1.04E+01,4.84E+00,,
47,4.84E+00,9.77E+00,,
48,1.21E+01,3.80E+00,,
49,4.58E+00,1.00E+01,,
50,1.16E+00,3.86E+01,,
51,6.26E+01,7.13E-01,,
52,1.72E+01,2.57E+00,,
53,1.42E+00,3.11E+01,,
54,5.77E+01,6.60E-01,,
55,6.82E+00,5.43E+00,,
56,1.47E+01,2.51E+00,,
57,2.27E+01,1.60E+00,,
58,2.05E+01,1.76E+00,,
59,1.61E+01,2.23E+00,,
60,2.19E+00,1.53E+01,,
61,6.70E+00,5.01E+00,,
62,6.81E+00,4.90E+00,,
63,2.27E+01,1.42E+00,,
64,1.51E+00,2.11E+01,,
65,8.32E+00,3.80E+00,,
66,1.17E+01,2.69E+00,,
67,4.78E+01,6.55E-01,,
68,2.26E+00,1.37E+01,,
69,2.19E+00,1.41E+01,,
70,7.31E-01,4.07E+01,,
71,1.15E+01,2.46E+00,,
72,2.30E+01,1.22E+00,,
73,2.09E+01,1.34E+00,,
74,2.05E+01,1.32E+00,,
75,1.21E+01,2.19E+00,,
76,4.84E+00,5.42E+00,,
77,6.36E-01,4.07E+01,,
78,1.42E+01,1.79E+00,,
79,7.69E+00,3.18E+00,,
80,2.76E+00,8.48E+00,,
81,1.04E+01,2.22E+00,,
82,1.17E+01,1.98E+00,,
83,2.30E+01,9.98E-01,,
84,1.74E+01,1.21E+00,,
85,2.93E+00,7.05E+00,,
86,9.14E+00,2.21E+00,,
87,6.81E+00,2.91E+00,,
88,6.32E-01,3.11E+01,,
89,4.80E-01,4.07E+01,,
90,4.66E+00,4.07E+00,,
91,4.66E-01,4.07E+01,,
92,4.65E-01,4.07E+01,,
93,7.33E+00,2.46E+00,,
94,4.64E+00,3.80E+00,,
95,1.77E+00,9.90E+00,,
96,1.68E+01,9.83E-01,,
97,6.49E-01,2.50E+01,,
98,2.72E+01,5.95E-01,,
99,9.17E-01,1.75E+01,,
100,1.04E+01,1.51E+00,,
101,2.72E+01,5.77E-01,,
102,4.51E+00,3.30E+00,,
103,4.42E-01,3.11E+01,,
104,1.47E+01,9.33E-01,,
105,1.04E+01,1.32E+00,,
106,6.70E+00,2.02E+00,,
107,2.30E+01,5.85E-01,,
108,1.94E+00,6.68E+00,,
109,3.41E+00,3.72E+00,,
110,1.76E+00,7.05E+00,,
111,3.75E+00,3.30E+00,,
112,5.03E-01,2.44E+01,,
113,2.04E+00,5.92E+00,,
114,4.71E+00,2.51E+00,,
115,2.05E+01,5.73E-01,,
116,1.24E+01,9.33E-01,,
117,1.53E+00,7.50E+00,,
118,1.88E+01,6.06E-01,,
119,3.77E-01,2.98E+01,,
120,1.95E+01,5.66E-01,,
121,3.30E+00,3.33E+00,,
122,1.95E+01,5.64E-01,,
123,2.27E+01,4.81E-01,,
124,1.22E+01,8.91E-01,,
125,3.60E-01,2.98E+01,,
126,1.88E+01,5.69E-01,,
127,1.03E+01,1.03E+00,,
128,1.40E+00,7.50E+00,,
129,4.59E+00,2.28E+00,,
130,3.45E+00,2.98E+00,,
131,6.32E-01,1.62E+01,,
132,1.04E+01,9.83E-01,,
133,1.17E+01,8.72E-01,,
134,2.72E+00,3.72E+00,,
135,3.36E+00,2.98E+00,,
136,2.65E+00,3.72E+00,,
137,1.78E+01,5.46E-01,,
138,6.88E+00,1.40E+00,,
139,1.47E+01,6.55E-01,,
140,5.70E-01,1.67E+01,,
141,1.97E+01,4.81E-01,,
142,2.05E+01,4.61E-01,,
143,5.26E+00,1.79E+00,,
144,3.01E+00,3.12E+00,,
145,2.72E+01,3.43E-01,,
146,4.22E-01,2.20E+01,,
147,5.52E-01,1.67E+01,,
148,2.44E+00,3.72E+00,,
149,2.35E+00,3.80E+00,,
150,6.81E+00,1.31E+00,,
151,6.81E+00,1.30E+00,,
152,6.49E-01,1.36E+01,,
153,3.58E+00,2.46E+00,,
154,7.82E-01,1.12E+01,,
155,1.94E+00,4.51E+00,,
156,1.88E+01,4.63E-01,,
157,1.47E+00,5.92E+00,,
158,4.39E+00,1.97E+00,,
159,3.94E+00,2.19E+00,,
160,2.30E+01,3.73E-01,,
161,3.30E+00,2.59E+00,,
162,3.27E-01,2.59E+01,,
163,5.14E-01,1.65E+01,,
164,6.03E+00,1.40E+00,,
165,3.77E+00,2.21E+00,,
166,1.61E+01,5.19E-01,,
167,3.36E-01,2.45E+01,,
168,5.03E-01,1.63E+01,,
169,1.12E+01,7.26E-01,,
170,2.34E+00,3.46E+00,,
171,1.41E+01,5.71E-01,,
172,4.39E+00,1.82E+00,,
173,1.41E+00,5.67E+00,,
174,1.07E+00,7.41E+00,,
175,1.61E+01,4.92E-01,,
176,4.22E-01,1.87E+01,,
177,1.41E+00,5.57E+00,,
178,2.26E+00,3.46E+00,,
179,1.25E+00,6.25E+00,,
180,3.39E+00,2.28E+00,,
181,2.21E+00,3.46E+00,,
182,2.12E+00,3.59E+00,,
183,5.92E-01,1.28E+01,,
184,5.14E-01,1.47E+01,,
185,3.24E+00,2.28E+00,,
186,1.88E+01,3.92E-01,,
187,2.12E+00,3.46E+00,,
188,3.01E+00,2.43E+00,,
189,2.97E-01,2.45E+01,,
190,2.93E+00,2.40E+00,,
191,1.07E+00,6.53E+00,,
192,4.06E+00,1.72E+00,,
193,1.10E+00,6.25E+00,,
194,7.74E+00,8.91E-01,,
195,2.65E-01,2.59E+01,,
196,4.06E+00,1.67E+00,,
197,1.23E+01,5.46E-01,,
198,1.22E+01,5.46E-01,,
199,1.17E+01,5.67E-01,,
200,7.26E+00,8.91E-01,,
