reference,height,width,stripwidth,,,,,,
1,5.29E+01,2.31E+01,100,,,,,,
2,2.92E+01,3.14E+01,,,,,,,
3,4.12E+01,2.23E+01,,,,,,,
4,1.99E+01,3.29E+01,,,,,,,
5,1.99E+01,3.29E+01,,,,,,,
6,2.92E+01,2.07E+01,,,,,,,
7,2.57E+01,1.94E+01,,,,,,,
8,5.88E+01,5.68E+00,,,,,,,
9,9.47E+00,3.29E+01,,,,,,,
10,5.37E+00,5.69E+01,,,,,,,
11,3.38E+01,8.56E+00,,,,,,,
12,1.46E+01,1.94E+01,,,,,,,
13,7.35E+00,3.29E+01,,,,,,,
14,5.88E+01,3.97E+00,,,,,,,
15,4.12E+01,4.84E+00,,,,,,,
16,8.33E+01,2.28E+00,,,,,,,
17,9.51E+00,1.94E+01,,,,,,,
18,4.84E+01,3.38E+00,,,,,,,
19,8.36E+01,1.82E+00,,,,,,,
20,1.06E+01,1.40E+01,,,,,,,
21,2.92E+01,4.73E+00,,,,,,,
22,5.92E+00,2.31E+01,,,,,,,
23,2.51E+00,4.64E+01,,,,,,,
24,1.00E+02,1.11E+00,,,,,,,
25,5.88E+01,1.52E+00,,,,,,,
26,5.88E+01,1.47E+00,,,,,,,
27,1.74E+00,4.64E+01,,,,,,,
28,3.72E+00,1.94E+01,,,,,,,
29,1.06E+01,5.45E+00,,,,,,,
30,1.64E+01,3.18E+00,,,,,,,
31,5.88E+01,8.64E-01,,,,,,,
32,4.25E+00,1.05E+01,,,,,,,
33,4.90E+01,7.74E-01,,,,,,,
34,4.21E+00,8.56E+00,,,,,,,
35,4.12E+01,8.66E-01,,,,,,,
36,3.72E+00,9.52E+00,,,,,,,
37,2.52E+01,1.19E+00,,,,,,,
38,4.90E+01,5.80E-01,,,,,,,
39,3.20E+00,8.56E+00,,,,,,,
40,3.46E+01,6.95E-01,,,,,,,
41,3.46E+01,6.59E-01,,,,,,,
42,7.90E-01,2.86E+01,,,,,,,
43,7.90E-01,2.83E+01,,,,,,,
44,1.86E+01,1.19E+00,,,,,,,
45,1.19E+01,1.83E+00,,,,,,,
46,1.66E+01,1.19E+00,,,,,,,
47,8.68E+00,2.28E+00,,,,,,,
48,1.19E+01,1.55E+00,,,,,,,
49,7.99E+00,2.28E+00,,,,,,,
50,3.72E+00,3.95E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
