Reference,Height,Width,Stripwidth,
1,2.70E+01,5.19E+01,100,
2,2.82E+01,2.43E+01,,
3,2.00E+01,3.23E+01,,
4,2.70E+01,2.25E+01,,
5,1.81E+01,3.23E+01,,
6,1.28E+01,3.97E+01,,
7,2.44E+01,1.70E+01,,
8,1.44E+01,2.71E+01,,
9,4.24E+00,7.44E+01,,
10,2.57E+01,1.20E+01,,
11,5.81E+00,4.31E+01,,
12,1.24E+01,1.62E+01,,
13,6.18E+00,2.71E+01,,
14,5.52E+00,2.69E+01,,
15,6.53E+00,2.19E+01,,
16,6.53E+00,2.12E+01,,
17,2.33E+01,5.80E+00,,
18,1.60E+01,8.33E+00,,
19,3.85E+00,2.71E+01,,
20,2.57E+01,3.68E+00,,
21,1.66E+00,5.62E+01,,
22,2.93E+00,2.83E+01,,
23,2.30E+00,2.69E+01,,
24,2.17E+00,2.69E+01,,
25,8.98E+00,5.80E+00,,
26,9.20E-01,5.62E+01,,
27,1.47E+01,3.38E+00,,
28,9.85E+00,5.03E+00,,
29,2.67E+01,1.84E+00,,
30,1.08E+01,4.28E+00,,
31,2.57E+01,1.79E+00,,
32,8.80E+00,5.09E+00,,
33,2.67E+01,1.67E+00,,
34,1.66E+01,2.67E+00,,
35,7.58E+00,5.80E+00,,
36,1.28E+01,3.38E+00,,
37,2.93E+00,1.48E+01,,
38,4.05E+01,1.06E+00,,
39,2.67E+01,1.57E+00,,
40,2.67E+01,1.57E+00,,
41,1.92E+01,2.08E+00,,
42,1.66E+01,2.35E+00,,
43,2.86E+01,1.36E+00,,
44,1.60E+01,2.42E+00,,
45,3.26E+01,1.16E+00,,
46,2.57E+01,1.45E+00,,
47,4.93E+01,7.55E-01,,
48,3.00E+01,1.20E+00,,
49,4.05E+01,8.77E-01,,
50,1.40E+01,2.53E+00,,
51,1.40E+01,2.50E+00,,
52,5.51E+00,6.10E+00,,
53,1.06E+01,3.09E+00,,
54,1.60E+01,2.02E+00,,
55,1.01E+01,3.09E+00,,
56,4.93E+01,6.24E-01,,
57,1.22E+00,2.46E+01,,
58,1.66E+01,1.76E+00,,
59,5.48E+00,5.34E+00,,
60,5.48E+00,5.21E+00,,
61,1.66E+01,1.63E+00,,
62,2.52E+01,1.07E+00,,
63,2.82E+01,9.53E-01,,
64,3.00E+01,8.78E-01,,
65,3.94E+00,6.65E+00,,
66,1.51E+01,1.73E+00,,
67,3.91E+00,6.65E+00,,
68,2.41E+01,1.07E+00,,
69,3.26E+01,7.85E-01,,
70,1.05E+01,2.41E+00,,
71,1.27E+00,1.97E+01,,
72,2.57E+01,9.71E-01,,
73,4.47E+00,5.56E+00,,
74,8.80E+00,2.79E+00,,
75,2.82E+01,8.56E-01,,
76,1.47E+01,1.64E+00,,
77,1.47E+01,1.63E+00,,
78,3.26E+01,7.35E-01,,
79,1.22E+00,1.95E+01,,
80,1.05E+01,2.25E+00,,
81,8.80E+00,2.66E+00,,
82,3.26E+01,7.17E-01,,
83,1.18E+00,1.97E+01,,
84,1.35E+01,1.73E+00,,
85,5.60E+00,4.12E+00,,
86,8.41E-01,2.69E+01,,
87,4.47E+00,4.99E+00,,
88,5.60E+00,3.78E+00,,
89,1.53E+00,1.35E+01,,
90,2.88E+01,7.13E-01,,
91,1.53E+00,1.33E+01,,
92,1.60E+01,1.17E+00,,
93,1.60E+01,1.04E+00,,
94,1.08E+01,1.52E+00,,
95,2.45E+00,6.66E+00,,
96,2.65E+01,6.13E-01,,
97,2.20E+01,7.13E-01,,
98,1.05E+01,1.44E+00,,
99,2.43E+01,6.13E-01,,
100,2.45E+00,5.89E+00,,
