Reference,Height,Width,Stripwidth,,,,,,
1,7.62E+01,1.27E+01,100,,,,,,
2,7.48E+01,1.13E+01,,,,,,,
3,2.69E+01,2.43E+01,,,,,,,
4,4.74E+01,9.28E+00,,,,,,,
5,2.44E+01,1.75E+01,,,,,,,
6,4.02E+01,1.01E+01,,,,,,,
7,7.62E+01,4.92E+00,,,,,,,
8,3.12E+01,1.10E+01,,,,,,,
9,1.96E+01,1.75E+01,,,,,,,
10,3.78E+01,8.93E+00,,,,,,,
11,8.80E+00,3.62E+01,,,,,,,
12,2.38E+01,1.26E+01,,,,,,,
13,1.71E+01,1.36E+01,,,,,,,
14,3.78E+01,6.05E+00,,,,,,,
15,2.03E+01,1.02E+01,,,,,,,
16,1.61E+01,1.23E+01,,,,,,,
17,1.45E+01,1.36E+01,,,,,,,
18,2.69E+01,6.60E+00,,,,,,,
19,1.29E+01,1.10E+01,,,,,,,
20,1.01E+01,1.36E+01,,,,,,,
21,2.03E+01,6.55E+00,,,,,,,
22,8.12E+01,1.52E+00,,,,,,,
23,2.38E+01,5.08E+00,,,,,,,
24,7.14E+00,1.50E+01,,,,,,,
25,1.24E+01,7.31E+00,,,,,,,
26,7.19E+01,1.23E+00,,,,,,,
27,7.25E+00,1.13E+01,,,,,,,
28,7.28E+01,1.09E+00,,,,,,,
29,5.77E+01,1.18E+00,,,,,,,
30,1.79E+01,3.45E+00,,,,,,,
31,2.69E+01,2.17E+00,,,,,,,
32,1.79E+01,3.25E+00,,,,,,,
33,5.41E+01,1.02E+00,,,,,,,
34,2.42E+01,2.27E+00,,,,,,,
35,2.28E+01,2.35E+00,,,,,,,
36,1.12E+01,4.80E+00,,,,,,,
37,4.20E+00,1.23E+01,,,,,,,
38,4.23E+01,1.18E+00,,,,,,,
39,2.42E+01,2.04E+00,,,,,,,
40,1.14E+01,4.30E+00,,,,,,,
41,4.18E+01,1.15E+00,,,,,,,
42,4.65E+01,9.58E-01,,,,,,,
43,4.40E+01,9.65E-01,,,,,,,
44,3.46E+01,1.15E+00,,,,,,,
45,2.81E+00,1.36E+01,,,,,,,
46,2.54E+00,1.50E+01,,,,,,,
47,3.03E+01,1.15E+00,,,,,,,
48,1.24E+01,2.81E+00,,,,,,,
49,2.24E+00,1.36E+01,,,,,,,
50,4.81E+01,6.27E-01,,,,,,,
51,2.94E+01,1.02E+00,,,,,,,
52,2.72E+01,1.09E+00,,,,,,,
53,9.12E+00,3.14E+00,,,,,,,
54,1.88E+01,1.52E+00,,,,,,,
55,2.20E+01,1.20E+00,,,,,,,
56,3.55E+01,6.84E-01,,,,,,,
57,2.01E+01,1.15E+00,,,,,,,
58,1.79E+01,1.28E+00,,,,,,,
59,1.93E+01,1.18E+00,,,,,,,
60,1.79E+01,1.26E+00,,,,,,,
61,2.52E+01,8.47E-01,,,,,,,
62,1.47E+01,1.40E+00,,,,,,,
63,1.72E+01,1.15E+00,,,,,,,
64,1.87E+01,1.02E+00,,,,,,,
65,2.22E+01,8.47E-01,,,,,,,
66,8.41E+00,2.20E+00,,,,,,,
67,2.48E+01,7.38E-01,,,,,,,
68,2.35E+01,7.77E-01,,,,,,,
69,1.33E+00,1.36E+01,,,,,,,
70,2.78E+01,6.50E-01,,,,,,,
71,2.69E+01,6.66E-01,,,,,,,
72,8.41E+00,2.11E+00,,,,,,,
73,2.33E+01,7.38E-01,,,,,,,
74,1.65E+01,1.02E+00,,,,,,,
75,2.01E+00,7.83E+00,,,,,,,
76,9.12E+00,1.66E+00,,,,,,,
77,6.32E+00,2.35E+00,,,,,,,
78,2.01E+00,7.15E+00,,,,,,,
79,1.47E+01,9.58E-01,,,,,,,
80,2.78E+01,5.02E-01,,,,,,,
81,1.08E+01,1.27E+00,,,,,,,
82,2.20E+01,6.19E-01,,,,,,,
83,1.79E+01,7.61E-01,,,,,,,
84,2.71E+01,5.03E-01,,,,,,,
85,1.79E+01,7.56E-01,,,,,,,
86,9.79E+00,1.34E+00,,,,,,,
87,1.68E+01,7.77E-01,,,,,,,
88,8.67E-01,1.50E+01,,,,,,,
89,1.59E+00,8.03E+00,,,,,,,
90,1.80E+01,6.84E-01,,,,,,,
91,8.95E+00,1.34E+00,,,,,,,
92,2.20E+01,5.39E-01,,,,,,,
93,9.77E+00,1.20E+00,,,,,,,
94,1.08E+01,1.08E+00,,,,,,,
95,9.51E+00,1.20E+00,,,,,,,
96,1.59E+00,6.96E+00,,,,,,,
97,4.59E+00,2.35E+00,,,,,,,
98,1.32E+01,7.77E-01,,,,,,,
99,1.79E+01,5.50E-01,,,,,,,
100,1.95E+01,5.03E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
