Reference,Height,Width,StripWidth,
1,4.38E+01,2.24E+01,100,
2,4.97E+01,1.88E+01,,
3,8.90E+00,6.67E+01,,
4,3.60E+01,1.19E+01,,
5,4.50E+00,6.67E+01,,
6,2.05E+01,1.45E+01,,
7,2.11E+01,1.29E+01,,
8,2.78E+01,7.77E+00,,
9,1.76E+01,1.19E+01,,
10,1.21E+01,1.45E+01,,
11,4.38E+01,3.94E+00,,
12,5.69E+00,2.91E+01,,
13,2.47E+00,6.67E+01,,
14,5.78E+00,2.81E+01,,
15,2.78E+01,5.76E+00,,
16,2.11E+01,7.50E+00,,
17,3.71E+00,3.76E+01,,
18,2.37E+01,5.17E+00,,
19,3.38E+00,3.54E+01,,
20,1.79E+00,5.92E+01,,
21,2.10E+00,4.78E+01,,
22,5.36E+01,1.77E+00,,
23,1.31E+00,7.09E+01,,
24,3.38E+00,2.72E+01,,
25,1.65E+00,5.54E+01,,
26,1.64E+01,5.16E+00,,
27,1.36E+01,5.96E+00,,
28,5.80E+01,1.23E+00,,
29,5.47E+01,1.15E+00,,
30,3.59E+01,1.75E+00,,
31,1.00E+00,5.92E+01,,
32,5.36E+01,1.07E+00,,
33,1.10E+00,4.90E+01,,
34,1.15E+00,4.35E+01,,
35,2.66E+01,1.79E+00,,
36,2.78E+01,1.62E+00,,
37,5.36E+01,8.08E-01,,
38,6.76E-01,6.25E+01,,
39,5.36E+01,7.71E-01,,
40,1.40E+00,2.84E+01,,
41,6.28E-01,6.25E+01,,
42,1.80E+01,2.16E+00,,
43,1.62E+01,2.39E+00,,
44,2.22E+01,1.74E+00,,
45,5.36E+01,7.09E-01,,
46,2.98E+01,1.26E+00,,
47,6.34E-01,5.92E+01,,
48,9.89E-01,3.77E+01,,
49,6.25E-01,5.94E+01,,
50,2.84E+01,1.23E+00,,
51,5.69E+00,6.05E+00,,
52,3.14E+01,1.08E+00,,
53,5.50E+00,5.96E+00,,
54,1.34E+01,2.22E+00,,
55,3.84E+01,7.08E-01,,
56,7.20E-01,3.77E+01,,
57,2.67E+01,9.75E-01,,
58,9.98E-01,2.57E+01,,
59,4.94E+00,5.16E+00,,
60,3.77E+00,6.59E+00,,
61,9.89E-01,2.48E+01,,
62,8.32E+00,2.94E+00,,
63,1.05E+00,2.29E+01,,
64,2.11E+00,1.14E+01,,
65,2.08E+00,1.14E+01,,
66,9.98E-01,2.37E+01,,
67,1.25E+00,1.89E+01,,
68,1.05E+00,2.21E+01,,
69,1.14E+00,1.89E+01,,
70,4.11E+00,5.17E+00,,
71,6.26E-01,3.38E+01,,
72,3.07E+01,6.79E-01,,
73,4.01E+00,5.16E+00,,
74,5.25E+00,3.92E+00,,
75,5.94E-01,3.43E+01,,
76,2.22E+01,9.01E-01,,
77,5.08E+00,3.92E+00,,
78,1.80E+01,1.10E+00,,
79,1.05E+00,1.88E+01,,
80,3.71E+00,5.30E+00,,
81,6.88E-01,2.84E+01,,
82,8.04E-01,2.40E+01,,
83,1.20E+00,1.60E+01,,
84,3.71E+00,5.17E+00,,
