reference,height,width,stripwidth,,,,,,
1,8.27E+01,1.81E+01,100,,,,,,
2,2.22E+01,4.98E+01,,,,,,,
3,4.77E+01,2.06E+01,,,,,,,
4,1.75E+01,4.98E+01,,,,,,,
5,2.40E+01,3.00E+01,,,,,,,
6,9.96E+00,4.98E+01,,,,,,,
7,2.04E+01,1.75E+01,,,,,,,
8,3.00E+01,1.16E+01,,,,,,,
9,8.51E+00,3.57E+01,,,,,,,
10,8.52E+00,2.93E+01,,,,,,,
11,2.33E+01,1.03E+01,,,,,,,
12,1.78E+01,1.16E+01,,,,,,,
13,7.90E+00,2.51E+01,,,,,,,
14,3.83E+00,4.98E+01,,,,,,,
15,5.49E+00,3.22E+01,,,,,,,
16,8.52E+00,2.04E+01,,,,,,,
17,6.69E+00,2.01E+01,,,,,,,
18,3.61E+00,3.57E+01,,,,,,,
19,1.63E+01,6.90E+00,,,,,,,
20,9.11E+00,1.12E+01,,,,,,,
21,7.90E+00,1.09E+01,,,,,,,
22,2.36E+00,3.57E+01,,,,,,,
23,2.33E+00,3.57E+01,,,,,,,
24,2.26E+00,3.57E+01,,,,,,,
25,6.69E+00,1.14E+01,,,,,,,
26,2.35E+00,3.22E+01,,,,,,,
27,4.09E+00,1.81E+01,,,,,,,
28,7.90E+00,8.73E+00,,,,,,,
29,1.44E+00,4.54E+01,,,,,,,
30,4.12E+00,1.47E+01,,,,,,,
31,1.10E+01,5.42E+00,,,,,,,
32,1.59E+00,3.57E+01,,,,,,,
33,2.33E+01,2.40E+00,,,,,,,
34,2.40E+01,2.22E+00,,,,,,,
35,1.24E+00,3.57E+01,,,,,,,
36,1.63E+01,2.40E+00,,,,,,,
37,1.17E+01,2.90E+00,,,,,,,
38,1.44E+00,2.25E+01,,,,,,,
39,2.95E+00,1.02E+01,,,,,,,
40,2.63E+00,1.12E+01,,,,,,,
41,5.32E+00,5.42E+00,,,,,,,
42,6.69E+00,4.15E+00,,,,,,,
43,1.17E+01,2.29E+00,,,,,,,
44,2.35E+00,1.02E+01,,,,,,,
45,4.64E+00,4.99E+00,,,,,,,
46,5.29E+00,3.88E+00,,,,,,,
47,1.17E+01,1.65E+00,,,,,,,
48,1.21E+01,1.45E+00,,,,,,,
49,1.12E+01,1.45E+00,,,,,,,
50,3.26E+00,4.99E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
