Reference,Height,Width,Stripwidth,
1,9.53E+01,2.73E+01,100,
2,3.14E+01,3.31E+01,,
3,2.79E+01,2.02E+01,,
4,1.91E+01,2.02E+01,,
5,2.62E+01,1.16E+01,,
6,5.54E+01,5.09E+00,,
7,3.35E+01,6.45E+00,,
8,4.97E+01,4.30E+00,,
9,3.35E+01,5.20E+00,,
10,4.16E+01,3.90E+00,,
11,8.26E+00,1.82E+01,,
12,8.21E+00,1.82E+01,,
13,3.12E+01,3.59E+00,,
14,2.19E+01,4.54E+00,,
15,1.06E+01,9.06E+00,,
16,3.35E+01,2.72E+00,,
17,2.47E+01,3.63E+00,,
18,4.15E+01,2.02E+00,,
19,5.65E+01,1.40E+00,,
20,1.85E+01,3.59E+00,,
21,1.11E+01,5.74E+00,,
22,1.74E+00,3.31E+01,,
23,4.69E+00,1.16E+01,,
24,3.35E+01,1.55E+00,,
25,8.94E+00,5.74E+00,,
26,3.32E+01,1.53E+00,,
27,5.65E+01,8.96E-01,,
28,4.16E+01,1.21E+00,,
29,1.03E+00,4.79E+01,,
30,1.12E+01,4.39E+00,,
31,1.89E+01,2.58E+00,,
32,3.28E+01,1.45E+00,,
33,3.87E+01,1.21E+00,,
34,2.20E+01,2.12E+00,,
35,1.59E+01,2.92E+00,,
36,1.27E+01,3.61E+00,,
37,1.04E+01,4.39E+00,,
38,1.59E+01,2.82E+00,,
39,3.69E+01,1.21E+00,,
40,1.03E+00,4.26E+01,,
41,1.39E+00,3.13E+01,,
42,8.32E+00,5.16E+00,,
43,3.53E+01,1.21E+00,,
44,3.80E+01,1.10E+00,,
45,9.07E-01,4.56E+01,,
46,8.22E+00,5.03E+00,,
47,8.10E+00,5.09E+00,,
48,7.10E+00,5.74E+00,,
49,1.06E+01,3.82E+00,,
50,3.36E+00,1.16E+01,,
51,1.02E+01,3.82E+00,,
52,1.51E+00,2.56E+01,,
53,1.07E+01,3.61E+00,,
54,8.66E+00,4.43E+00,,
55,8.57E+00,4.39E+00,,
56,4.24E+01,8.84E-01,,
57,6.00E+01,6.12E-01,,
58,5.65E+01,6.43E-01,,
59,7.19E+00,5.03E+00,,
60,5.66E+01,6.37E-01,,
61,3.64E+01,9.89E-01,,
62,6.00E+01,6.00E-01,,
63,8.66E+00,4.14E+00,,
64,7.84E-01,4.50E+01,,
65,4.15E+01,8.46E-01,,
66,2.20E+01,1.56E+00,,
67,1.39E+00,2.47E+01,,
68,7.51E-01,4.56E+01,,
69,2.36E+01,1.45E+00,,
70,4.24E+01,8.04E-01,,
71,1.60E+01,2.13E+00,,
72,2.50E+00,1.36E+01,,
73,2.48E+00,1.36E+01,,
74,4.15E+01,8.16E-01,,
75,1.58E+01,2.13E+00,,
76,1.65E+01,2.01E+00,,
77,5.66E+01,5.77E-01,,
78,8.32E+00,3.90E+00,,
79,5.59E+00,5.74E+00,,
80,8.77E+00,3.63E+00,,
81,3.20E+01,9.89E-01,,
82,4.24E+01,7.32E-01,,
83,4.24E+01,7.20E-01,,
84,6.95E+00,4.39E+00,,
85,6.06E+00,5.03E+00,,
86,8.43E+00,3.61E+00,,
87,1.53E+01,1.94E+00,,
88,3.76E+00,7.89E+00,,
89,1.51E+00,1.93E+01,,
90,6.39E-01,4.56E+01,,
91,5.02E+00,5.74E+00,,
92,4.24E+01,6.79E-01,,
93,1.53E+01,1.87E+00,,
94,4.92E+00,5.74E+00,,
95,2.55E+01,1.10E+00,,
96,6.33E+00,4.39E+00,,
97,3.39E+00,7.89E+00,,
98,8.66E+00,3.08E+00,,
99,2.68E+01,9.89E-01,,
100,4.16E+01,6.32E-01,,
