Reference,Height,Width,Stripwidth,
1,4.00E+01,3.59E+01,100,
2,4.72E+01,2.86E+01,,
3,2.30E+01,4.21E+01,,
4,1.60E+01,4.23E+01,,
5,2.01E+01,2.86E+01,,
6,1.22E+01,3.59E+01,,
7,9.66E+00,4.23E+01,,
8,7.14E+00,4.60E+01,,
9,2.38E+01,1.35E+01,,
10,4.62E+01,4.41E+00,,
11,4.80E+00,4.23E+01,,
12,1.45E+01,1.35E+01,,
13,1.19E+01,1.35E+01,,
14,1.05E+01,1.35E+01,,
15,2.56E+01,4.00E+00,,
16,6.61E+00,1.35E+01,,
17,1.94E+00,4.21E+01,,
18,4.24E+00,1.85E+01,,
19,3.57E+01,1.93E+00,,
20,3.11E+00,2.22E+01,,
21,8.07E+00,8.45E+00,,
22,3.03E+00,2.19E+01,,
23,1.42E+00,4.23E+01,,
24,1.37E+00,4.21E+01,,
25,4.52E+01,1.04E+00,,
26,3.63E+01,1.30E+00,,
27,2.48E+01,1.75E+00,,
28,1.13E+01,3.79E+00,,
29,3.52E+01,1.10E+00,,
30,3.47E+01,1.10E+00,,
31,1.91E+01,1.93E+00,,
32,2.10E+01,1.73E+00,,
33,2.97E+01,1.22E+00,,
34,1.35E+01,2.63E+00,,
35,3.39E+01,1.04E+00,,
36,2.01E+01,1.75E+00,,
37,8.07E+00,4.29E+00,,
38,3.43E+01,1.00E+00,,
39,5.55E+01,6.00E-01,,
40,4.45E+01,7.14E-01,,
41,7.40E-01,4.23E+01,,
42,8.07E+00,3.86E+00,,
43,2.50E+01,1.22E+00,,
44,2.13E+01,1.43E+00,,
45,2.86E+01,1.00E+00,,
46,3.12E+01,9.05E-01,,
47,5.22E+01,5.31E-01,,
48,6.42E-01,4.21E+01,,
49,2.66E+01,1.01E+00,,
50,2.62E+01,1.01E+00,,
51,3.52E+01,7.46E-01,,
52,5.92E+00,4.41E+00,,
53,2.58E+01,1.01E+00,,
54,1.33E+01,1.93E+00,,
55,1.93E+00,1.21E+01,,
56,2.16E+01,1.04E+00,,
57,2.86E+01,7.83E-01,,
58,1.28E+01,1.73E+00,,
59,2.01E+01,1.10E+00,,
60,2.20E+01,1.00E+00,,
61,1.99E+01,1.10E+00,,
62,8.07E+00,2.70E+00,,
63,1.12E+01,1.93E+00,,
64,2.14E+01,1.01E+00,,
65,2.32E+01,9.24E-01,,
66,2.36E+01,9.05E-01,,
67,1.93E+00,1.08E+01,,
68,4.52E+01,4.55E-01,,
69,1.06E+00,1.92E+01,,
70,8.61E+00,2.36E+00,,
71,1.04E+01,1.93E+00,,
72,1.03E+01,1.93E+00,,
73,1.14E+01,1.73E+00,,
74,2.13E+01,9.24E-01,,
75,8.07E+00,2.41E+00,,
76,8.07E+00,2.41E+00,,
77,3.52E+01,5.49E-01,,
78,2.95E+01,6.51E-01,,
79,1.39E+01,1.37E+00,,
80,7.04E+00,2.63E+00,,
81,9.21E-01,1.99E+01,,
82,8.04E-01,2.19E+01,,
83,1.27E+01,1.37E+00,,
84,7.76E-01,2.18E+01,,
85,8.72E-01,1.92E+01,,
86,2.55E+01,6.51E-01,,
87,2.66E+01,6.12E-01,,
88,6.04E+00,2.63E+00,,
89,2.66E+01,5.95E-01,,
90,7.76E-01,2.03E+01,,
91,2.56E+01,6.12E-01,,
92,6.48E+00,2.36E+00,,
93,2.56E+01,5.95E-01,,
94,1.51E+01,1.00E+00,,
95,7.43E-01,1.99E+01,,
96,6.21E+00,2.36E+00,,
97,2.86E+01,5.12E-01,,
98,4.24E+00,3.43E+00,,
99,1.45E+00,9.99E+00,,
100,1.45E+00,9.95E+00,,
