Reference,Height,Width,Stripwidth,,,,,,
1,9.72E+01,8.13E+00,100,,,,,,
2,4.06E+01,1.94E+01,,,,,,,
3,4.13E+01,1.88E+01,,,,,,,
4,4.39E+01,1.44E+01,,,,,,,
5,3.08E+01,1.94E+01,,,,,,,
6,2.86E+01,1.94E+01,,,,,,,
7,1.38E+01,3.71E+01,,,,,,,
8,6.52E+01,5.30E+00,,,,,,,
9,3.66E+01,8.86E+00,,,,,,,
10,6.52E+01,4.97E+00,,,,,,,
11,7.94E+00,3.71E+01,,,,,,,
12,1.93E+01,1.40E+01,,,,,,,
13,1.81E+01,1.40E+01,,,,,,,
14,1.38E+01,1.40E+01,,,,,,,
15,4.39E+01,3.94E+00,,,,,,,
16,2.98E+01,5.59E+00,,,,,,,
17,1.17E+01,1.09E+01,,,,,,,
18,8.37E+00,1.40E+01,,,,,,,
19,5.02E+01,2.29E+00,,,,,,,
20,1.56E+01,7.35E+00,,,,,,,
21,4.47E+01,2.28E+00,,,,,,,
22,2.66E+01,3.29E+00,,,,,,,
23,2.95E+01,2.29E+00,,,,,,,
24,6.51E+01,9.75E-01,,,,,,,
25,1.63E+01,3.59E+00,,,,,,,
26,2.06E+01,2.83E+00,,,,,,,
27,9.48E+00,5.74E+00,,,,,,,
28,3.82E+00,1.40E+01,,,,,,,
29,7.13E+00,7.38E+00,,,,,,,
30,1.63E+01,3.04E+00,,,,,,,
31,5.46E+00,9.00E+00,,,,,,,
32,2.66E+01,1.82E+00,,,,,,,
33,5.25E+01,8.29E-01,,,,,,,
34,5.97E+01,7.13E-01,,,,,,,
35,2.65E+01,1.52E+00,,,,,,,
36,2.98E+01,1.34E+00,,,,,,,
37,3.79E+00,1.03E+01,,,,,,,
38,1.63E+01,2.36E+00,,,,,,,
39,2.65E+01,1.41E+00,,,,,,,
40,2.65E+01,1.40E+00,,,,,,,
41,8.89E+00,4.15E+00,,,,,,,
42,2.65E+01,1.35E+00,,,,,,,
43,4.57E+00,7.74E+00,,,,,,,
44,2.58E+00,1.33E+01,,,,,,,
45,1.78E+01,1.84E+00,,,,,,,
46,6.79E+00,4.82E+00,,,,,,,
47,1.65E+00,1.92E+01,,,,,,,
48,3.21E+01,9.75E-01,,,,,,,
49,9.97E+00,3.13E+00,,,,,,,
50,8.88E+00,3.51E+00,,,,,,,
51,9.48E+00,3.26E+00,,,,,,,
52,1.66E+01,1.84E+00,,,,,,,
53,2.07E+01,1.45E+00,,,,,,,
54,3.18E+00,9.00E+00,,,,,,,
55,2.06E+01,1.32E+00,,,,,,,
56,1.25E+01,2.16E+00,,,,,,,
57,1.18E+01,2.27E+00,,,,,,,
58,6.36E+00,4.15E+00,,,,,,,
59,6.32E+00,4.15E+00,,,,,,,
60,3.44E+01,7.63E-01,,,,,,,
61,9.22E+00,2.81E+00,,,,,,,
62,1.75E+01,1.46E+00,,,,,,,
63,1.45E+01,1.76E+00,,,,,,,
64,2.46E+00,1.03E+01,,,,,,,
65,7.13E+00,3.47E+00,,,,,,,
66,3.18E+01,7.73E-01,,,,,,,
67,1.68E+01,1.46E+00,,,,,,,
68,2.98E+01,8.12E-01,,,,,,,
69,2.24E+01,1.07E+00,,,,,,,
70,9.65E+00,2.48E+00,,,,,,,
71,6.71E+00,3.51E+00,,,,,,,
72,5.63E+00,4.15E+00,,,,,,,
73,4.83E+00,4.82E+00,,,,,,,
74,1.64E+01,1.40E+00,,,,,,,
75,1.18E+00,1.92E+01,,,,,,,
76,9.65E+00,2.34E+00,,,,,,,
77,5.35E+00,4.15E+00,,,,,,,
78,1.18E+01,1.88E+00,,,,,,,
79,1.31E+01,1.68E+00,,,,,,,
80,3.44E+01,6.36E-01,,,,,,,
81,3.18E+01,6.80E-01,,,,,,,
82,9.92E+00,2.16E+00,,,,,,,
83,3.10E+01,6.90E-01,,,,,,,
84,6.82E+00,3.13E+00,,,,,,,
85,1.21E+01,1.76E+00,,,,,,,
86,9.87E+00,2.10E+00,,,,,,,
87,2.24E+01,9.21E-01,,,,,,,
88,1.99E+00,1.03E+01,,,,,,,
89,9.87E+00,2.05E+00,,,,,,,
90,8.84E+00,2.29E+00,,,,,,,
91,1.07E+01,1.87E+00,,,,,,,
92,2.87E+01,6.90E-01,,,,,,,
93,8.63E+00,2.29E+00,,,,,,,
94,9.97E+00,1.97E+00,,,,,,,
95,6.28E+00,3.13E+00,,,,,,,
96,6.64E+00,2.81E+00,,,,,,,
97,2.11E+01,7.39E-01,,,,,,,
98,2.58E+00,5.49E+00,,,,,,,
99,2.11E+01,6.64E-01,,,,,,,
100,1.07E+01,9.48E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
