reference,height,width,stripwidth,
1,8.71E+01,3.68E+01,100,
2,6.73E+01,8.53E+00,,
3,8.71E+01,5.32E+00,,
4,5.61E+01,7.49E+00,,
5,1.90E+01,2.17E+01,,
6,1.81E+01,1.98E+01,,
7,8.71E+01,4.11E+00,,
8,1.34E+01,2.17E+01,,
9,3.47E+01,8.30E+00,,
10,6.64E+01,4.02E+00,,
11,8.66E+00,3.08E+01,,
12,1.09E+01,2.17E+01,,
13,5.09E+01,4.59E+00,,
14,3.10E+01,7.49E+00,,
15,3.47E+01,5.94E+00,,
16,3.47E+01,5.53E+00,,
17,4.25E+00,3.08E+01,,
18,1.28E+01,8.26E+00,,
19,1.00E+02,1.02E+00,,
20,3.96E+00,2.17E+01,,
21,5.41E+00,1.44E+01,,
22,1.64E+01,4.40E+00,,
23,4.07E+00,1.60E+01,,
24,7.49E+00,8.64E+00,,
25,2.99E+01,2.13E+00,,
26,4.33E+01,1.43E+00,,
27,2.48E+01,2.48E+00,,
28,4.66E+00,1.25E+01,,
29,3.62E+00,1.60E+01,,
30,5.18E+01,1.09E+00,,
31,1.22E+01,4.62E+00,,
32,4.45E+00,1.25E+01,,
33,4.82E+01,1.09E+00,,
34,1.29E+01,4.09E+00,,
35,2.69E+01,1.90E+00,,
36,1.64E+01,3.06E+00,,
37,1.21E+01,4.09E+00,,
38,2.59E+01,1.90E+00,,
39,3.79E+00,1.25E+01,,
40,2.50E+01,1.88E+00,,
41,4.33E+01,1.05E+00,,
42,2.10E+01,2.13E+00,,
43,1.22E+01,3.64E+00,,
44,2.50E+01,1.76E+00,,
45,2.07E+01,2.12E+00,,
46,7.49E+00,5.73E+00,,
47,1.69E+01,2.48E+00,,
48,2.07E+01,1.91E+00,,
49,5.09E+01,7.40E-01,,
50,1.49E+01,2.48E+00,,
