Reference,Height,Width,Stripwidth,
1,4.77E+01,2.06E+01,100,
2,2.14E+01,4.55E+01,,
3,1.75E+01,4.98E+01,,
4,2.40E+01,3.00E+01,,
5,8.27E+01,8.16E+00,,
6,9.96E+00,4.98E+01,,
7,2.04E+01,1.75E+01,,
8,8.27E+01,4.27E+00,,
9,8.27E+01,3.77E+00,,
10,2.33E+01,1.03E+01,,
11,7.90E+00,2.51E+01,,
12,8.51E+00,2.08E+01,,
13,5.81E+00,2.93E+01,,
14,1.37E+01,1.16E+01,,
15,1.15E+01,1.16E+01,,
16,3.61E+00,3.57E+01,,
17,1.63E+01,6.90E+00,,
18,3.27E+00,3.22E+01,,
19,8.52E+00,1.13E+01,,
20,2.14E+01,4.21E+00,,
21,7.64E+00,1.16E+01,,
22,3.83E+00,2.31E+01,,
23,9.11E+00,9.46E+00,,
24,8.27E+01,1.03E+00,,
25,2.33E+00,3.57E+01,,
26,2.71E+00,2.93E+01,,
27,8.52E+00,9.16E+00,,
28,2.35E+00,3.22E+01,,
29,4.09E+00,1.81E+01,,
30,2.22E+00,3.22E+01,,
31,8.27E+01,8.35E-01,,
32,7.90E+00,8.73E+00,,
33,1.44E+00,4.54E+01,,
34,5.94E+00,1.07E+01,,
35,5.47E+00,1.16E+01,,
36,4.12E+00,1.47E+01,,
37,2.33E+01,2.40E+00,,
38,4.05E+00,1.16E+01,,
39,1.31E+00,3.57E+01,,
40,3.72E+00,1.16E+01,,
41,2.55E+00,1.65E+01,,
42,6.69E+00,5.81E+00,,
43,7.90E+00,4.75E+00,,
44,6.69E+00,5.57E+00,,
45,5.68E+00,6.18E+00,,
46,2.40E+01,1.44E+00,,
47,1.17E+01,2.90E+00,,
48,2.95E+00,1.02E+01,,
49,2.63E+00,1.12E+01,,
50,1.57E+00,1.82E+01,,
51,7.89E-01,3.57E+01,,
52,6.69E+00,4.15E+00,,
53,2.02E+00,1.36E+01,,
54,1.57E+00,1.75E+01,,
55,1.10E+01,2.49E+00,,
56,8.23E-01,3.20E+01,,
57,2.55E+00,1.02E+01,,
58,3.16E+00,8.11E+00,,
59,6.69E+00,3.59E+00,,
60,9.51E-01,2.41E+01,,
61,9.41E+00,2.40E+00,,
62,1.24E+00,1.79E+01,,
63,8.51E+00,2.52E+00,,
64,1.10E+01,1.94E+00,,
65,5.94E-01,3.57E+01,,
66,5.29E+00,3.88E+00,,
67,1.51E+00,1.36E+01,,
68,1.28E+00,1.54E+01,,
69,8.71E-01,2.25E+01,,
70,1.17E+01,1.65E+00,,
71,6.69E+00,2.89E+00,,
72,1.64E+00,1.16E+01,,
73,5.27E-01,3.57E+01,,
74,2.40E+01,7.78E-01,,
75,3.16E+00,5.52E+00,,
76,1.21E+01,1.45E+00,,
77,5.32E+00,3.22E+00,,
78,4.73E-01,3.57E+01,,
79,6.89E+00,2.40E+00,,
80,1.17E+01,1.41E+00,,
81,1.12E+01,1.45E+00,,
82,3.26E+00,4.99E+00,,
83,9.11E+00,1.76E+00,,
84,1.48E+00,1.07E+01,,
85,8.23E-01,1.78E+01,,
86,1.28E+00,1.13E+01,,
87,2.22E+00,6.18E+00,,
88,8.51E+00,1.59E+00,,
89,1.28E+00,1.02E+01,,
90,5.72E-01,2.25E+01,,
91,1.24E+00,9.57E+00,,
92,5.32E+00,2.20E+00,,
93,2.35E+00,4.99E+00,,
94,1.08E+00,1.07E+01,,
95,2.30E+00,4.99E+00,,
96,9.51E-01,1.16E+01,,
97,1.07E+00,1.02E+01,,
98,1.10E+01,9.90E-01,,
99,1.17E+01,8.85E-01,,
100,1.24E+00,8.16E+00,,
