reference,height,width,stripwidth,,,,,,
1,9.80E+01,2.96E+01,100,,,,,,
2,5.46E+01,3.73E+01,,,,,,,
3,1.37E+01,3.15E+01,,,,,,,
4,5.46E+01,7.12E+00,,,,,,,
5,1.41E+01,2.14E+01,,,,,,,
6,7.51E+00,3.81E+01,,,,,,,
7,4.68E+00,4.93E+01,,,,,,,
8,3.05E+01,7.48E+00,,,,,,,
9,1.03E+01,2.09E+01,,,,,,,
10,1.37E+01,1.48E+01,,,,,,,
11,3.89E+00,4.93E+01,,,,,,,
12,1.90E+01,9.76E+00,,,,,,,
13,3.17E+01,5.47E+00,,,,,,,
14,3.12E+01,4.48E+00,,,,,,,
15,1.00E+02,1.01E+00,,,,,,,
16,1.00E+02,1.00E+00,,,,,,,
17,4.28E+01,2.28E+00,,,,,,,
18,1.39E+01,6.47E+00,,,,,,,
19,7.05E+01,1.26E+00,,,,,,,
20,1.15E+01,7.48E+00,,,,,,,
21,2.43E+01,3.30E+00,,,,,,,
22,3.80E+00,2.09E+01,,,,,,,
23,2.84E+01,2.73E+00,,,,,,,
24,1.55E+00,4.93E+01,,,,,,,
25,2.62E+01,2.73E+00,,,,,,,
26,3.09E+01,2.28E+00,,,,,,,
27,3.17E+01,2.01E+00,,,,,,,
28,2.43E+01,2.40E+00,,,,,,,
29,3.12E+01,1.86E+00,,,,,,,
30,2.43E+01,2.34E+00,,,,,,,
31,6.92E+00,8.03E+00,,,,,,,
32,1.41E+01,3.77E+00,,,,,,,
33,3.12E+01,1.70E+00,,,,,,,
34,7.51E+00,6.90E+00,,,,,,,
35,1.32E+01,3.57E+00,,,,,,,
36,3.12E+01,1.51E+00,,,,,,,
37,5.79E+00,8.03E+00,,,,,,,
38,1.41E+01,3.16E+00,,,,,,,
39,2.71E+01,1.56E+00,,,,,,,
40,1.37E+01,3.06E+00,,,,,,,
41,7.31E+00,5.49E+00,,,,,,,
42,1.32E+01,2.90E+00,,,,,,,
43,2.95E+01,1.26E+00,,,,,,,
44,4.61E+00,8.03E+00,,,,,,,
45,5.46E+01,6.74E-01,,,,,,,
46,2.34E+01,1.51E+00,,,,,,,
47,7.51E+00,4.27E+00,,,,,,,
48,7.31E+00,4.27E+00,,,,,,,
49,1.01E+00,2.96E+01,,,,,,,
50,9.99E-01,2.96E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
