Reference,Height,Width,Stripwidth,
1,7.88E+01,1.73E+01,100,
2,7.07E+01,1.60E+01,,
3,8.12E+01,7.13E+00,,
4,4.09E+01,1.36E+01,,
5,6.98E+01,6.88E+00,,
6,2.35E+01,1.39E+01,,
7,3.25E+01,9.84E+00,,
8,1.74E+01,1.75E+01,,
9,2.32E+01,1.20E+01,,
10,1.79E+01,1.45E+01,,
11,1.40E+01,1.54E+01,,
12,2.01E+01,9.84E+00,,
13,3.91E+01,4.95E+00,,
14,4.39E+01,4.18E+00,,
15,9.30E+00,1.97E+01,,
16,1.24E+01,1.45E+01,,
17,2.43E+00,6.70E+01,,
18,4.44E+00,3.24E+01,,
19,6.03E+01,2.37E+00,,
20,7.36E+00,1.75E+01,,
21,5.69E+00,2.13E+01,,
22,4.36E+00,2.69E+01,,
23,3.01E+00,3.24E+01,,
24,5.98E+00,1.54E+01,,
25,2.21E+01,4.06E+00,,
26,1.14E+01,6.88E+00,,
27,4.82E+00,1.54E+01,,
28,1.22E+01,5.68E+00,,
29,9.04E+00,7.46E+00,,
30,6.19E+01,1.09E+00,,
31,1.35E+01,4.95E+00,,
32,5.26E+01,1.24E+00,,
33,1.99E+01,3.20E+00,,
34,3.15E+01,1.89E+00,,
35,2.32E+01,2.41E+00,,
36,2.21E+01,2.20E+00,,
37,3.72E+00,1.29E+01,,
38,7.67E+00,5.68E+00,,
39,5.26E+01,7.49E-01,,
40,3.15E+01,1.20E+00,,
41,2.21E+01,1.69E+00,,
42,2.04E+01,1.81E+00,,
43,4.09E+01,8.72E-01,,
44,4.09E+01,8.49E-01,,
45,6.14E+00,5.61E+00,,
46,1.99E+01,1.63E+00,,
47,2.64E+00,1.20E+01,,
48,1.14E+00,2.69E+01,,
49,5.50E+00,5.49E+00,,
50,6.82E-01,4.09E+01,,
51,2.35E+01,1.15E+00,,
52,1.66E+00,1.60E+01,,
53,5.85E+00,4.39E+00,,
54,7.87E-01,3.24E+01,,
55,5.24E+00,4.87E+00,,
56,5.66E+00,4.20E+00,,
57,2.21E+01,1.06E+00,,
58,5.69E+00,3.97E+00,,
59,1.22E+01,1.83E+00,,
60,1.25E+00,1.73E+01,,
61,1.99E+01,1.06E+00,,
62,1.93E+01,1.09E+00,,
63,2.35E+01,8.91E-01,,
64,1.19E+00,1.73E+01,,
65,3.34E+01,6.15E-01,,
66,8.59E+00,2.37E+00,,
67,5.60E-01,3.55E+01,,
68,1.77E+01,1.09E+00,,
69,5.85E+00,3.29E+00,,
70,1.33E+00,1.45E+01,,
71,3.94E+00,4.78E+00,,
72,3.80E+00,4.87E+00,,
73,9.92E+00,1.83E+00,,
74,1.21E+01,1.50E+00,,
75,1.46E+00,1.23E+01,,
76,6.82E-01,2.62E+01,,
77,3.17E+00,5.61E+00,,
78,4.96E-01,3.55E+01,,
79,4.10E+00,4.21E+00,,
80,1.93E+01,8.72E-01,,
81,5.33E-01,3.16E+01,,
82,2.06E+00,8.13E+00,,
83,2.04E+00,8.13E+00,,
84,5.23E-01,3.16E+01,,
85,2.68E+01,6.15E-01,,
86,9.14E+00,1.78E+00,,
87,1.28E+00,1.23E+01,,
88,9.14E+00,1.71E+00,,
89,1.30E+00,1.20E+01,,
90,1.99E+01,7.66E-01,,
91,1.22E+00,1.23E+01,,
92,1.38E+01,1.09E+00,,
93,9.98E+00,1.50E+00,,
94,8.98E-01,1.64E+01,,
95,3.48E+00,4.20E+00,,
96,1.18E+00,1.23E+01,,
97,3.72E+00,3.92E+00,,
98,8.98E-01,1.60E+01,,
99,5.91E+00,2.37E+00,,
100,5.89E+00,2.37E+00,,
