reference,height,width,stripwidth,,,,,,
1,3.38E+01,5.87E+01,100,,,,,,
2,2.88E+01,4.33E+01,,,,,,,
3,2.48E+01,3.41E+01,,,,,,,
4,3.76E+01,1.44E+01,,,,,,,
5,2.17E+01,1.78E+01,,,,,,,
6,2.48E+01,1.50E+01,,,,,,,
7,8.18E+00,4.33E+01,,,,,,,
8,2.17E+01,1.61E+01,,,,,,,
9,2.68E+01,1.13E+01,,,,,,,
10,3.76E+01,6.96E+00,,,,,,,
11,2.63E+01,9.83E+00,,,,,,,
12,1.21E+01,1.93E+01,,,,,,,
13,6.29E+01,3.15E+00,,,,,,,
14,4.45E+00,4.33E+01,,,,,,,
15,1.00E+02,1.87E+00,,,,,,,
16,2.68E+01,6.78E+00,,,,,,,
17,2.48E+01,5.65E+00,,,,,,,
18,8.05E+00,1.67E+01,,,,,,,
19,3.38E+01,3.88E+00,,,,,,,
20,2.48E+01,5.03E+00,,,,,,,
21,7.37E+00,1.67E+01,,,,,,,
22,4.96E+00,2.40E+01,,,,,,,
23,3.71E+01,3.15E+00,,,,,,,
24,3.12E+00,3.39E+01,,,,,,,
25,9.39E+00,9.83E+00,,,,,,,
26,7.16E+01,1.27E+00,,,,,,,
27,3.58E+00,2.40E+01,,,,,,,
28,1.94E+01,3.74E+00,,,,,,,
29,2.54E+00,2.40E+01,,,,,,,
30,2.70E+00,2.13E+01,,,,,,,
31,5.76E+00,9.83E+00,,,,,,,
32,2.53E+00,1.93E+01,,,,,,,
33,2.37E+01,2.00E+00,,,,,,,
34,1.94E+01,2.23E+00,,,,,,,
35,3.38E+01,1.24E+00,,,,,,,
36,4.03E+00,1.00E+01,,,,,,,
37,2.84E+01,1.27E+00,,,,,,,
38,2.68E+01,1.21E+00,,,,,,,
39,1.21E+00,2.40E+01,,,,,,,
40,3.38E+01,8.57E-01,,,,,,,
41,3.38E+01,8.35E-01,,,,,,,
42,3.38E+01,8.18E-01,,,,,,,
43,4.03E+00,6.72E+00,,,,,,,
44,3.38E+01,7.77E-01,,,,,,,
45,1.08E+00,2.40E+01,,,,,,,
46,1.94E+01,1.30E+00,,,,,,,
47,9.67E-01,2.40E+01,,,,,,,
48,1.08E+00,2.13E+01,,,,,,,
49,3.38E+01,6.15E-01,,,,,,,
50,1.01E+01,2.00E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
