Reference,Height,Width,Stripwidth,
1,3.94E+01,4.16E+01,100,
2,7.83E+01,1.82E+01,,
3,9.70E+01,9.66E+00,,
4,4.28E+01,1.71E+01,,
5,4.01E+01,1.63E+01,,
6,4.52E+01,1.08E+01,,
7,4.28E+01,8.21E+00,,
8,1.46E+01,1.82E+01,,
9,4.18E+01,4.63E+00,,
10,7.33E+01,2.58E+00,,
11,4.18E+01,4.41E+00,,
12,5.20E+00,3.23E+01,,
13,1.21E+01,1.19E+01,,
14,7.33E+01,1.31E+00,,
15,4.84E+00,1.92E+01,,
16,6.68E+01,1.25E+00,,
17,2.97E+00,2.47E+01,,
18,7.33E+01,9.90E-01,,
19,6.07E+00,1.19E+01,,
20,1.43E+01,4.61E+00,,
21,2.69E+00,2.10E+01,,
22,1.10E+01,4.93E+00,,
23,2.64E+00,1.93E+01,,
24,9.20E+00,5.37E+00,,
25,6.55E+00,7.37E+00,,
26,2.55E+00,1.82E+01,,
27,1.25E+01,3.68E+00,,
28,3.59E+00,1.19E+01,,
29,2.04E+00,1.96E+01,,
30,1.54E+01,2.50E+00,,
31,2.61E+01,1.38E+00,,
32,1.54E+01,2.21E+00,,
33,3.42E+00,9.84E+00,,
34,2.78E+00,1.19E+01,,
35,1.63E+00,2.00E+01,,
36,2.90E+01,1.12E+00,,
37,1.73E+01,1.85E+00,,
38,4.84E+00,6.49E+00,,
39,5.76E+00,5.37E+00,,
40,3.17E+01,9.61E-01,,
41,1.57E+00,1.82E+01,,
42,9.58E-01,2.92E+01,,
43,8.38E-01,3.28E+01,,
44,2.76E+01,9.87E-01,,
45,9.27E-01,2.92E+01,,
46,4.02E+00,6.67E+00,,
47,2.22E+00,1.19E+01,,
48,7.73E-01,3.28E+01,,
49,2.22E+00,1.13E+01,,
50,4.57E+00,5.37E+00,,
51,1.16E+00,2.10E+01,,
52,1.48E+00,1.63E+01,,
53,3.93E+01,5.92E-01,,
54,9.96E-01,2.32E+01,,
55,3.17E+01,7.19E-01,,
56,5.70E+00,3.99E+00,,
57,8.24E+00,2.76E+00,,
58,8.90E+00,2.54E+00,,
59,3.51E+00,6.39E+00,,
60,3.93E+01,5.72E-01,,
61,1.85E+00,1.19E+01,,
62,1.10E+01,2.00E+00,,
63,1.11E+00,1.96E+01,,
64,1.10E+00,1.96E+01,,
65,1.82E+00,1.19E+01,,
66,1.03E+00,2.10E+01,,
67,3.99E+00,5.37E+00,,
68,1.85E+00,1.15E+01,,
69,1.10E+01,1.90E+00,,
70,8.90E+00,2.34E+00,,
71,5.20E+00,3.99E+00,,
72,1.10E+01,1.89E+00,,
73,1.74E+00,1.19E+01,,
74,9.82E-01,2.10E+01,,
75,9.78E-01,2.10E+01,,
76,1.10E+01,1.87E+00,,
77,3.07E+00,6.67E+00,,
78,1.25E+00,1.63E+01,,
79,1.10E+01,1.81E+00,,
80,3.93E+01,5.00E-01,,
81,3.75E+00,5.22E+00,,
82,1.63E+00,1.19E+01,,
83,1.66E+00,1.15E+01,,
84,1.03E+01,1.85E+00,,
85,5.50E+00,3.38E+00,,
86,3.51E+00,5.27E+00,,
87,2.97E+00,6.18E+00,,
88,2.64E+00,6.93E+00,,
89,5.40E+00,3.38E+00,,
90,1.32E+01,1.38E+00,,
91,1.62E+01,1.12E+00,,
92,2.97E+00,6.00E+00,,
93,1.78E+00,9.84E+00,,
94,3.34E+00,5.22E+00,,
95,2.76E+01,6.32E-01,,
96,2.64E+00,6.56E+00,,
97,4.84E+00,3.54E+00,,
98,1.63E+00,1.02E+01,,
99,6.04E+00,2.76E+00,,
100,3.93E+01,4.21E-01,,
