reference,height,width,stripwidth,,,,,,
1,2.04E+01,7.14E+01,100,,,,,,
2,3.97E+01,3.54E+01,,,,,,,
3,1.60E+01,7.14E+01,,,,,,,
4,5.12E+01,1.57E+01,,,,,,,
5,3.72E+01,1.84E+01,,,,,,,
6,3.97E+01,1.62E+01,,,,,,,
7,6.18E+00,7.14E+01,,,,,,,
8,5.61E+00,7.14E+01,,,,,,,
9,3.61E+01,1.01E+01,,,,,,,
10,5.36E+01,6.28E+00,,,,,,,
11,5.78E+00,5.22E+01,,,,,,,
12,3.82E+00,7.14E+01,,,,,,,
13,3.61E+01,7.46E+00,,,,,,,
14,5.72E+01,2.21E+00,,,,,,,
15,6.03E+00,1.79E+01,,,,,,,
16,2.03E+01,4.25E+00,,,,,,,
17,1.21E+01,6.28E+00,,,,,,,
18,2.85E+01,2.22E+00,,,,,,,
19,2.96E+00,1.92E+01,,,,,,,
20,7.92E-01,7.14E+01,,,,,,,
21,2.82E+00,1.92E+01,,,,,,,
22,1.11E+00,4.77E+01,,,,,,,
23,7.24E-01,7.14E+01,,,,,,,
24,2.36E+01,2.03E+00,,,,,,,
25,3.55E+00,1.34E+01,,,,,,,
26,3.72E+01,1.22E+00,,,,,,,
27,2.56E+00,1.76E+01,,,,,,,
28,2.57E+01,1.67E+00,,,,,,,
29,3.89E+01,9.99E-01,,,,,,,
30,5.72E+01,5.76E-01,,,,,,,
31,3.54E+01,9.28E-01,,,,,,,
32,5.12E+01,6.30E-01,,,,,,,
33,2.00E+00,1.32E+01,,,,,,,
34,3.54E+01,7.41E-01,,,,,,,
35,1.11E+00,2.36E+01,,,,,,,
36,3.89E+01,6.70E-01,,,,,,,
37,3.55E+00,7.30E+00,,,,,,,
38,8.64E+00,2.88E+00,,,,,,,
39,1.12E+01,2.22E+00,,,,,,,
40,2.69E+01,9.16E-01,,,,,,,
41,2.42E+01,9.16E-01,,,,,,,
42,2.12E+01,1.04E+00,,,,,,,
43,1.06E+01,2.03E+00,,,,,,,
44,1.39E+01,1.37E+00,,,,,,,
45,9.80E-01,1.76E+01,,,,,,,
46,2.62E+01,6.44E-01,,,,,,,
47,1.60E+01,1.04E+00,,,,,,,
48,2.50E+01,6.44E-01,,,,,,,
49,5.24E+00,2.88E+00,,,,,,,
50,2.00E+00,7.45E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
