Reference,Height,Width,StripWidth,,,,,,
1,2.15E+01,3.13E+01,100,,,,,,
2,3.34E+01,1.87E+01,,,,,,,
3,3.34E+01,1.84E+01,,,,,,,
4,9.14E+01,5.92E+00,,,,,,,
5,1.35E+01,3.78E+01,,,,,,,
6,3.34E+01,1.04E+01,,,,,,,
7,5.62E+00,4.42E+01,,,,,,,
8,2.32E+01,1.03E+01,,,,,,,
9,1.45E+01,1.62E+01,,,,,,,
10,6.38E+00,3.45E+01,,,,,,,
11,1.68E+01,1.07E+01,,,,,,,
12,1.25E+01,1.36E+01,,,,,,,
13,1.74E+01,8.39E+00,,,,,,,
14,3.66E+00,3.57E+01,,,,,,,
15,4.13E+01,3.06E+00,,,,,,,
16,4.99E+00,2.47E+01,,,,,,,
17,3.20E+00,3.57E+01,,,,,,,
18,9.33E+00,9.93E+00,,,,,,,
19,5.67E+00,1.62E+01,,,,,,,
20,7.90E+00,1.08E+01,,,,,,,
21,7.80E+00,1.07E+01,,,,,,,
22,2.38E+01,3.33E+00,,,,,,,
23,2.68E+01,2.83E+00,,,,,,,
24,9.28E+00,7.73E+00,,,,,,,
25,3.59E+00,1.87E+01,,,,,,,
26,4.56E+01,1.33E+00,,,,,,,
27,8.20E+00,6.92E+00,,,,,,,
28,3.28E+00,1.69E+01,,,,,,,
29,1.47E+00,3.57E+01,,,,,,,
30,5.82E+00,8.61E+00,,,,,,,
31,4.13E+01,1.19E+00,,,,,,,
32,1.54E+01,3.15E+00,,,,,,,
33,5.40E+00,8.91E+00,,,,,,,
34,3.11E+01,1.51E+00,,,,,,,
35,3.88E+01,1.21E+00,,,,,,,
36,2.27E+01,2.02E+00,,,,,,,
37,3.26E+01,1.38E+00,,,,,,,
38,9.33E+00,4.29E+00,,,,,,,
39,2.46E+01,1.61E+00,,,,,,,
40,2.08E+00,1.87E+01,,,,,,,
41,2.03E+00,1.87E+01,,,,,,,
42,4.48E+01,8.25E-01,,,,,,,
43,7.57E+00,4.75E+00,,,,,,,
44,2.82E+01,1.27E+00,,,,,,,
45,1.76E+01,2.02E+00,,,,,,,
46,2.08E+00,1.70E+01,,,,,,,
47,4.48E+01,7.87E-01,,,,,,,
48,1.37E+00,2.43E+01,,,,,,,
49,5.63E+00,5.92E+00,,,,,,,
50,1.74E+01,1.88E+00,,,,,,,
51,4.13E+01,7.86E-01,,,,,,,
52,2.42E+01,1.33E+00,,,,,,,
53,2.50E+01,1.28E+00,,,,,,,
54,1.08E+01,2.94E+00,,,,,,,
55,3.12E+00,1.00E+01,,,,,,,
56,8.63E+00,3.53E+00,,,,,,,
57,5.50E+00,5.53E+00,,,,,,,
58,6.60E+00,4.54E+00,,,,,,,
59,2.26E+00,1.32E+01,,,,,,,
60,2.30E+01,1.28E+00,,,,,,,
61,2.11E+01,1.39E+00,,,,,,,
62,5.28E+00,5.53E+00,,,,,,,
63,1.20E+01,2.43E+00,,,,,,,
64,1.71E+00,1.69E+01,,,,,,,
65,2.08E+01,1.39E+00,,,,,,,
66,5.40E+00,5.31E+00,,,,,,,
67,4.14E+00,6.85E+00,,,,,,,
68,8.27E+00,3.42E+00,,,,,,,
69,3.55E+01,7.96E-01,,,,,,,
70,2.34E+01,1.21E+00,,,,,,,
71,4.14E+00,6.78E+00,,,,,,,
72,4.37E+00,6.38E+00,,,,,,,
73,2.83E+00,9.85E+00,,,,,,,
74,1.72E+01,1.61E+00,,,,,,,
75,1.61E+01,1.70E+00,,,,,,,
76,4.65E+00,5.89E+00,,,,,,,
77,1.37E+00,1.99E+01,,,,,,,
78,1.45E+00,1.87E+01,,,,,,,
79,4.99E+00,5.42E+00,,,,,,,
80,1.12E+01,2.41E+00,,,,,,,
81,3.12E+00,8.65E+00,,,,,,,
82,4.99E+00,5.35E+00,,,,,,,
83,7.90E+00,3.37E+00,,,,,,,
84,2.12E+00,1.25E+01,,,,,,,
85,2.20E+01,1.20E+00,,,,,,,
86,1.80E+01,1.46E+00,,,,,,,
87,4.99E+00,5.25E+00,,,,,,,
88,5.50E+00,4.74E+00,,,,,,,
89,2.95E+00,8.63E+00,,,,,,,
90,1.58E+00,1.59E+01,,,,,,,
91,1.40E+01,1.76E+00,,,,,,,
92,8.36E+00,2.94E+00,,,,,,,
93,7.76E+00,3.15E+00,,,,,,,
94,2.36E+00,1.03E+01,,,,,,,
95,1.97E+01,1.22E+00,,,,,,,
96,3.47E+00,6.92E+00,,,,,,,
97,1.97E+01,1.22E+00,,,,,,,
98,5.28E+00,4.54E+00,,,,,,,
99,9.91E+00,2.41E+00,,,,,,,
100,6.35E+00,3.74E+00,,,,,,,
101,9.25E+00,2.55E+00,,,,,,,
102,2.83E+00,8.30E+00,,,,,,,
103,3.63E+01,6.39E-01,,,,,,,
104,3.93E+00,5.83E+00,,,,,,,
105,7.90E+00,2.85E+00,,,,,,,
106,1.67E+01,1.33E+00,,,,,,,
107,2.78E+01,7.91E-01,,,,,,,
108,5.53E+00,3.94E+00,,,,,,,
109,1.04E+01,2.09E+00,,,,,,,
110,1.34E+00,1.62E+01,,,,,,,
111,1.34E+01,1.61E+00,,,,,,,
112,1.43E+01,1.49E+00,,,,,,,
113,1.54E+01,1.39E+00,,,,,,,
114,3.31E+01,6.39E-01,,,,,,,
115,4.44E+00,4.75E+00,,,,,,,
116,6.15E+00,3.42E+00,,,,,,,
117,6.38E+00,3.28E+00,,,,,,,
118,1.38E+01,1.51E+00,,,,,,,
119,1.38E+01,1.49E+00,,,,,,,
120,6.54E+00,3.15E+00,,,,,,,
121,1.21E+01,1.70E+00,,,,,,,
122,4.65E+00,4.39E+00,,,,,,,
123,1.34E+01,1.51E+00,,,,,,,
124,2.59E+00,7.80E+00,,,,,,,
125,1.25E+00,1.59E+01,,,,,,,
126,3.07E+00,6.38E+00,,,,,,,
127,3.55E+01,5.47E-01,,,,,,,
128,5.81E+00,3.33E+00,,,,,,,
129,2.83E+00,6.83E+00,,,,,,,
130,5.87E+00,3.29E+00,,,,,,,
131,3.55E+01,5.37E-01,,,,,,,
132,5.78E+00,3.29E+00,,,,,,,
133,2.74E+00,6.82E+00,,,,,,,
134,2.92E+01,6.39E-01,,,,,,,
135,7.74E+00,2.41E+00,,,,,,,
136,7.65E+00,2.42E+00,,,,,,,
137,1.43E+01,1.28E+00,,,,,,,
138,9.69E-01,1.88E+01,,,,,,,
139,2.87E+00,6.34E+00,,,,,,,
140,1.19E+01,1.51E+00,,,,,,,
141,5.10E+00,3.53E+00,,,,,,,
142,2.20E+01,8.12E-01,,,,,,,
143,1.86E+00,9.59E+00,,,,,,,
144,5.07E+00,3.50E+00,,,,,,,
145,2.87E+00,6.17E+00,,,,,,,
146,2.83E+00,6.25E+00,,,,,,,
147,1.80E+01,9.80E-01,,,,,,,
