reference,height,width,stripwidth,
1,1.00E+02,2.48E+01,100,
2,6.43E+01,1.88E+01,,
3,1.00E+02,1.14E+01,,
4,1.00E+02,8.23E+00,,
5,1.00E+02,7.89E+00,,
6,5.54E+01,7.27E+00,,
7,2.61E+01,1.18E+01,,
8,3.45E+01,5.93E+00,,
9,2.58E+01,7.27E+00,,
10,2.37E+01,6.52E+00,,
11,1.92E+01,5.93E+00,,
12,9.58E+00,1.18E+01,,
13,3.70E+01,2.96E+00,,
14,5.41E+01,1.89E+00,,
15,6.13E+01,1.62E+00,,
16,2.48E+01,3.40E+00,,
17,1.88E+01,4.32E+00,,
18,3.57E+01,2.22E+00,,
19,2.62E+01,2.96E+00,,
20,5.25E+01,1.42E+00,,
21,4.75E+01,1.42E+00,,
22,7.63E+01,8.65E-01,,
23,7.63E+01,8.32E-01,,
24,3.87E+01,1.62E+00,,
25,4.63E+01,1.28E+00,,
26,3.68E+01,1.57E+00,,
27,1.60E+01,3.60E+00,,
28,4.63E+01,1.24E+00,,
29,3.73E+01,1.50E+00,,
30,1.88E+01,2.95E+00,,
31,4.28E+01,1.21E+00,,
32,6.32E+01,8.01E-01,,
33,6.32E+01,7.68E-01,,
34,4.59E+01,9.96E-01,,
35,1.22E+01,3.60E+00,,
36,4.59E+01,8.91E-01,,
37,3.57E+01,1.11E+00,,
38,1.15E+01,3.40E+00,,
39,1.32E+01,2.96E+00,,
40,4.01E+01,9.35E-01,,
41,4.00E+01,9.31E-01,,
42,5.72E+01,6.15E-01,,
43,5.72E+01,5.99E-01,,
44,2.28E+01,1.50E+00,,
45,1.00E+01,3.40E+00,,
46,3.62E+01,9.35E-01,,
47,3.64E+01,9.31E-01,,
48,2.11E+01,1.50E+00,,
49,1.87E+01,1.50E+00,,
50,7.42E+00,3.60E+00,,
