Reference,Height,Width,Stripwidth,
1,4.94E+01,5.58E+01,100,
2,2.10E+01,3.44E+01,,
3,1.59E+01,3.44E+01,,
4,3.47E+01,1.41E+01,,
5,1.96E+01,2.14E+01,,
6,1.43E+01,2.14E+01,,
7,1.47E+01,1.41E+01,,
8,1.44E+01,1.41E+01,,
9,1.61E+01,1.25E+01,,
10,1.08E+01,1.41E+01,,
11,1.70E+01,7.19E+00,,
12,1.13E+01,1.04E+01,,
13,3.66E+01,2.41E+00,,
14,8.20E+00,1.06E+01,,
15,6.74E+00,1.22E+01,,
16,4.60E+00,1.76E+01,,
17,2.14E+01,3.53E+00,,
18,1.66E+01,4.50E+00,,
19,5.82E+00,1.28E+01,,
20,7.98E+00,8.31E+00,,
21,2.69E+00,2.35E+01,,
22,5.82E+00,1.07E+01,,
23,1.68E+01,3.63E+00,,
24,1.26E+01,4.43E+00,,
25,2.31E+01,2.37E+00,,
26,2.01E+01,2.68E+00,,
27,2.45E+01,2.17E+00,,
28,1.68E+01,3.15E+00,,
29,3.66E+01,1.41E+00,,
30,2.47E+00,2.08E+01,,
31,6.17E+00,8.31E+00,,
32,2.31E+01,2.21E+00,,
33,4.20E+00,1.22E+01,,
34,1.49E+01,3.38E+00,,
35,4.50E+01,1.12E+00,,
36,2.41E+00,2.08E+01,,
37,3.51E+00,1.41E+01,,
38,6.17E+00,8.02E+00,,
39,1.49E+01,3.30E+00,,
40,1.54E+00,3.17E+01,,
41,5.88E+00,8.20E+00,,
42,1.26E+01,3.77E+00,,
43,9.94E+00,4.61E+00,,
44,1.49E+01,3.06E+00,,
45,2.95E+01,1.52E+00,,
46,2.14E+00,2.08E+01,,
47,2.06E+00,2.08E+01,,
48,2.31E+01,1.84E+00,,
49,9.02E+00,4.64E+00,,
50,2.31E+01,1.77E+00,,
51,1.27E+01,3.15E+00,,
52,5.19E+00,7.69E+00,,
53,1.08E+01,3.63E+00,,
54,1.88E+00,2.08E+01,,
55,1.84E+00,2.08E+01,,
56,8.50E-01,4.48E+01,,
57,1.54E+00,2.47E+01,,
58,8.10E+00,4.67E+00,,
59,3.42E+00,1.10E+01,,
60,1.34E+01,2.76E+00,,
61,5.65E+00,6.53E+00,,
62,1.55E+00,2.35E+01,,
63,9.94E+00,3.58E+00,,
64,3.04E+00,1.16E+01,,
65,1.54E+00,2.28E+01,,
66,2.53E+00,1.36E+01,,
67,2.45E+01,1.38E+00,,
68,3.42E+00,9.83E+00,,
69,1.55E+00,2.14E+01,,
70,2.32E+01,1.41E+00,,
71,1.66E+01,1.95E+00,,
72,5.19E+00,6.20E+00,,
73,7.74E+00,4.14E+00,,
74,2.35E+00,1.36E+01,,
75,2.32E+01,1.36E+00,,
76,2.45E+01,1.28E+00,,
77,4.60E+00,6.76E+00,,
78,2.54E+00,1.22E+01,,
79,2.65E+00,1.16E+01,,
80,3.66E+01,8.28E-01,,
81,1.28E+00,2.35E+01,,
82,2.45E+01,1.23E+00,,
83,7.13E+00,4.14E+00,,
84,2.64E+01,1.12E+00,,
85,8.10E+00,3.64E+00,,
86,2.63E+01,1.12E+00,,
87,8.50E-01,3.44E+01,,
88,1.66E+01,1.75E+00,,
89,6.82E+00,4.23E+00,,
90,5.65E+00,5.09E+00,,
91,8.10E+00,3.53E+00,,
92,1.34E+00,2.14E+01,,
93,8.20E+00,3.48E+00,,
94,3.66E+01,7.79E-01,,
95,6.71E+00,4.23E+00,,
96,3.66E+01,7.74E-01,,
97,2.76E+01,1.01E+00,,
98,2.45E+01,1.14E+00,,
99,6.53E+00,4.23E+00,,
100,6.17E+00,4.47E+00,,
