Reference,Height,Width,Stripwidth,,,,,,
1,3.34E+01,4.75E+01,100,,,,,,
2,2.39E+01,3.78E+01,,,,,,,
3,2.15E+01,3.13E+01,,,,,,,
4,9.14E+01,5.92E+00,,,,,,,
5,2.15E+01,1.62E+01,,,,,,,
6,2.46E+01,1.36E+01,,,,,,,
7,7.00E+00,4.42E+01,,,,,,,
8,1.77E+01,1.42E+01,,,,,,,
9,6.38E+00,3.78E+01,,,,,,,
10,2.32E+01,1.03E+01,,,,,,,
11,1.66E+01,1.36E+01,,,,,,,
12,4.13E+01,5.04E+00,,,,,,,
13,1.89E+01,1.03E+01,,,,,,,
14,2.59E+01,6.38E+00,,,,,,,
15,1.05E+01,1.42E+01,,,,,,,
16,1.74E+01,8.39E+00,,,,,,,
17,3.73E+01,3.33E+00,,,,,,,
18,4.99E+00,2.47E+01,,,,,,,
19,1.08E+01,1.01E+01,,,,,,,
20,4.57E+00,1.87E+01,,,,,,,
21,6.24E+01,1.33E+00,,,,,,,
22,1.17E+01,6.92E+00,,,,,,,
23,6.23E+01,1.28E+00,,,,,,,
24,2.68E+01,2.83E+00,,,,,,,
25,4.48E+01,1.61E+00,,,,,,,
26,3.59E+00,1.87E+01,,,,,,,
27,1.20E+01,5.53E+00,,,,,,,
28,3.80E+01,1.61E+00,,,,,,,
29,4.28E+01,1.39E+00,,,,,,,
30,3.26E+01,1.76E+00,,,,,,,
31,1.20E+01,4.75E+00,,,,,,,
32,3.28E+00,1.69E+01,,,,,,,
33,2.83E+00,1.88E+01,,,,,,,
34,2.83E+00,1.81E+01,,,,,,,
35,3.65E+01,1.39E+00,,,,,,,
36,8.58E+00,5.92E+00,,,,,,,
37,1.44E+01,3.50E+00,,,,,,,
38,5.82E+00,8.61E+00,,,,,,,
39,1.54E+01,3.15E+00,,,,,,,
40,4.65E+00,1.03E+01,,,,,,,
41,3.11E+01,1.51E+00,,,,,,,
42,3.88E+01,1.21E+00,,,,,,,
43,2.27E+01,2.02E+00,,,,,,,
44,1.90E+01,2.41E+00,,,,,,,
45,1.88E+01,2.41E+00,,,,,,,
46,3.26E+01,1.38E+00,,,,,,,
47,1.43E+01,3.15E+00,,,,,,,
48,2.83E+00,1.59E+01,,,,,,,
49,1.80E+01,2.44E+00,,,,,,,
50,1.16E+01,3.63E+00,,,,,,,
51,2.82E+01,1.49E+00,,,,,,,
52,3.98E+00,1.03E+01,,,,,,,
53,6.23E+01,6.39E-01,,,,,,,
54,6.23E+01,6.39E-01,,,,,,,
55,1.16E+01,3.29E+00,,,,,,,
56,2.03E+00,1.87E+01,,,,,,,
57,6.60E+00,5.74E+00,,,,,,,
58,2.48E+01,1.51E+00,,,,,,,
59,3.55E+01,1.01E+00,,,,,,,
60,2.82E+01,1.27E+00,,,,,,,
61,1.76E+01,2.02E+00,,,,,,,
62,2.25E+01,1.51E+00,,,,,,,
63,1.74E+01,1.88E+00,,,,,,,
64,1.74E+00,1.87E+01,,,,,,,
65,2.42E+01,1.33E+00,,,,,,,
66,5.50E+00,5.53E+00,,,,,,,
67,6.60E+00,4.54E+00,,,,,,,
68,2.26E+00,1.32E+01,,,,,,,
69,1.71E+00,1.69E+01,,,,,,,
70,2.08E+01,1.39E+00,,,,,,,
71,8.27E+00,3.42E+00,,,,,,,
72,3.55E+01,7.96E-01,,,,,,,
73,2.34E+01,1.21E+00,,,,,,,
74,4.37E+00,6.38E+00,,,,,,,
75,1.72E+01,1.61E+00,,,,,,,
76,1.61E+01,1.70E+00,,,,,,,
77,4.99E+00,5.42E+00,,,,,,,
78,4.99E+00,5.35E+00,,,,,,,
79,2.12E+00,1.25E+01,,,,,,,
80,2.20E+01,1.20E+00,,,,,,,
81,4.99E+00,5.25E+00,,,,,,,
82,5.50E+00,4.74E+00,,,,,,,
83,1.97E+01,1.22E+00,,,,,,,
84,1.97E+01,1.22E+00,,,,,,,
85,6.15E+00,3.42E+00,,,,,,,
86,1.38E+01,1.51E+00,,,,,,,
87,1.21E+01,1.70E+00,,,,,,,
88,3.55E+01,5.47E-01,,,,,,,
89,2.83E+00,6.83E+00,,,,,,,
90,2.74E+00,6.82E+00,,,,,,,
91,2.87E+00,6.34E+00,,,,,,,
92,2.20E+01,8.12E-01,,,,,,,
93,1.34E+01,1.33E+00,,,,,,,
94,2.87E+00,6.17E+00,,,,,,,
95,2.83E+00,6.25E+00,,,,,,,
96,2.74E+00,6.40E+00,,,,,,,
97,2.83E+00,6.17E+00,,,,,,,
98,3.55E+01,4.77E-01,,,,,,,
99,2.83E+00,5.86E+00,,,,,,,
100,4.99E+00,3.26E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
