Reference,Height,Width,Stripwidth,
1,5.01E+01,5.62E+01,100,
2,2.71E+01,3.83E+01,,
3,2.44E+01,2.73E+01,,
4,9.31E+00,5.62E+01,,
5,1.64E+01,2.12E+01,,
6,2.72E+01,1.12E+01,,
7,2.72E+01,4.96E+00,,
8,5.45E+00,2.36E+01,,
9,7.63E+00,1.50E+01,,
10,2.79E+00,3.83E+01,,
11,1.05E+01,9.80E+00,,
12,9.95E+00,9.80E+00,,
13,7.63E+00,1.16E+01,,
14,1.05E+01,8.34E+00,,
15,5.45E+00,1.47E+01,,
16,2.72E+01,2.78E+00,,
17,9.70E-01,6.50E+01,,
18,1.55E+01,3.81E+00,,
19,4.57E+00,1.27E+01,,
20,3.80E+00,1.50E+01,,
21,7.02E+00,8.10E+00,,
22,1.78E+01,3.14E+00,,
23,1.57E+00,3.53E+01,,
24,1.21E+01,4.50E+00,,
25,8.64E+00,6.15E+00,,
26,9.47E-01,5.52E+01,,
27,4.57E+00,1.14E+01,,
28,4.44E+00,1.17E+01,,
29,5.91E+00,8.34E+00,,
30,5.02E+01,9.80E-01,,
31,1.86E+01,2.49E+00,,
32,7.68E+00,5.96E+00,,
33,6.78E+00,6.62E+00,,
34,1.66E+00,2.68E+01,,
35,7.68E+00,5.80E+00,,
36,5.02E+01,8.71E-01,,
37,5.89E+00,7.26E+00,,
38,1.45E+01,2.89E+00,,
39,2.80E+00,1.50E+01,,
40,3.18E+00,1.32E+01,,
41,1.22E+00,3.42E+01,,
42,1.48E+01,2.79E+00,,
43,1.48E+01,2.72E+00,,
44,1.64E+01,2.45E+00,,
45,7.29E+00,5.51E+00,,
46,1.47E+00,2.68E+01,,
47,1.66E+00,2.36E+01,,
48,5.02E+01,7.68E-01,,
49,2.72E+01,1.40E+00,,
50,5.02E+01,7.52E-01,,
51,4.57E+00,8.24E+00,,
52,5.89E+00,6.35E+00,,
53,3.06E+00,1.22E+01,,
54,3.20E+00,1.17E+01,,
55,1.02E+01,3.66E+00,,
56,9.47E-01,3.93E+01,,
57,8.92E+00,4.15E+00,,
58,6.12E-01,6.03E+01,,
59,3.80E+00,9.68E+00,,
60,1.27E+01,2.89E+00,,
61,6.05E-01,6.03E+01,,
62,5.02E+01,7.26E-01,,
63,2.72E+01,1.34E+00,,
64,1.02E+00,3.53E+01,,
65,2.72E+01,1.33E+00,,
66,6.78E+00,5.29E+00,,
67,2.70E+00,1.32E+01,,
68,1.64E+01,2.17E+00,,
69,5.02E+01,7.10E-01,,
70,2.95E+00,1.19E+01,,
71,5.02E+01,7.00E-01,,
72,2.72E+01,1.29E+00,,
73,3.06E+00,1.14E+01,,
74,6.70E+00,5.18E+00,,
75,2.80E+00,1.23E+01,,
76,8.48E+00,4.06E+00,,
77,6.24E+00,5.51E+00,,
78,2.95E+00,1.16E+01,,
79,8.48E+00,4.04E+00,,
80,7.55E+00,4.50E+00,,
81,7.54E+00,4.50E+00,,
82,1.26E+00,2.68E+01,,
83,2.72E+01,1.20E+00,,
84,1.11E+01,2.88E+00,,
85,7.52E+00,4.15E+00,,
86,1.90E+00,1.63E+01,,
87,6.70E+00,4.62E+00,,
88,2.72E+01,1.14E+00,,
89,8.38E+00,3.66E+00,,
90,1.90E+00,1.61E+01,,
91,4.92E+00,5.97E+00,,
92,9.35E+00,3.14E+00,,
93,4.92E+00,5.94E+00,,
94,1.11E+01,2.63E+00,,
95,3.80E+00,7.67E+00,,
96,2.72E+01,1.06E+00,,
97,2.72E+01,1.06E+00,,
98,1.03E+01,2.78E+00,,
99,9.70E-01,2.95E+01,,
100,1.03E+01,2.73E+00,,
