Reference,Height,Width,Stripwidth,,,,,,
1,7.13E+01,1.13E+01,100,,,,,,
2,2.59E+01,2.92E+01,,,,,,,
3,7.13E+01,9.71E+00,,,,,,,
4,3.28E+01,1.62E+01,,,,,,,
5,2.61E+01,1.94E+01,,,,,,,
6,5.31E+01,8.95E+00,,,,,,,
7,1.00E+02,4.35E+00,,,,,,,
8,4.52E+01,7.48E+00,,,,,,,
9,1.70E+01,1.95E+01,,,,,,,
10,1.68E+01,1.95E+01,,,,,,,
11,3.84E+01,8.39E+00,,,,,,,
12,1.63E+01,1.94E+01,,,,,,,
13,1.71E+01,1.54E+01,,,,,,,
14,6.15E+01,3.66E+00,,,,,,,
15,2.02E+01,9.28E+00,,,,,,,
16,8.66E+01,2.16E+00,,,,,,,
17,5.49E+00,2.74E+01,,,,,,,
18,7.53E+00,1.95E+01,,,,,,,
19,1.00E+02,1.21E+00,,,,,,,
20,5.66E+00,1.95E+01,,,,,,,
21,2.82E+01,3.89E+00,,,,,,,
22,4.52E+01,2.38E+00,,,,,,,
23,7.68E+00,1.37E+01,,,,,,,
24,5.23E+00,1.95E+01,,,,,,,
25,8.66E+01,1.14E+00,,,,,,,
26,8.91E+01,1.05E+00,,,,,,,
27,4.50E+00,1.94E+01,,,,,,,
28,2.87E+01,2.99E+00,,,,,,,
29,2.53E+01,3.32E+00,,,,,,,
30,2.78E+00,2.92E+01,,,,,,,
31,2.33E+01,3.32E+00,,,,,,,
32,1.35E+01,5.70E+00,,,,,,,
33,6.15E+01,1.23E+00,,,,,,,
34,2.27E+01,3.32E+00,,,,,,,
35,4.66E+00,1.54E+01,,,,,,,
36,1.39E+01,5.07E+00,,,,,,,
37,2.32E+01,2.75E+00,,,,,,,
38,7.07E+00,8.58E+00,,,,,,,
39,9.49E+00,5.70E+00,,,,,,,
40,7.07E+00,7.49E+00,,,,,,,
41,6.15E+01,8.12E-01,,,,,,,
42,4.16E+01,1.08E+00,,,,,,,
43,7.94E+00,5.45E+00,,,,,,,
44,3.61E+01,1.13E+00,,,,,,,
45,3.42E+00,1.07E+01,,,,,,,
46,7.94E+00,4.42E+00,,,,,,,
47,3.84E+01,8.83E-01,,,,,,,
48,1.03E+01,3.21E+00,,,,,,,
49,1.34E+01,2.26E+00,,,,,,,
50,3.42E+00,8.78E+00,,,,,,,
51,4.38E+01,6.68E-01,,,,,,,
52,5.31E+01,5.44E-01,,,,,,,
53,2.54E+01,1.13E+00,,,,,,,
54,3.01E+00,9.28E+00,,,,,,,
55,1.83E+01,1.34E+00,,,,,,,
56,1.66E+01,1.47E+00,,,,,,,
57,7.07E+00,3.43E+00,,,,,,,
58,3.84E+01,5.95E-01,,,,,,,
59,1.47E+00,1.54E+01,,,,,,,
60,2.95E+01,7.26E-01,,,,,,,
61,4.26E+01,4.77E-01,,,,,,,
62,2.39E+01,8.49E-01,,,,,,,
63,4.26E+01,4.38E-01,,,,,,,
64,1.64E+01,1.08E+00,,,,,,,
65,9.10E-01,1.95E+01,,,,,,,
66,2.28E+01,7.32E-01,,,,,,,
67,1.14E+01,1.34E+00,,,,,,,
68,1.03E+01,1.49E+00,,,,,,,
69,1.34E+01,1.13E+00,,,,,,,
70,5.85E+00,2.51E+00,,,,,,,
71,9.45E+00,1.47E+00,,,,,,,
72,9.38E+00,1.47E+00,,,,,,,
73,1.01E+01,1.34E+00,,,,,,,
74,1.25E+01,1.08E+00,,,,,,,
75,2.43E+01,5.53E-01,,,,,,,
76,8.60E+00,1.47E+00,,,,,,,
77,7.68E+00,1.63E+00,,,,,,,
78,1.46E+01,8.49E-01,,,,,,,
79,2.97E+00,4.16E+00,,,,,,,
80,1.78E+01,6.75E-01,,,,,,,
81,2.82E+01,4.21E-01,,,,,,,
82,2.87E+01,4.07E-01,,,,,,,
83,1.57E+01,7.32E-01,,,,,,,
84,1.09E+01,1.05E+00,,,,,,,
85,4.71E+00,2.40E+00,,,,,,,
86,1.64E+01,6.68E-01,,,,,,,
87,2.82E+01,3.84E-01,,,,,,,
88,2.95E+01,3.58E-01,,,,,,,
89,2.87E+01,3.55E-01,,,,,,,
90,7.53E+00,1.35E+00,,,,,,,
91,1.83E+01,5.53E-01,,,,,,,
92,8.61E+00,1.13E+00,,,,,,,
93,8.53E+00,1.13E+00,,,,,,,
94,2.87E+01,3.20E-01,,,,,,,
95,1.36E+01,6.75E-01,,,,,,,
96,1.60E+00,5.70E+00,,,,,,,
97,8.01E+00,1.13E+00,,,,,,,
98,1.39E+01,6.34E-01,,,,,,,
99,7.53E+00,1.16E+00,,,,,,,
100,4.71E+00,1.76E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
