Reference,Height,Width,StripWidth,,,,,,
1,9.48E+00,9.68E+01,100,,,,,,
2,7.16E+00,9.68E+01,,,,,,,
3,1.61E+01,2.99E+01,,,,,,,
4,1.13E+01,3.59E+01,,,,,,,
5,1.40E+01,2.43E+01,,,,,,,
6,1.61E+01,1.96E+01,,,,,,,
7,2.37E+01,9.50E+00,,,,,,,
8,3.51E+01,6.39E+00,,,,,,,
9,5.44E+00,3.95E+01,,,,,,,
10,9.10E+00,2.30E+01,,,,,,,
11,9.01E+00,2.30E+01,,,,,,,
12,3.61E+00,5.33E+01,,,,,,,
13,8.69E+00,1.63E+01,,,,,,,
14,1.76E+00,7.45E+01,,,,,,,
15,7.34E+00,1.78E+01,,,,,,,
16,2.10E+01,5.42E+00,,,,,,,
17,4.61E+00,2.30E+01,,,,,,,
18,2.77E+00,3.63E+01,,,,,,,
19,2.92E+00,2.91E+01,,,,,,,
20,6.35E+00,1.34E+01,,,,,,,
21,2.51E+00,3.38E+01,,,,,,,
22,8.61E+00,9.63E+00,,,,,,,
23,8.61E+00,9.42E+00,,,,,,,
24,6.78E+00,1.19E+01,,,,,,,
25,3.30E+00,2.43E+01,,,,,,,
26,8.74E+00,8.41E+00,,,,,,,
27,8.64E+00,7.63E+00,,,,,,,
28,1.67E+00,3.95E+01,,,,,,,
29,1.13E+01,5.75E+00,,,,,,,
30,9.64E-01,6.39E+01,,,,,,,
31,2.51E+00,2.32E+01,,,,,,,
32,1.73E+01,3.01E+00,,,,,,,
33,4.31E+00,1.17E+01,,,,,,,
34,1.73E+01,2.78E+00,,,,,,,
35,1.71E+00,2.81E+01,,,,,,,
36,2.33E+00,2.01E+01,,,,,,,
37,1.73E+01,2.55E+00,,,,,,,
38,1.25E+01,3.50E+00,,,,,,,
39,1.85E+01,2.33E+00,,,,,,,
40,1.19E+00,3.63E+01,,,,,,,
41,1.81E+00,2.35E+01,,,,,,,
42,1.49E+00,2.65E+01,,,,,,,
43,7.04E-01,5.33E+01,,,,,,,
44,1.10E+01,3.14E+00,,,,,,,
45,2.17E+00,1.49E+01,,,,,,,
46,1.10E+00,2.93E+01,,,,,,,
47,1.20E+00,2.66E+01,,,,,,,
48,1.71E+00,1.86E+01,,,,,,,
49,7.62E+00,4.16E+00,,,,,,,
50,1.28E+00,2.46E+01,,,,,,,
51,1.13E+01,2.74E+00,,,,,,,
52,3.51E+01,8.72E-01,,,,,,,
53,2.12E+01,1.44E+00,,,,,,,
54,1.04E+00,2.93E+01,,,,,,,
55,2.02E+00,1.49E+01,,,,,,,
56,1.73E+01,1.72E+00,,,,,,,
57,1.56E+00,1.90E+01,,,,,,,
58,1.56E+00,1.89E+01,,,,,,,
59,2.34E+00,1.26E+01,,,,,,,
60,1.97E+00,1.49E+01,,,,,,,
61,2.99E+00,9.79E+00,,,,,,,
62,6.10E-01,4.76E+01,,,,,,,
63,1.26E+00,2.30E+01,,,,,,,
64,6.35E+00,4.53E+00,,,,,,,
65,2.26E+00,1.26E+01,,,,,,,
66,2.26E+00,1.26E+01,,,,,,,
67,7.62E+00,3.74E+00,,,,,,,
68,1.65E+01,1.72E+00,,,,,,,
69,1.56E+00,1.81E+01,,,,,,,
70,9.00E+00,3.13E+00,,,,,,,
71,1.07E+00,2.62E+01,,,,,,,
72,1.71E+00,1.63E+01,,,,,,,
73,1.56E+00,1.79E+01,,,,,,,
74,7.23E+00,3.84E+00,,,,,,,
75,1.68E+00,1.63E+01,,,,,,,
76,2.76E+00,9.79E+00,,,,,,,
77,1.07E+00,2.50E+01,,,,,,,
78,3.51E+01,7.61E-01,,,,,,,
79,1.07E+00,2.48E+01,,,,,,,
80,1.24E+00,2.13E+01,,,,,,,
81,1.85E+01,1.43E+00,,,,,,,
82,1.00E+00,2.63E+01,,,,,,,
83,2.68E+00,9.79E+00,,,,,,,
84,2.29E+00,1.15E+01,,,,,,,
85,2.50E+01,1.05E+00,,,,,,,
86,2.92E+00,8.92E+00,,,,,,,
87,1.81E+01,1.44E+00,,,,,,,
88,1.56E+00,1.66E+01,,,,,,,
89,9.86E-01,2.63E+01,,,,,,,
90,1.81E+00,1.42E+01,,,,,,,
91,1.71E+00,1.48E+01,,,,,,,
92,1.73E+01,1.41E+00,,,,,,,
93,1.14E+00,2.14E+01,,,,,,,
94,3.29E+00,7.33E+00,,,,,,,
95,8.69E+00,2.75E+00,,,,,,,
96,6.78E+00,3.51E+00,,,,,,,
97,1.24E+00,1.91E+01,,,,,,,
98,2.26E+01,1.05E+00,,,,,,,
99,4.66E+00,5.07E+00,,,,,,,
100,3.44E+01,6.77E-01,,,,,,,
101,1.62E+00,1.41E+01,,,,,,,
102,9.29E-01,2.45E+01,,,,,,,
103,1.68E+00,1.34E+01,,,,,,,
104,1.07E+00,2.08E+01,,,,,,,
105,1.73E+01,1.29E+00,,,,,,,
106,2.28E+00,9.53E+00,,,,,,,
107,2.57E+00,8.41E+00,,,,,,,
108,3.18E+01,6.77E-01,,,,,,,
109,1.10E+01,1.95E+00,,,,,,,
110,1.28E+00,1.67E+01,,,,,,,
111,2.68E+01,7.90E-01,,,,,,,
112,4.31E+00,4.90E+00,,,,,,,
113,1.81E+00,1.16E+01,,,,,,,
114,3.51E+00,5.91E+00,,,,,,,
115,8.44E-01,2.45E+01,,,,,,,
116,9.00E+00,2.29E+00,,,,,,,
117,6.57E-01,3.14E+01,,,,,,,
118,1.76E+00,1.17E+01,,,,,,,
119,5.20E-01,3.95E+01,,,,,,,
120,2.67E+00,7.63E+00,,,,,,,
121,1.01E+01,2.02E+00,,,,,,,
122,1.13E+00,1.79E+01,,,,,,,
123,1.81E+00,1.11E+01,,,,,,,
124,6.98E+00,2.86E+00,,,,,,,
125,2.29E+00,8.66E+00,,,,,,,
126,6.32E+00,3.13E+00,,,,,,,
127,3.96E+00,4.98E+00,,,,,,,
128,1.86E+01,1.05E+00,,,,,,,
129,2.41E+00,8.09E+00,,,,,,,
130,1.73E+01,1.12E+00,,,,,,,
131,1.20E+00,1.62E+01,,,,,,,
132,2.03E+01,9.47E-01,,,,,,,
133,2.28E+00,8.37E+00,,,,,,,
134,1.34E+00,1.41E+01,,,,,,,
135,1.56E+00,1.21E+01,,,,,,,
136,1.56E+00,1.21E+01,,,,,,,
137,9.28E-01,2.01E+01,,,,,,,
138,6.58E-01,2.84E+01,,,,,,,
139,9.64E-01,1.93E+01,,,,,,,
140,4.66E+00,3.97E+00,,,,,,,
141,4.61E+00,4.01E+00,,,,,,,
142,4.31E+00,4.26E+00,,,,,,,
143,1.34E+00,1.37E+01,,,,,,,
144,4.61E+00,3.98E+00,,,,,,,
145,3.59E+00,5.06E+00,,,,,,,
146,4.31E+00,4.21E+00,,,,,,,
147,4.72E+00,3.84E+00,,,,,,,
148,6.82E-01,2.65E+01,,,,,,,
149,6.20E-01,2.90E+01,,,,,,,
150,9.26E-01,1.94E+01,,,,,,,
151,1.68E+00,1.06E+01,,,,,,,
152,6.58E-01,2.71E+01,,,,,,,
153,1.82E+00,9.79E+00,,,,,,,
154,3.29E+00,5.32E+00,,,,,,,
155,1.29E+00,1.35E+01,,,,,,,
156,7.70E-01,2.26E+01,,,,,,,
157,2.68E+01,6.49E-01,,,,,,,
158,1.34E+00,1.29E+01,,,,,,,
159,8.46E-01,2.03E+01,,,,,,,
160,8.48E+00,2.02E+00,,,,,,,
161,6.78E+00,2.52E+00,,,,,,,
162,5.41E-01,3.14E+01,,,,,,,
163,5.90E+00,2.86E+00,,,,,,,
164,5.23E-01,3.22E+01,,,,,,,
165,7.34E+00,2.28E+00,,,,,,,
166,9.24E-01,1.81E+01,,,,,,,
167,4.79E+00,3.50E+00,,,,,,,
168,1.70E+00,9.79E+00,,,,,,,
169,3.38E+01,4.92E-01,,,,,,,
170,6.32E-01,2.63E+01,,,,,,,
171,2.81E+00,5.91E+00,,,,,,,
172,4.27E-01,3.87E+01,,,,,,,
173,1.22E+00,1.35E+01,,,,,,,
174,7.70E-01,2.14E+01,,,,,,,
175,8.48E-01,1.94E+01,,,,,,,
176,6.20E-01,2.65E+01,,,,,,,
177,8.59E-01,1.91E+01,,,,,,,
178,8.54E-01,1.91E+01,,,,,,,
179,2.41E+00,6.78E+00,,,,,,,
180,2.62E+00,6.21E+00,,,,,,,
181,4.19E-01,3.87E+01,,,,,,,
182,7.62E+00,2.13E+00,,,,,,,
183,3.19E+00,5.06E+00,,,,,,,
184,8.90E-01,1.81E+01,,,,,,,
185,4.61E+00,3.45E+00,,,,,,,
186,5.08E+00,3.11E+00,,,,,,,
187,1.35E+01,9.47E-01,,,,,,,
188,4.61E+00,2.69E+00,,,,,,,
189,1.66E+01,7.29E-01,,,,,,,
190,4.44E-01,2.65E+01,,,,,,,
191,5.08E+00,2.31E+00,,,,,,,
192,1.66E+01,7.00E-01,,,,,,,
193,4.55E-01,2.42E+01,,,,,,,
194,6.16E-01,1.66E+01,,,,,,,
195,1.14E+00,8.82E+00,,,,,,,
196,6.16E-01,1.56E+01,,,,,,,
197,3.91E-01,2.42E+01,,,,,,,
198,8.83E-01,1.07E+01,,,,,,,
199,8.75E-01,1.07E+01,,,,,,,
200,1.14E+00,8.19E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
