reference,height,width,stripwidth,
1,5.77E+01,3.71E+01,100,
2,1.00E+02,1.94E+01,,
3,5.96E+01,1.40E+01,,
4,9.72E+01,8.13E+00,,
5,6.52E+01,1.03E+01,,
6,3.66E+01,8.86E+00,,
7,7.94E+00,3.71E+01,,
8,9.72E+01,2.38E+00,,
9,2.98E+01,7.74E+00,,
10,9.72E+01,2.29E+00,,
11,2.65E+01,7.33E+00,,
12,3.66E+01,5.11E+00,,
13,1.81E+01,9.00E+00,,
14,1.63E+01,9.00E+00,,
15,1.17E+01,1.09E+01,,
16,1.56E+01,7.35E+00,,
17,4.47E+01,2.28E+00,,
18,2.06E+01,4.15E+00,,
19,2.65E+01,2.93E+00,,
20,7.13E+00,1.09E+01,,
21,3.44E+01,1.84E+00,,
22,5.78E+00,1.03E+01,,
23,3.82E+00,1.40E+01,,
24,3.44E+01,1.46E+00,,
25,2.24E+01,2.16E+00,,
26,3.44E+01,1.40E+00,,
27,3.18E+01,1.45E+00,,
28,2.24E+01,1.99E+00,,
29,5.25E+01,8.29E-01,,
30,1.31E+01,3.13E+00,,
31,9.87E+00,4.15E+00,,
32,8.89E+00,4.15E+00,,
33,4.57E+00,7.74E+00,,
34,6.79E+00,4.82E+00,,
35,1.65E+00,1.92E+01,,
36,8.88E+00,3.51E+00,,
37,2.07E+01,1.45E+00,,
38,1.18E+01,2.27E+00,,
39,6.36E+00,4.15E+00,,
40,6.32E+00,4.15E+00,,
41,2.46E+00,1.03E+01,,
42,9.65E+00,2.48E+00,,
43,6.71E+00,3.51E+00,,
44,5.63E+00,4.15E+00,,
45,4.83E+00,4.82E+00,,
46,1.18E+00,1.92E+01,,
47,9.65E+00,2.34E+00,,
48,5.35E+00,4.15E+00,,
49,1.18E+01,1.88E+00,,
50,1.31E+01,1.68E+00,,
