Reference,Height,Width,StripWidth,
1,1.76E+01,4.66E+01,100,
2,2.82E+01,2.43E+01,,
3,1.28E+01,3.97E+01,,
4,2.70E+01,1.63E+01,,
5,1.43E+01,2.96E+01,,
6,1.44E+01,2.71E+01,,
7,1.15E+01,3.23E+01,,
8,6.10E+00,5.19E+01,,
9,4.24E+00,7.44E+01,,
10,5.81E+00,4.31E+01,,
11,2.19E+01,1.06E+01,,
12,6.60E+00,3.23E+01,,
13,1.89E+01,1.05E+01,,
14,1.17E+01,1.62E+01,,
15,5.63E+00,3.23E+01,,
16,6.18E+00,2.71E+01,,
17,2.41E+01,6.25E+00,,
18,6.53E+00,2.19E+01,,
19,1.88E+01,6.42E+00,,
20,2.21E+00,5.19E+01,,
21,2.33E+01,4.88E+00,,
22,2.57E+01,3.68E+00,,
23,1.76E+01,5.31E+00,,
24,2.93E+00,2.83E+01,,
25,5.52E+00,1.44E+01,,
26,5.52E+00,1.25E+01,,
27,6.53E+00,9.63E+00,,
28,1.12E+00,5.19E+01,,
29,4.94E+00,1.16E+01,,
30,2.17E+00,2.43E+01,,
31,5.67E+00,8.33E+00,,
32,2.67E+01,1.67E+00,,
33,1.66E+01,2.67E+00,,
34,4.05E+01,1.06E+00,,
35,2.30E+00,1.85E+01,,
36,2.67E+01,1.57E+00,,
37,2.67E+01,1.57E+00,,
38,1.68E+00,2.43E+01,,
39,4.70E+00,8.59E+00,,
40,4.70E+00,8.33E+00,,
41,1.43E+01,2.68E+00,,
42,3.26E+01,1.16E+00,,
43,5.63E+00,6.42E+00,,
44,7.18E+00,5.03E+00,,
45,1.33E+00,2.69E+01,,
46,2.67E+01,1.30E+00,,
47,3.93E+00,8.33E+00,,
48,1.60E+01,2.02E+00,,
49,1.28E+01,2.50E+00,,
50,1.02E+00,2.90E+01,,
51,3.63E+01,7.55E-01,,
52,1.66E+01,1.63E+00,,
53,8.98E+00,3.01E+00,,
54,7.97E+00,3.38E+00,,
55,2.51E+00,1.06E+01,,
56,3.94E+00,6.65E+00,,
57,3.26E+01,7.85E-01,,
58,8.98E+00,2.78E+00,,
59,1.39E+01,1.79E+00,,
60,4.47E+00,5.56E+00,,
61,8.80E+00,2.82E+00,,
62,1.03E+01,2.35E+00,,
63,1.47E+01,1.63E+00,,
64,3.26E+01,7.35E-01,,
65,7.48E+00,3.09E+00,,
66,5.60E+00,4.12E+00,,
67,1.40E+01,1.64E+00,,
68,1.92E+01,1.20E+00,,
69,2.93E+00,7.74E+00,,
70,8.38E-01,2.69E+01,,
71,1.08E+01,2.00E+00,,
72,2.33E+01,9.15E-01,,
73,9.20E-01,2.26E+01,,
74,3.00E+01,6.70E-01,,
75,2.57E+01,7.63E-01,,
76,2.30E+00,8.34E+00,,
77,1.89E+01,1.01E+00,,
78,6.48E-01,2.94E+01,,
79,1.40E+01,1.35E+00,,
80,2.97E+00,6.25E+00,,
81,1.02E+00,1.80E+01,,
82,4.05E+01,4.49E-01,,
83,2.57E+01,6.90E-01,,
84,3.40E+00,5.21E+00,,
85,6.48E-01,2.68E+01,,
86,4.05E+01,4.28E-01,,
87,1.92E+01,8.78E-01,,
88,2.90E+00,5.80E+00,,
89,1.60E+01,1.04E+00,,
90,1.01E+01,1.65E+00,,
91,1.08E+01,1.52E+00,,
92,2.45E+00,6.66E+00,,
93,2.65E+01,6.13E-01,,
94,1.40E+01,1.15E+00,,
95,9.20E-01,1.73E+01,,
96,2.55E+01,6.24E-01,,
97,3.00E+01,5.28E-01,,
98,1.84E+00,8.59E+00,,
99,7.98E-01,1.97E+01,,
100,2.20E+01,7.13E-01,,
101,1.22E+00,1.27E+01,,
102,4.68E+00,3.28E+00,,
103,3.00E+01,5.08E-01,,
104,1.21E+01,1.26E+00,,
105,1.51E+01,1.00E+00,,
106,1.05E+01,1.44E+00,,
107,1.58E+01,9.53E-01,,
108,9.20E-01,1.63E+01,,
109,2.43E+01,6.13E-01,,
110,6.30E+00,2.35E+00,,
111,2.37E+01,6.24E-01,,
112,2.41E+01,6.15E-01,,
113,5.48E+00,2.70E+00,,
114,1.66E+01,8.87E-01,,
115,1.22E+00,1.20E+01,,
116,2.67E+01,5.50E-01,,
117,6.07E+00,2.41E+00,,
118,1.66E+01,8.78E-01,,
119,1.01E+01,1.45E+00,,
120,5.48E+00,2.65E+00,,
121,2.17E+00,6.65E+00,,
122,2.45E+00,5.89E+00,,
123,6.26E+00,2.28E+00,,
124,1.71E+00,8.33E+00,,
125,1.21E+01,1.16E+00,,
126,2.52E+01,5.55E-01,,
127,2.57E+01,5.35E-01,,
128,8.30E+00,1.64E+00,,
129,1.89E+01,7.17E-01,,
130,1.05E+01,1.29E+00,,
131,2.67E+00,5.03E+00,,
132,5.51E+00,2.41E+00,,
133,8.80E+00,1.51E+00,,
134,1.22E+00,1.07E+01,,
135,2.52E+01,5.18E-01,,
136,8.80E+00,1.48E+00,,
137,4.47E+00,2.90E+00,,
138,1.49E+01,8.56E-01,,
139,2.57E+01,4.97E-01,,
140,1.40E+01,8.85E-01,,
141,1.18E+00,1.04E+01,,
142,6.74E+00,1.79E+00,,
143,1.35E+01,8.95E-01,,
144,5.60E+00,2.12E+00,,
145,1.25E+01,9.53E-01,,
146,4.68E+00,2.52E+00,,
147,8.41E-01,1.39E+01,,
148,1.74E+00,6.65E+00,,
149,8.80E+00,1.31E+00,,
150,1.33E+01,8.56E-01,,
151,1.53E+00,7.46E+00,,
152,1.28E+01,8.85E-01,,
153,1.35E+01,8.35E-01,,
154,6.92E-01,1.62E+01,,
155,2.57E+01,4.36E-01,,
156,1.18E+01,9.42E-01,,
157,3.00E+01,3.70E-01,,
158,3.85E+00,2.87E+00,,
159,1.18E+00,9.34E+00,,
160,2.41E+01,4.58E-01,,
161,1.51E+01,7.29E-01,,
162,9.47E-01,1.16E+01,,
163,8.41E-01,1.29E+01,,
164,2.08E+00,5.21E+00,,
165,1.22E+00,8.80E+00,,
166,1.53E+00,7.04E+00,,
167,4.72E+00,2.28E+00,,
168,6.74E+00,1.58E+00,,
169,1.51E+00,7.06E+00,,
170,4.40E+00,2.41E+00,,
171,5.51E+00,1.92E+00,,
172,6.40E+00,1.64E+00,,
173,4.57E+00,2.28E+00,,
174,8.97E-01,1.16E+01,,
175,2.88E+01,3.60E-01,,
176,2.88E+01,3.53E-01,,
177,8.80E+00,1.15E+00,,
178,1.18E+01,8.52E-01,,
179,1.05E+01,9.59E-01,,
180,1.42E+00,7.06E+00,,
181,7.28E+00,1.36E+00,,
182,7.23E+00,1.36E+00,,
183,1.37E+01,7.17E-01,,
184,6.53E+00,1.50E+00,,
185,1.29E+01,7.55E-01,,
186,3.16E+00,3.09E+00,,
187,5.51E+00,1.76E+00,,
188,7.11E+00,1.36E+00,,
189,6.53E+00,1.47E+00,,
190,1.53E+00,6.29E+00,,
191,8.14E+00,1.17E+00,,
192,6.95E+00,1.36E+00,,
193,3.91E+00,2.42E+00,,
194,1.02E+00,9.28E+00,,
195,4.74E-01,1.97E+01,,
196,4.47E+00,2.09E+00,,
197,5.60E+00,1.66E+00,,
198,4.08E+00,2.28E+00,,
199,1.53E+00,6.07E+00,,
200,7.87E+00,1.17E+00,,
