Reference,Height,Width,StripWidth,,,,,,
1,3.31E+01,5.14E+01,100,,,,,,
2,4.55E+01,1.89E+01,,,,,,,
3,5.56E+00,7.39E+01,,,,,,,
4,1.24E+01,2.39E+01,,,,,,,
5,1.07E+01,2.49E+01,,,,,,,
6,6.62E+01,3.34E+00,,,,,,,
7,1.66E+01,1.29E+01,,,,,,,
8,1.24E+01,1.71E+01,,,,,,,
9,4.41E+01,3.78E+00,,,,,,,
10,6.96E+00,2.02E+01,,,,,,,
11,6.62E+01,1.93E+00,,,,,,,
12,1.19E+01,8.83E+00,,,,,,,
13,3.31E+01,2.87E+00,,,,,,,
14,8.12E+00,1.09E+01,,,,,,,
15,6.62E+01,1.28E+00,,,,,,,
16,3.63E+01,2.27E+00,,,,,,,
17,6.75E+00,1.09E+01,,,,,,,
18,2.65E+00,2.49E+01,,,,,,,
19,8.88E+00,7.36E+00,,,,,,,
20,1.67E+01,3.65E+00,,,,,,,
21,6.43E+00,9.17E+00,,,,,,,
22,8.52E+00,6.69E+00,,,,,,,
23,7.95E+00,7.16E+00,,,,,,,
24,1.24E+01,4.54E+00,,,,,,,
25,1.24E+01,4.42E+00,,,,,,,
26,3.63E+01,1.38E+00,,,,,,,
27,1.08E+00,4.41E+01,,,,,,,
28,6.62E+01,7.12E-01,,,,,,,
29,7.17E+00,6.55E+00,,,,,,,
30,2.28E+00,1.96E+01,,,,,,,
31,8.52E+00,5.11E+00,,,,,,,
32,3.21E+01,1.28E+00,,,,,,,
33,9.75E+00,4.22E+00,,,,,,,
34,9.06E+00,4.51E+00,,,,,,,
35,1.30E+00,3.10E+01,,,,,,,
36,6.54E+00,5.89E+00,,,,,,,
37,3.88E+00,9.86E+00,,,,,,,
38,4.55E+01,8.26E-01,,,,,,,
39,6.96E+00,5.16E+00,,,,,,,
40,8.52E+00,4.21E+00,,,,,,,
41,3.28E+00,1.09E+01,,,,,,,
42,1.14E+01,3.11E+00,,,,,,,
43,1.51E+00,2.33E+01,,,,,,,
44,2.69E+00,1.28E+01,,,,,,,
45,3.11E+00,1.09E+01,,,,,,,
46,5.74E+00,5.89E+00,,,,,,,
47,1.23E+01,2.73E+00,,,,,,,
48,5.31E+00,6.23E+00,,,,,,,
49,5.70E+00,5.77E+00,,,,,,,
50,1.06E+00,3.10E+01,,,,,,,
51,8.40E+00,3.81E+00,,,,,,,
52,7.87E-01,4.04E+01,,,,,,,
53,3.98E+00,7.98E+00,,,,,,,
