reference,height,width,stripwidth,,,,,,
1,4.93E+01,2.48E+01,100,,,,,,
2,4.72E+01,2.48E+01,,,,,,,
3,1.32E+01,5.11E+01,,,,,,,
4,7.57E+01,7.74E+00,,,,,,,
5,6.89E+01,8.00E+00,,,,,,,
6,3.12E+01,1.55E+01,,,,,,,
7,1.00E+02,4.61E+00,,,,,,,
8,1.31E+01,3.39E+01,,,,,,,
9,1.32E+01,3.09E+01,,,,,,,
10,1.80E+01,1.81E+01,,,,,,,
11,1.82E+01,1.55E+01,,,,,,,
12,1.00E+02,2.46E+00,,,,,,,
13,1.80E+01,1.35E+01,,,,,,,
14,4.72E+01,5.00E+00,,,,,,,
15,5.63E+00,3.84E+01,,,,,,,
16,4.72E+01,4.49E+00,,,,,,,
17,1.31E+01,1.30E+01,,,,,,,
18,2.08E+01,7.74E+00,,,,,,,
19,1.20E+01,1.34E+01,,,,,,,
20,5.31E+01,2.68E+00,,,,,,,
21,1.46E+01,8.62E+00,,,,,,,
22,1.81E+01,6.78E+00,,,,,,,
23,1.88E+01,6.31E+00,,,,,,,
24,1.46E+01,8.05E+00,,,,,,,
25,1.53E+01,7.65E+00,,,,,,,
26,3.11E+01,3.03E+00,,,,,,,
27,3.93E+00,2.35E+01,,,,,,,
28,2.12E+00,3.43E+01,,,,,,,
29,5.63E+00,1.26E+01,,,,,,,
30,7.78E+00,7.65E+00,,,,,,,
31,1.80E+01,3.26E+00,,,,,,,
32,1.31E+01,4.21E+00,,,,,,,
33,1.58E+01,2.68E+00,,,,,,,
34,1.20E+01,3.30E+00,,,,,,,
35,5.58E+00,7.04E+00,,,,,,,
36,8.46E+00,4.20E+00,,,,,,,
37,1.39E+00,2.35E+01,,,,,,,
38,4.11E+00,7.65E+00,,,,,,,
39,5.58E+00,5.45E+00,,,,,,,
40,3.89E+00,7.72E+00,,,,,,,
41,3.88E+00,7.65E+00,,,,,,,
42,3.54E+00,7.74E+00,,,,,,,
43,1.80E+01,1.44E+00,,,,,,,
44,7.09E-01,3.63E+01,,,,,,,
45,5.58E+00,4.06E+00,,,,,,,
46,8.46E+00,2.58E+00,,,,,,,
47,5.58E+00,3.53E+00,,,,,,,
48,1.88E+01,9.98E-01,,,,,,,
49,5.58E+00,3.14E+00,,,,,,,
50,1.69E+00,7.72E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
