Reference,Height,Width,StripWidth,
1,3.78E+01,2.90E+01,100,
2,4.08E+01,2.21E+01,,
3,3.61E+01,1.52E+01,,
4,4.08E+01,1.32E+01,,
5,2.03E+01,1.51E+01,,
6,2.03E+01,1.07E+01,,
7,3.60E+01,5.90E+00,,
8,2.48E+01,8.47E+00,,
9,2.48E+01,8.19E+00,,
10,1.36E+01,1.34E+01,,
11,1.41E+01,1.23E+01,,
12,6.38E+00,2.44E+01,,
13,1.59E+01,8.28E+00,,
14,8.71E+00,1.51E+01,,
15,4.90E+00,2.67E+01,,
16,4.63E+01,2.09E+00,,
17,3.05E+00,2.67E+01,,
18,9.85E+00,8.24E+00,,
19,4.32E+01,1.77E+00,,
20,3.19E+01,2.31E+00,,
21,3.60E+01,2.03E+00,,
22,4.67E+00,1.52E+01,,
23,1.22E+01,5.77E+00,,
24,1.75E+01,3.95E+00,,
25,2.48E+01,2.67E+00,,
26,1.75E+01,3.78E+00,,
27,4.63E+01,1.40E+00,,
28,7.26E+00,7.93E+00,,
29,3.69E+00,1.56E+01,,
30,3.76E+00,1.52E+01,,
31,2.69E+00,1.97E+01,,
32,1.24E+01,4.21E+00,,
33,2.48E+01,1.86E+00,,
34,7.52E+00,6.08E+00,,
35,4.35E+00,1.05E+01,,
36,4.63E+01,9.66E-01,,
37,4.63E+01,9.55E-01,,
38,5.37E+00,8.24E+00,,
39,1.65E+00,2.67E+01,,
40,1.30E+01,3.22E+00,,
41,3.34E+01,1.24E+00,,
42,2.15E+00,1.92E+01,,
43,8.58E+00,4.82E+00,,
44,2.22E+00,1.82E+01,,
45,1.25E+00,3.09E+01,,
46,4.35E+00,8.75E+00,,
47,1.24E+01,2.98E+00,,
48,6.15E+00,5.85E+00,,
49,9.76E+00,3.60E+00,,
50,3.38E+00,1.02E+01,,
51,2.07E+00,1.59E+01,,
52,4.47E+01,7.28E-01,,
53,5.34E+00,5.77E+00,,
54,5.14E+00,5.85E+00,,
55,5.03E+00,5.85E+00,,
56,6.38E-01,4.53E+01,,
57,9.61E+00,2.96E+00,,
58,1.01E+01,2.80E+00,,
59,8.35E+00,3.36E+00,,
60,4.63E+01,5.89E-01,,
61,2.57E+01,1.06E+00,,
62,2.20E+01,1.24E+00,,
63,2.53E+01,1.07E+00,,
64,5.43E+00,4.89E+00,,
65,2.05E+01,1.27E+00,,
66,5.73E-01,4.53E+01,,
67,1.19E+01,2.15E+00,,
68,9.57E-01,2.67E+01,,
69,2.48E+01,1.03E+00,,
70,1.30E+01,1.93E+00,,
71,3.00E+00,8.31E+00,,
72,3.11E+00,7.93E+00,,
73,4.63E+01,5.31E-01,,
74,2.16E+01,1.12E+00,,
75,1.52E+00,1.59E+01,,
76,7.52E+00,3.20E+00,,
77,5.81E+00,4.11E+00,,
78,8.68E-01,2.74E+01,,
79,9.76E+00,2.43E+00,,
80,2.55E+00,9.28E+00,,
81,2.66E+01,8.85E-01,,
82,6.66E-01,3.53E+01,,
83,1.24E+01,1.87E+00,,
84,3.38E+00,6.86E+00,,
85,4.22E+01,5.48E-01,,
86,1.01E+01,2.28E+00,,
87,2.42E+01,9.54E-01,,
88,6.86E+00,3.36E+00,,
89,3.92E+00,5.87E+00,,
90,4.47E+01,5.14E-01,,
91,6.82E+00,3.36E+00,,
92,1.30E+01,1.75E+00,,
93,1.26E+01,1.77E+00,,
94,2.73E+01,8.16E-01,,
95,2.68E+01,8.26E-01,,
96,1.94E+01,1.12E+00,,
97,4.22E+01,5.16E-01,,
98,2.44E+01,8.86E-01,,
99,1.75E+00,1.23E+01,,
100,1.30E+01,1.64E+00,,
101,3.11E+00,6.82E+00,,
102,3.73E+01,5.68E-01,,
103,1.70E+00,1.24E+01,,
104,5.99E-01,3.53E+01,,
105,3.00E+00,6.76E+00,,
106,8.77E+00,2.31E+00,,
107,3.51E+00,5.78E+00,,
108,2.00E+01,1.01E+00,,
109,1.23E+00,1.62E+01,,
110,2.03E+01,9.82E-01,,
111,1.30E+01,1.54E+00,,
112,2.33E+00,8.50E+00,,
113,3.39E+00,5.85E+00,,
114,4.08E+00,4.82E+00,,
115,2.19E+01,8.86E-01,,
116,1.01E+01,1.91E+00,,
117,3.92E+00,4.93E+00,,
118,3.20E+01,6.00E-01,,
119,4.06E+00,4.72E+00,,
120,5.42E-01,3.53E+01,,
121,2.22E+00,8.58E+00,,
122,2.69E+00,7.05E+00,,
123,1.17E+00,1.62E+01,,
124,2.24E+00,8.43E+00,,
125,1.20E+01,1.58E+00,,
126,1.59E+01,1.18E+00,,
127,1.00E+01,1.87E+00,,
128,3.82E+00,4.89E+00,,
129,6.27E+00,2.96E+00,,
130,4.80E+00,3.84E+00,,
131,3.75E+00,4.91E+00,,
132,2.66E+01,6.91E-01,,
133,1.43E+01,1.27E+00,,
134,6.64E+00,2.73E+00,,
135,4.71E+00,3.84E+00,,
136,1.61E+01,1.12E+00,,
137,1.89E+01,9.55E-01,,
138,3.69E+00,4.89E+00,,
139,1.25E+00,1.44E+01,,
140,2.53E+01,7.06E-01,,
141,1.67E+01,1.06E+00,,
142,3.51E+00,5.05E+00,,
143,1.41E+00,1.24E+01,,
144,4.06E+00,4.29E+00,,
145,6.53E-01,2.67E+01,,
146,1.73E+01,1.01E+00,,
147,1.55E+01,1.12E+00,,
148,9.76E+00,1.77E+00,,
149,5.64E+00,3.05E+00,,
150,9.17E+00,1.87E+00,,
151,6.82E+00,2.49E+00,,
152,9.02E+00,1.87E+00,,
153,4.76E-01,3.53E+01,,
154,4.93E+00,3.40E+00,,
155,1.59E+01,1.04E+00,,
156,1.54E+01,1.06E+00,,
157,2.73E+01,6.00E-01,,
158,1.68E+00,9.76E+00,,
159,1.24E+01,1.31E+00,,
160,1.95E+01,8.26E-01,,
161,3.97E+00,4.06E+00,,
162,1.27E+01,1.27E+00,,
163,2.48E+01,6.41E-01,,
164,1.68E+00,9.47E+00,,
165,1.40E+01,1.12E+00,,
166,8.71E-01,1.80E+01,,
167,3.23E+00,4.82E+00,,
168,8.68E-01,1.79E+01,,
169,4.58E+00,3.40E+00,,
170,3.01E+00,5.17E+00,,
171,1.90E+01,8.16E-01,,
172,1.89E+01,8.19E-01,,
173,3.75E+00,4.09E+00,,
174,1.70E+00,9.01E+00,,
175,2.48E+01,6.13E-01,,
176,1.01E+01,1.51E+00,,
177,1.34E+01,1.12E+00,,
178,1.19E+01,1.27E+00,,
179,2.04E+01,7.42E-01,,
180,2.03E+01,7.42E-01,,
181,9.46E-01,1.59E+01,,
182,2.42E+01,6.22E-01,,
183,8.71E-01,1.72E+01,,
184,3.97E+00,3.76E+00,,
185,3.51E+00,4.24E+00,,
186,3.78E+01,3.93E-01,,
187,4.88E+00,3.01E+00,,
188,4.88E+00,3.01E+00,,
189,3.69E+00,3.95E+00,,
190,1.72E+00,8.43E+00,,
191,2.80E+00,5.17E+00,,
192,5.27E+00,2.73E+00,,
193,9.12E-01,1.52E+01,,
194,5.91E-01,2.35E+01,,
195,3.69E+00,3.67E+00,,
196,3.69E+00,3.57E+00,,
197,5.91E-01,2.18E+01,,
198,8.39E-01,1.52E+01,,
199,3.38E+00,3.70E+00,,
200,3.38E+00,3.65E+00,,
