reference,height,width,stripwidth,,,,,,
1,9.32E+01,2.73E+01,100,,,,,,
2,9.32E+01,1.57E+01,,,,,,,
3,1.75E+01,4.32E+01,,,,,,,
4,1.99E+01,2.88E+01,,,,,,,
5,3.89E+01,1.44E+01,,,,,,,
6,1.90E+01,2.88E+01,,,,,,,
7,1.36E+01,2.37E+01,,,,,,,
8,9.32E+01,3.46E+00,,,,,,,
9,6.96E+00,4.32E+01,,,,,,,
10,5.85E+00,4.32E+01,,,,,,,
11,9.32E+01,2.43E+00,,,,,,,
12,5.90E+01,2.74E+00,,,,,,,
13,9.67E+00,1.36E+01,,,,,,,
14,3.92E+00,2.87E+01,,,,,,,
15,4.94E+00,2.08E+01,,,,,,,
16,6.82E+00,1.41E+01,,,,,,,
17,1.91E+00,4.32E+01,,,,,,,
18,4.26E+01,1.82E+00,,,,,,,
19,3.92E+00,1.95E+01,,,,,,,
20,5.90E+01,1.26E+00,,,,,,,
21,4.39E+00,1.58E+01,,,,,,,
22,6.82E+00,1.01E+01,,,,,,,
23,4.39E+00,1.56E+01,,,,,,,
24,9.45E+00,6.57E+00,,,,,,,
25,6.82E+00,8.50E+00,,,,,,,
26,9.67E+00,5.82E+00,,,,,,,
27,4.39E+00,1.17E+01,,,,,,,
28,6.77E+01,7.44E-01,,,,,,,
29,4.94E+00,9.96E+00,,,,,,,
30,2.51E+01,1.82E+00,,,,,,,
31,6.82E+00,6.17E+00,,,,,,,
32,5.62E+01,7.00E-01,,,,,,,
33,6.82E+00,5.13E+00,,,,,,,
34,2.06E+00,1.70E+01,,,,,,,
35,8.69E+00,4.00E+00,,,,,,,
36,4.94E+00,7.00E+00,,,,,,,
37,5.08E+00,6.57E+00,,,,,,,
38,6.82E+00,4.87E+00,,,,,,,
39,5.62E+01,5.86E-01,,,,,,,
40,1.34E+01,2.34E+00,,,,,,,
41,1.34E+01,2.32E+00,,,,,,,
42,3.92E+00,7.73E+00,,,,,,,
43,4.38E+01,6.81E-01,,,,,,,
44,4.45E+00,6.57E+00,,,,,,,
45,1.06E+00,2.62E+01,,,,,,,
46,3.92E+00,6.80E+00,,,,,,,
47,4.94E+00,5.40E+00,,,,,,,
48,4.38E+01,6.05E-01,,,,,,,
49,9.95E-01,2.62E+01,,,,,,,
50,1.34E+01,1.91E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
