reference,height,width,stripwidth,,,,,,
1,4.28E+01,4.16E+01,100,,,,,,
2,9.70E+01,1.82E+01,,,,,,,
3,3.94E+01,4.16E+01,,,,,,,
4,9.70E+01,9.66E+00,,,,,,,
5,4.88E+01,1.19E+01,,,,,,,
6,4.18E+01,9.05E+00,,,,,,,
7,7.33E+01,3.57E+00,,,,,,,
8,5.20E+00,4.21E+01,,,,,,,
9,1.82E+01,1.19E+01,,,,,,,
10,4.84E+00,2.92E+01,,,,,,,
11,7.33E+01,1.31E+00,,,,,,,
12,4.14E+00,2.10E+01,,,,,,,
13,6.68E+01,1.25E+00,,,,,,,
14,1.43E+01,5.37E+00,,,,,,,
15,3.21E+00,2.32E+01,,,,,,,
16,2.97E+00,2.47E+01,,,,,,,
17,1.54E+01,4.71E+00,,,,,,,
18,1.63E+00,4.21E+01,,,,,,,
19,1.43E+01,4.61E+00,,,,,,,
20,2.69E+00,2.10E+01,,,,,,,
21,1.89E+00,2.92E+01,,,,,,,
22,3.93E+01,1.38E+00,,,,,,,
23,1.10E+01,4.93E+00,,,,,,,
24,4.53E+00,1.19E+01,,,,,,,
25,3.17E+01,1.68E+00,,,,,,,
26,1.61E+00,3.28E+01,,,,,,,
27,2.64E+00,1.93E+01,,,,,,,
28,2.76E+01,1.85E+00,,,,,,,
29,9.20E+00,5.37E+00,,,,,,,
30,6.55E+00,7.37E+00,,,,,,,
31,7.09E+00,6.67E+00,,,,,,,
32,1.25E+01,3.68E+00,,,,,,,
33,2.76E+01,1.62E+00,,,,,,,
34,8.90E+00,4.89E+00,,,,,,,
35,1.09E+01,3.99E+00,,,,,,,
36,2.22E+00,1.96E+01,,,,,,,
37,1.10E+01,3.90E+00,,,,,,,
38,3.59E+00,1.19E+01,,,,,,,
39,3.93E+01,1.07E+00,,,,,,,
40,3.51E+00,1.17E+01,,,,,,,
41,3.51E+00,1.15E+01,,,,,,,
42,1.10E+01,3.68E+00,,,,,,,
43,2.04E+00,1.96E+01,,,,,,,
44,3.93E+01,1.01E+00,,,,,,,
45,1.43E+01,2.76E+00,,,,,,,
46,7.09E+00,5.22E+00,,,,,,,
47,1.09E+01,3.38E+00,,,,,,,
48,2.97E+00,1.22E+01,,,,,,,
49,2.64E+00,1.35E+01,,,,,,,
50,1.10E+01,1.89E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
