Reference,Height,Width,StripWidth,
1,6.47E+01,1.78E+01,100,
2,6.86E+01,9.17E+00,,
3,4.06E+01,1.52E+01,,
4,2.83E+01,1.78E+01,,
5,9.49E+01,3.99E+00,,
6,9.49E+01,3.47E+00,,
7,2.45E+01,9.55E+00,,
8,2.22E+01,9.55E+00,,
9,9.49E+01,1.78E+00,,
10,1.73E+01,9.17E+00,,
11,4.38E+01,3.18E+00,,
12,1.66E+01,7.88E+00,,
13,1.75E+01,6.60E+00,,
14,2.96E+01,3.67E+00,,
15,4.15E+01,2.54E+00,,
16,4.18E+01,2.45E+00,,
17,9.49E+01,9.99E-01,,
18,7.01E+01,1.30E+00,,
19,8.37E+00,1.07E+01,,
20,6.44E+01,1.37E+00,,
21,2.12E+01,4.13E+00,,
22,2.05E+01,3.84E+00,,
23,5.07E+01,1.48E+00,,
24,3.20E+01,2.27E+00,,
25,8.22E-01,7.84E+01,,
26,2.82E+00,2.16E+01,,
27,4.15E+01,1.39E+00,,
28,1.35E+01,4.24E+00,,
29,4.15E+01,1.37E+00,,
30,2.48E+01,2.25E+00,,
31,4.78E+01,1.14E+00,,
32,2.57E+01,1.82E+00,,
33,2.57E+01,1.61E+00,,
34,3.95E+01,1.01E+00,,
35,6.12E+00,6.44E+00,,
36,1.30E+01,2.84E+00,,
37,4.63E+01,7.93E-01,,
38,2.58E+00,1.40E+01,,
39,1.63E+00,2.16E+01,,
40,4.88E+00,6.96E+00,,
41,4.00E+01,8.49E-01,,
42,8.99E+00,3.71E+00,,
43,9.94E+00,3.35E+00,,
44,2.68E+01,1.22E+00,,
45,4.38E+01,7.44E-01,,
46,5.18E+00,6.21E+00,,
47,1.04E+01,3.09E+00,,
48,2.10E+00,1.52E+01,,
49,2.77E+01,1.14E+00,,
50,2.58E+00,1.22E+01,,
51,2.18E+00,1.43E+01,,
52,2.83E+01,1.10E+00,,
53,8.36E-01,3.68E+01,,
54,3.48E+01,8.78E-01,,
55,4.25E+01,7.05E-01,,
56,1.38E+00,2.16E+01,,
57,1.37E+01,2.16E+00,,
58,4.38E+01,6.67E-01,,
59,1.61E+01,1.81E+00,,
60,8.75E-01,3.33E+01,,
61,3.13E+01,9.21E-01,,
