reference,height,width,stripwidth,
1,1.00E+02,1.77E+01,100,
2,2.69E+01,3.38E+01,,
3,7.48E+01,1.13E+01,,
4,4.40E+01,1.75E+01,,
5,2.03E+01,3.38E+01,,
6,3.78E+01,1.50E+01,,
7,5.26E+01,1.01E+01,,
8,4.40E+01,1.20E+01,,
9,4.74E+01,9.28E+00,,
10,8.80E+00,3.62E+01,,
11,1.71E+01,1.36E+01,,
12,1.00E+02,2.27E+00,,
13,1.45E+01,1.36E+01,,
14,1.00E+02,1.52E+00,,
15,1.01E+01,1.36E+01,,
16,1.79E+01,6.74E+00,,
17,7.14E+00,1.50E+01,,
18,2.42E+01,4.30E+00,,
19,1.00E+02,1.02E+00,,
20,7.19E+01,1.23E+00,,
21,1.98E+01,4.30E+00,,
22,7.19E+01,1.15E+00,,
23,7.25E+00,1.13E+01,,
24,1.79E+01,4.56E+00,,
25,2.28E+01,2.35E+00,,
26,2.20E+01,2.35E+00,,
27,4.18E+01,1.15E+00,,
28,4.65E+01,9.58E-01,,
29,2.88E+00,1.50E+01,,
30,5.35E+01,7.77E-01,,
31,2.81E+00,1.36E+01,,
32,2.54E+00,1.50E+01,,
33,5.35E+01,6.84E-01,,
34,4.81E+01,7.38E-01,,
35,3.03E+01,1.15E+00,,
36,1.47E+01,2.35E+00,,
37,2.78E+01,1.15E+00,,
38,2.24E+00,1.36E+01,,
39,4.81E+01,6.27E-01,,
40,1.09E+01,2.35E+00,,
41,1.08E+01,2.35E+00,,
42,1.87E+01,1.34E+00,,
43,1.59E+00,1.50E+01,,
44,4.65E+01,5.03E-01,,
45,1.93E+01,1.20E+00,,
46,1.93E+01,1.18E+00,,
47,2.52E+01,8.47E-01,,
48,1.87E+01,1.02E+00,,
49,2.22E+01,8.47E-01,,
50,1.33E+00,1.36E+01,,
