reference,height,width,stripwidth,,,,,,
1,4.63E+01,3.53E+01,100,,,,,,
2,4.08E+01,3.53E+01,,,,,,,
3,3.78E+01,2.94E+01,,,,,,,
4,3.78E+01,2.67E+01,,,,,,,
5,1.75E+01,3.24E+01,,,,,,,
6,2.48E+01,2.12E+01,,,,,,,
7,9.76E+00,3.53E+01,,,,,,,
8,1.59E+01,2.06E+01,,,,,,,
9,1.36E+01,1.92E+01,,,,,,,
10,1.00E+02,2.31E+00,,,,,,,
11,2.48E+01,8.50E+00,,,,,,,
12,1.30E+01,1.59E+01,,,,,,,
13,1.59E+01,1.15E+01,,,,,,,
14,3.92E+00,4.53E+01,,,,,,,
15,1.00E+02,1.77E+00,,,,,,,
16,1.75E+01,7.73E+00,,,,,,,
17,5.94E+01,1.87E+00,,,,,,,
18,6.27E+01,1.58E+00,,,,,,,
19,4.35E+00,1.92E+01,,,,,,,
20,1.59E+01,4.82E+00,,,,,,,
21,4.54E+00,1.59E+01,,,,,,,
22,1.29E+01,4.89E+00,,,,,,,
23,3.11E+00,1.92E+01,,,,,,,
24,1.19E+01,4.89E+00,,,,,,,
25,2.48E+01,2.28E+00,,,,,,,
26,5.45E+00,9.01E+00,,,,,,,
27,1.35E+00,3.53E+01,,,,,,,
28,1.26E+00,3.53E+01,,,,,,,
29,3.92E+00,1.08E+01,,,,,,,
30,2.25E+01,1.87E+00,,,,,,,
31,3.71E+01,1.12E+00,,,,,,,
32,2.15E+00,1.92E+01,,,,,,,
33,3.55E+01,1.12E+00,,,,,,,
34,3.73E+01,1.01E+00,,,,,,,
35,4.06E+00,9.01E+00,,,,,,,
36,3.97E+00,8.43E+00,,,,,,,
37,9.51E+00,3.40E+00,,,,,,,
38,1.68E+00,1.92E+01,,,,,,,
39,3.97E+00,7.81E+00,,,,,,,
40,2.74E+01,1.12E+00,,,,,,,
41,9.61E+00,2.96E+00,,,,,,,
42,3.73E+01,5.68E-01,,,,,,,
43,1.23E+00,1.62E+01,,,,,,,
44,5.42E-01,3.53E+01,,,,,,,
45,1.17E+00,1.62E+01,,,,,,,
46,6.27E+00,2.96E+00,,,,,,,
47,4.80E+00,3.84E+00,,,,,,,
48,4.71E+00,3.84E+00,,,,,,,
49,9.17E+00,1.87E+00,,,,,,,
50,9.02E+00,1.87E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
