reference,height,width,stripwidth,,,,,,
1,6.26E+01,1.40E+01,100,,,,,,
2,2.26E+01,3.86E+01,,,,,,,
3,3.52E+01,1.92E+01,,,,,,,
4,1.54E+01,4.07E+01,,,,,,,
5,5.77E+01,1.03E+01,,,,,,,
6,3.18E+01,1.53E+01,,,,,,,
7,1.60E+01,2.98E+01,,,,,,,
8,3.07E+01,1.48E+01,,,,,,,
9,4.23E+01,1.03E+01,,,,,,,
10,1.14E+01,3.67E+01,,,,,,,
11,6.26E+01,6.25E+00,,,,,,,
12,1.17E+01,2.98E+01,,,,,,,
13,1.12E+01,2.86E+01,,,,,,,
14,1.29E+01,2.00E+01,,,,,,,
15,6.94E+00,3.67E+01,,,,,,,
16,1.29E+01,1.85E+01,,,,,,,
17,3.12E+01,7.02E+00,,,,,,,
18,4.76E+00,4.07E+01,,,,,,,
19,1.12E+01,1.67E+01,,,,,,,
20,4.77E+00,3.86E+01,,,,,,,
21,4.09E+00,3.67E+01,,,,,,,
22,3.89E+00,3.86E+01,,,,,,,
23,6.81E+00,2.09E+01,,,,,,,
24,1.20E+01,9.90E+00,,,,,,,
25,3.07E+01,3.18E+00,,,,,,,
26,2.51E+01,3.80E+00,,,,,,,
27,6.26E+01,1.37E+00,,,,,,,
28,1.04E+01,7.67E+00,,,,,,,
29,2.19E+00,2.94E+01,,,,,,,
30,1.56E+00,4.07E+01,,,,,,,
31,6.81E+00,8.90E+00,,,,,,,
32,2.24E+01,2.46E+00,,,,,,,
33,2.72E+01,1.90E+00,,,,,,,
34,1.29E+01,2.21E+00,,,,,,,
35,2.72E+01,8.91E-01,,,,,,,
36,1.04E+01,2.22E+00,,,,,,,
37,7.37E-01,2.98E+01,,,,,,,
38,5.85E+00,3.72E+00,,,,,,,
39,5.37E+00,3.72E+00,,,,,,,
40,4.39E+00,3.80E+00,,,,,,,
41,2.72E+01,5.95E-01,,,,,,,
42,1.41E+00,1.12E+01,,,,,,,
43,6.32E-01,2.45E+01,,,,,,,
44,4.06E+00,3.39E+00,,,,,,,
45,2.05E+01,5.73E-01,,,,,,,
46,1.03E+01,1.03E+00,,,,,,,
47,6.32E-01,1.62E+01,,,,,,,
48,2.05E+01,4.61E-01,,,,,,,
49,2.35E+00,3.80E+00,,,,,,,
50,7.82E-01,1.12E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
