Reference,Height,Width,Stripwidth,
1,4.91E+01,2.48E+01,100,
2,1.00E+02,1.14E+01,,
3,1.00E+02,6.80E+00,,
4,6.43E+01,1.05E+01,,
5,2.32E+01,2.48E+01,,
6,2.22E+01,2.48E+01,,
7,5.54E+01,7.27E+00,,
8,1.00E+02,3.85E+00,,
9,6.63E+01,4.05E+00,,
10,1.83E+01,1.18E+01,,
11,3.51E+01,4.69E+00,,
12,1.00E+02,1.43E+00,,
13,5.57E+00,2.48E+01,,
14,2.92E+01,4.69E+00,,
15,3.37E+01,4.05E+00,,
16,3.45E+01,3.76E+00,,
17,6.43E+01,1.95E+00,,
18,1.92E+01,5.93E+00,,
19,6.43E+01,1.66E+00,,
20,5.41E+01,1.89E+00,,
21,1.88E+01,4.32E+00,,
22,2.28E+01,3.56E+00,,
23,3.57E+01,2.22E+00,,
24,5.25E+01,1.42E+00,,
25,2.08E+01,3.38E+00,,
26,2.08E+01,3.14E+00,,
27,2.28E+01,2.81E+00,,
28,3.87E+01,1.62E+00,,
29,3.70E+01,1.61E+00,,
30,1.98E+01,2.96E+00,,
31,2.51E+01,2.16E+00,,
32,4.28E+01,1.21E+00,,
33,7.79E+00,6.50E+00,,
34,6.13E+01,8.19E-01,,
35,6.13E+01,8.05E-01,,
36,7.79E+00,5.32E+00,,
37,2.48E+01,1.66E+00,,
38,4.59E+01,8.91E-01,,
39,4.82E+01,8.32E-01,,
40,4.55E+01,8.65E-01,,
41,4.63E+01,7.73E-01,,
42,5.72E+01,6.15E-01,,
43,4.63E+01,7.52E-01,,
44,1.60E+01,2.17E+00,,
45,5.72E+01,5.99E-01,,
46,2.28E+01,1.50E+00,,
47,1.00E+01,3.40E+00,,
48,9.58E+00,3.54E+00,,
49,3.62E+01,9.35E-01,,
50,3.64E+01,9.31E-01,,
51,2.11E+01,1.50E+00,,
52,9.58E+00,3.23E+00,,
53,3.68E+01,8.31E-01,,
54,4.75E+01,6.29E-01,,
55,3.79E+01,7.68E-01,,
56,3.73E+01,7.57E-01,,
57,3.73E+01,7.43E-01,,
58,9.58E+00,2.86E+00,,
59,3.68E+01,7.38E-01,,
60,7.42E+00,3.60E+00,,
61,3.08E+01,8.65E-01,,
62,3.70E+01,7.11E-01,,
63,3.20E+01,8.01E-01,,
64,8.52E+00,2.95E+00,,
65,2.47E+01,9.96E-01,,
66,1.22E+01,2.00E+00,,
67,2.48E+01,9.81E-01,,
68,4.63E+01,5.12E-01,,
69,3.70E+01,6.38E-01,,
70,2.81E+01,8.32E-01,,
71,1.60E+01,1.43E+00,,
72,4.63E+01,4.91E-01,,
73,3.02E+00,7.27E+00,,
74,2.12E+01,9.96E-01,,
75,9.58E+00,2.19E+00,,
76,2.28E+01,9.02E-01,,
77,9.40E+00,2.16E+00,,
78,1.15E+01,1.76E+00,,
79,1.81E+01,1.11E+00,,
80,1.32E+01,1.53E+00,,
81,2.51E+01,7.94E-01,,
82,1.76E+01,1.11E+00,,
83,1.22E+01,1.60E+00,,
84,2.52E+01,7.68E-01,,
85,4.01E+01,4.76E-01,,
86,1.15E+01,1.64E+00,,
87,6.39E+00,2.96E+00,,
88,2.90E+00,6.52E+00,,
89,1.32E+01,1.43E+00,,
90,2.48E+01,7.58E-01,,
91,4.00E+01,4.66E-01,,
92,4.00E+01,4.65E-01,,
93,4.01E+01,4.59E-01,,
94,2.24E+01,7.94E-01,,
95,5.83E+00,2.95E+00,,
96,1.87E+01,8.29E-01,,
97,4.49E+00,2.95E+00,,
98,1.59E+01,8.01E-01,,
99,1.87E+01,6.71E-01,,
100,1.53E+01,8.01E-01,,
